drugs gang theft suspense corrupt homeless liberty law-breaking noir terrorism
calm confused tense bored charming wrong vivacious delightful evil homely
careful relieved puzzled famous cloudy weary agreeable calm silly courageous
good graceful open bored confused lonely sleepy plain homeless gleaming
grotesque wild charming lucky stormy clumsy agreeable perfect adventurous inexpensive
obnoxious putrid brainy homely embarrassed homely evil bloody ugliest blue-eyed
encouraging calm bright brainy sleepy colorful healthy wide-eyed helpful wicked
bewildered concerned defeated helpful foolish wide-eyed excited panicky clear good
easy uptight homeless exuberant encouraging witty blue smoggy thoughtless envious
thoughtless dull thoughtless talented gleaming colorful bad misty agreeable precious
awful cheerful courageous sparkling worrisome open successful sparkling faithful distinct
MediumSeaGreen ForestGreen SandyBrown Turquoise PaleGoldenrod MintCream DarkSalmon SlateGray Violet Peru
LimeGreen DarkSlateGray Peru Tomato ForestGreen DarkSeaGreen MediumPurple Maroon DarkOliveGreen NavajoWhite
DodgerBlue LightGoldenrodYellow MidnightBlue LavenderBlush Peru PaleGreen MediumPurple LightCyan PowderBlue GhostWhite
MediumAquamarine Navy MediumSpringGreen Goldenrod MidnightBlue MediumAquamarine LightSkyBlue Coral BlueViolet LightGray
SlateGray Wheat SlateBlue Navy AliceBlue Cyan AntiqueWhite LightGreen Brown Purple
Aquamarine Orchid Orchid DarkTurquoise Firebrick Sienna PaleTurquoise Fuchsia MistyRose SeaGreen
Feldspar LightYellow SkyBlue Brown SlateGray RoyalBlue Orchid SlateGray Chocolate LawnGreen
MintCream ForestGreen Burlywood PaleTurquoise Olive Gainsboro LemonChiffon LightCyan SkyBlue MediumTurquoise
DeepPink Feldspar DarkViolet LightSeaGreen MediumVioletRed Chartreuse Lime DarkSeaGreen PaleGreen LemonChiffon
Cyan LightSalmon OliveDrab Blue GhostWhite BlanchedAlmond DarkOrange SpringGreen Ivory LemonChiffon
PaleGreen DarkOrange MediumPurple BlueViolet Honeydew BlanchedAlmond IndianRed MediumVioletRed LightGoldenrodYellow SpringGreen
