Pear Grape Soursop Cherry Acerola Ximenia Raisin Strawberry Loquat Raspberry
BinaryNumber_1000001 BinaryNumber_0001001 BinaryNumber_0000000 BinaryNumber_0010110 BinaryNumber_0011101 BinaryNumber_1001101 BinaryNumber_0011100 BinaryNumber_0110001 BinaryNumber_0010010 BinaryNumber_1010001
BinaryNumber_0010110 BinaryNumber_1011100 BinaryNumber_0100000 BinaryNumber_0110111 BinaryNumber_0011110 BinaryNumber_0011010 BinaryNumber_0001001 BinaryNumber_1010010 BinaryNumber_1010101 BinaryNumber_0101001
BinaryNumber_0110111 BinaryNumber_1010010 BinaryNumber_0111100 BinaryNumber_0000100 BinaryNumber_0110000 BinaryNumber_1011110 BinaryNumber_0110001 BinaryNumber_0101100 BinaryNumber_1011110 BinaryNumber_0101110
BinaryNumber_0110101 BinaryNumber_1011011 BinaryNumber_1011010 BinaryNumber_0111001 BinaryNumber_0000010 BinaryNumber_1010011 BinaryNumber_0100100 BinaryNumber_0011001 BinaryNumber_1001110 BinaryNumber_1100010
BinaryNumber_1010111 BinaryNumber_0010101 BinaryNumber_1100000 BinaryNumber_0101100 BinaryNumber_0011000 BinaryNumber_1001100 BinaryNumber_0110011 BinaryNumber_0010001 BinaryNumber_0100001 BinaryNumber_0111010
CubeNumber_42875 CubeNumber_42875 CubeNumber_13824 CubeNumber_205379 CubeNumber_50653 CubeNumber_195112 CubeNumber_551368 CubeNumber_13824 CubeNumber_216000 CubeNumber_32768
CubeNumber_912673 CubeNumber_185193 CubeNumber_421875 CubeNumber_778688 CubeNumber_4096 CubeNumber_13824 CubeNumber_1331 CubeNumber_614125 CubeNumber_857375 CubeNumber_512000
CubeNumber_64 CubeNumber_2197 CubeNumber_729 CubeNumber_1000 CubeNumber_85184 CubeNumber_97336 CubeNumber_42875 CubeNumber_614125 CubeNumber_132651 CubeNumber_8
CubeNumber_8000 CubeNumber_512 CubeNumber_681472 CubeNumber_343000 CubeNumber_729 CubeNumber_46656 CubeNumber_1331 CubeNumber_3375 CubeNumber_1000 CubeNumber_13824
CubeNumber_389017 CubeNumber_421875 CubeNumber_74088 CubeNumber_17576 CubeNumber_614125 CubeNumber_1728 CubeNumber_2744 CubeNumber_125 CubeNumber_97336 CubeNumber_636056
CubeNumber_4096 CubeNumber_474552 CubeNumber_438976 CubeNumber_704969 CubeNumber_357911 CubeNumber_85184 CubeNumber_103823 CubeNumber_389017 CubeNumber_373248 CubeNumber_389017
CubeNumber_8000 CubeNumber_592704 CubeNumber_551368 CubeNumber_3375 CubeNumber_103823 CubeNumber_64 CubeNumber_357911 CubeNumber_157464 CubeNumber_79507 CubeNumber_474552
CubeNumber_21952 CubeNumber_64 CubeNumber_205379 CubeNumber_262144 CubeNumber_39304 CubeNumber_729 CubeNumber_110592 CubeNumber_456533 CubeNumber_59319 CubeNumber_216
CubeNumber_166375 CubeNumber_13824 CubeNumber_64000 CubeNumber_438976 CubeNumber_110592 CubeNumber_250047 CubeNumber_753571 CubeNumber_8000 CubeNumber_125 CubeNumber_343000
CubeNumber_274625 CubeNumber_704969 CubeNumber_226981 CubeNumber_262144 CubeNumber_91125 CubeNumber_4096 CubeNumber_274625 CubeNumber_97336 CubeNumber_8 CubeNumber_474552
CubeNumber_35937 CubeNumber_274625 CubeNumber_21952 CubeNumber_343000 CubeNumber_226981 CubeNumber_1331 CubeNumber_830584 CubeNumber_216 CubeNumber_54872 CubeNumber_512
PrimeNumber_487 PrimeNumber_11 PrimeNumber_157 PrimeNumber_359 PrimeNumber_487 PrimeNumber_443 PrimeNumber_373 PrimeNumber_97 PrimeNumber_19 PrimeNumber_449
PrimeNumber_337 PrimeNumber_521 PrimeNumber_29 PrimeNumber_151 PrimeNumber_97 PrimeNumber_59 PrimeNumber_409 PrimeNumber_19 PrimeNumber_61 PrimeNumber_443
PrimeNumber_53 PrimeNumber_467 PrimeNumber_281 PrimeNumber_163 PrimeNumber_457 PrimeNumber_487 PrimeNumber_139 PrimeNumber_421 PrimeNumber_389 PrimeNumber_269
PrimeNumber_293 PrimeNumber_97 PrimeNumber_281 PrimeNumber_109 PrimeNumber_397 PrimeNumber_521 PrimeNumber_397 PrimeNumber_383 PrimeNumber_233 PrimeNumber_463
PrimeNumber_137 PrimeNumber_2 PrimeNumber_449 PrimeNumber_349 PrimeNumber_239 PrimeNumber_223 PrimeNumber_113 PrimeNumber_449 PrimeNumber_131 PrimeNumber_31
PrimeNumber_181 PrimeNumber_97 PrimeNumber_359 PrimeNumber_107 PrimeNumber_389 PrimeNumber_109 PrimeNumber_61 PrimeNumber_349 PrimeNumber_379 PrimeNumber_211
PrimeNumber_421 PrimeNumber_109 PrimeNumber_227 PrimeNumber_61 PrimeNumber_373 PrimeNumber_37 PrimeNumber_137 PrimeNumber_233 PrimeNumber_467 PrimeNumber_5
PrimeNumber_181 PrimeNumber_443 PrimeNumber_157 PrimeNumber_191 PrimeNumber_59 PrimeNumber_349 PrimeNumber_281 PrimeNumber_271 PrimeNumber_199 PrimeNumber_257
PrimeNumber_109 PrimeNumber_149 PrimeNumber_337 PrimeNumber_191 PrimeNumber_223 PrimeNumber_523 PrimeNumber_307 PrimeNumber_349 PrimeNumber_547 PrimeNumber_499
PrimeNumber_409 PrimeNumber_5 PrimeNumber_5 PrimeNumber_2 PrimeNumber_19 PrimeNumber_353 PrimeNumber_313 PrimeNumber_149 PrimeNumber_433 PrimeNumber_107
PrimeNumber_263 PrimeNumber_47 PrimeNumber_3 PrimeNumber_2 PrimeNumber_151 PrimeNumber_17 PrimeNumber_113 PrimeNumber_467 PrimeNumber_283 PrimeNumber_491
temperature__11c temperature__108c temperature__47c temperature__111c temperature__100c temperature__61c temperature__65c temperature__73c temperature__98c temperature__109c
temperature__11c temperature__65c temperature__98c temperature__61c temperature__74c temperature__46c temperature__31c temperature__120c temperature__17c temperature__90c
temperature__90c temperature__77c temperature__52c temperature__132c temperature__130c temperature__129c temperature__122c temperature__124c temperature__90c temperature__28c
temperature__77c temperature__129c temperature__35c temperature__8c temperature__106c temperature__47c temperature__46c temperature__116c temperature__12c temperature__52c
temperature__8c temperature__82c temperature__119c temperature__26c temperature__140c temperature__84c temperature__4c temperature__77c temperature__112c temperature__28c
temperature__71c temperature__65c temperature__41c temperature__34c temperature__10c temperature__136c temperature__11c temperature__10c temperature__112c temperature__49c
temperature__77c temperature__40c temperature__116c temperature__26c temperature__40c temperature__7c temperature__70c temperature__52c temperature__88c temperature__17c
temperature__71c temperature__111c temperature__41c temperature__132c temperature__5c temperature__65c temperature__77c temperature__52c temperature__59c temperature__68c
temperature__61c temperature__34c temperature__23c temperature__78c temperature__79c temperature__87c temperature__69c temperature__131c temperature__65c temperature__21c
temperature__69c temperature__21c temperature__109c temperature__5c temperature__140c temperature__87c temperature__98c temperature__131c temperature__71c temperature__139c
temperature__91c temperature__33c temperature__27c temperature__41c temperature__105c temperature__61c temperature__85c temperature__10c temperature__49c temperature__136c
