important hungry tame calm obedient long excited filthy famous awful
SquareNumber_16 SquareNumber_576 SquareNumber_625 SquareNumber_5776 SquareNumber_7744 SquareNumber_10000 SquareNumber_100 SquareNumber_225 SquareNumber_2116 SquareNumber_961
SquareNumber_3844 SquareNumber_196 SquareNumber_1521 SquareNumber_81 SquareNumber_4356 SquareNumber_3364 SquareNumber_2304 SquareNumber_1369 SquareNumber_1225 SquareNumber_6724
SquareNumber_6241 SquareNumber_1024 SquareNumber_7225 SquareNumber_16 SquareNumber_2025 SquareNumber_144 SquareNumber_3249 SquareNumber_6561 SquareNumber_6241 SquareNumber_6241
SquareNumber_1369 SquareNumber_7921 SquareNumber_4 SquareNumber_9216 SquareNumber_3136 SquareNumber_4096 SquareNumber_5184 SquareNumber_1089 SquareNumber_9604 SquareNumber_49
SquareNumber_3969 SquareNumber_9025 SquareNumber_225 SquareNumber_10000 SquareNumber_9604 SquareNumber_2601 SquareNumber_2601 SquareNumber_784 SquareNumber_5776 SquareNumber_8464
SquareNumber_144 SquareNumber_3481 SquareNumber_484 SquareNumber_169 SquareNumber_3136 SquareNumber_4225 SquareNumber_4 SquareNumber_144 SquareNumber_1849 SquareNumber_2500
SquareNumber_1225 SquareNumber_9025 SquareNumber_784 SquareNumber_4761 SquareNumber_484 SquareNumber_196 SquareNumber_1089 SquareNumber_6889 SquareNumber_3025 SquareNumber_6724
SquareNumber_6724 SquareNumber_4489 SquareNumber_289 SquareNumber_900 SquareNumber_900 SquareNumber_6400 SquareNumber_100 SquareNumber_676 SquareNumber_6084 SquareNumber_1764
CubeNumber_79507 CubeNumber_912673 CubeNumber_571787 CubeNumber_15625 CubeNumber_91125 CubeNumber_12167 CubeNumber_636056 CubeNumber_1331 CubeNumber_5832 CubeNumber_636056
CubeNumber_531441 CubeNumber_614125 CubeNumber_804357 CubeNumber_21952 CubeNumber_571787 CubeNumber_97336 CubeNumber_21952 CubeNumber_59319 CubeNumber_148877 CubeNumber_753571
CubeNumber_226981 CubeNumber_12167 CubeNumber_1728 CubeNumber_778688 CubeNumber_140608 CubeNumber_19683 CubeNumber_110592 CubeNumber_8000 CubeNumber_314432 CubeNumber_64000
CubeNumber_24389 CubeNumber_2744 CubeNumber_4913 CubeNumber_29791 CubeNumber_226981 CubeNumber_226981 CubeNumber_32768 CubeNumber_1331 CubeNumber_2744 CubeNumber_804357
CubeNumber_195112 CubeNumber_729000 CubeNumber_2197 CubeNumber_681472 CubeNumber_941192 CubeNumber_857375 CubeNumber_12167 CubeNumber_493039 CubeNumber_132651 CubeNumber_132651
CubeNumber_15625 CubeNumber_614125 CubeNumber_343000 CubeNumber_216000 CubeNumber_343000 CubeNumber_35937 CubeNumber_729 CubeNumber_941192 CubeNumber_571787 CubeNumber_287496
CubeNumber_79507 CubeNumber_6859 CubeNumber_4096 CubeNumber_29791 CubeNumber_551368 CubeNumber_357911 CubeNumber_551368 CubeNumber_68921 CubeNumber_438976 CubeNumber_405224
CubeNumber_19683 CubeNumber_8000 CubeNumber_132651 CubeNumber_10648 CubeNumber_421875 CubeNumber_8000 CubeNumber_729 CubeNumber_9261 CubeNumber_39304 CubeNumber_328509
CubeNumber_328509 CubeNumber_636056 CubeNumber_2744 CubeNumber_85184 CubeNumber_314432 CubeNumber_250047 CubeNumber_9261 CubeNumber_175616 CubeNumber_46656 CubeNumber_216
CubeNumber_205379 CubeNumber_2197 CubeNumber_5832 CubeNumber_456533 CubeNumber_2197 CubeNumber_39304 CubeNumber_85184 CubeNumber_125 CubeNumber_54872 CubeNumber_4096
CubeNumber_205379 CubeNumber_438976 CubeNumber_226981 CubeNumber_54872 CubeNumber_3375 CubeNumber_343 CubeNumber_1331 CubeNumber_42875 CubeNumber_50653 CubeNumber_12167
temperature__131c temperature__51c temperature__108c temperature__79c temperature__65c temperature__53c temperature__148c temperature__53c temperature__119c temperature__87c
temperature__39c temperature__39c temperature__87c temperature__5c temperature__41c temperature__93c temperature__51c temperature__40c temperature__57c temperature__22c
temperature__16c temperature__82c temperature__105c temperature__108c temperature__63c temperature__98c temperature__33c temperature__2c temperature__36c temperature__106c
temperature__84c temperature__73c temperature__93c temperature__17c temperature__0c temperature__91c temperature__120c temperature__49c temperature__136c temperature__100c
temperature__49c temperature__34c temperature__116c temperature__106c temperature__65c temperature__30c temperature__26c temperature__63c temperature__130c temperature__98c
temperature__85c temperature__11c temperature__86c temperature__131c temperature__26c temperature__87c temperature__131c temperature__118c temperature__136c temperature__138c
temperature__140c temperature__0c temperature__6c temperature__16c temperature__10c temperature__69c temperature__126c temperature__105c temperature__33c temperature__57c
temperature__50c temperature__63c temperature__14c temperature__36c temperature__65c temperature__87c temperature__119c temperature__95c temperature__142c temperature__73c
temperature__64c temperature__26c temperature__106c temperature__22c temperature__124c temperature__108c temperature__120c temperature__106c temperature__130c temperature__131c
temperature__28c temperature__136c temperature__36c temperature__126c temperature__52c temperature__26c temperature__93c temperature__50c temperature__112c temperature__108c
temperature__56c temperature__90c temperature__49c temperature__23c temperature__130c temperature__16c temperature__11c temperature__86c temperature__90c temperature__33c
