prelude melody gospel voice visual madrigal exposition lyric tuning sing
trial imprisonment cases revenge poverty prison smuggle prostitution misdemeanor law-breaking
crime sin detective law-breaking blackmail offence government racism slay safety
criminal criminal violence slay sentence felony gangsterism revenge cop homicide
suspense jurisdiction gangs slay legal murder shootings illegal transgression murder
statutory hijack bloodshed murder victim action drama violence drug mob
murders justice homicide mystery tort jurisdiction vandalism illegal pirate skyjack
punitive cases crisis imprisonment drug action unsolved misdemeanour dark mafia
structuralism law blackmail fraud corruption imprisonment brutality slay legal misdemeanour
homicides smuggle gun death country conspiracy heist offenders gangsterism justice
crime sin poverty kill brutality unsolved misdemeanor punitive felony gang
BinaryNumber_0010101 BinaryNumber_0101000 BinaryNumber_1100011 BinaryNumber_0000010 BinaryNumber_1001110 BinaryNumber_1000010 BinaryNumber_1011010 BinaryNumber_0010010 BinaryNumber_0010101 BinaryNumber_1001001
BinaryNumber_0101010 BinaryNumber_0001100 BinaryNumber_1011101 BinaryNumber_1011010 BinaryNumber_0011100 BinaryNumber_0010110 BinaryNumber_1000001 BinaryNumber_0011001 BinaryNumber_0100110 BinaryNumber_1011110
BinaryNumber_1100010 BinaryNumber_0101100 BinaryNumber_0000110 BinaryNumber_1000101 BinaryNumber_1000110 BinaryNumber_1010001 BinaryNumber_1100000 BinaryNumber_1001000 BinaryNumber_1100000 BinaryNumber_1000101
BinaryNumber_1000011 BinaryNumber_1010100 BinaryNumber_0100010 BinaryNumber_0100011 BinaryNumber_0001100 BinaryNumber_1001000 BinaryNumber_1010001 BinaryNumber_1010001 BinaryNumber_1010001 BinaryNumber_0111000
BinaryNumber_0111000 BinaryNumber_0011001 BinaryNumber_0010001 BinaryNumber_1100000 BinaryNumber_1001100 BinaryNumber_1001110 BinaryNumber_0100101 BinaryNumber_0111101 BinaryNumber_0000010 BinaryNumber_1100000
BinaryNumber_0100111 BinaryNumber_0111100 BinaryNumber_0111100 BinaryNumber_1001001 BinaryNumber_1010100 BinaryNumber_0010001 BinaryNumber_0010001 BinaryNumber_1100010 BinaryNumber_1010100 BinaryNumber_1011101
BinaryNumber_1000111 BinaryNumber_1010010 BinaryNumber_0101100 BinaryNumber_0010111 BinaryNumber_0010100 BinaryNumber_0110001 BinaryNumber_0111011 BinaryNumber_0011111 BinaryNumber_0110101 BinaryNumber_1010111
BinaryNumber_0001110 BinaryNumber_0001000 BinaryNumber_0100100 BinaryNumber_0010001 BinaryNumber_0001100 BinaryNumber_1001100 BinaryNumber_0101100 BinaryNumber_1010100 BinaryNumber_1000110 BinaryNumber_1001010
BinaryNumber_1010101 BinaryNumber_0001010 BinaryNumber_0000110 BinaryNumber_0110011 BinaryNumber_0111111 BinaryNumber_1000110 BinaryNumber_0111010 BinaryNumber_0110100 BinaryNumber_0001001 BinaryNumber_0101111
BinaryNumber_0010111 BinaryNumber_0001011 BinaryNumber_0001000 BinaryNumber_0001011 BinaryNumber_0011111 BinaryNumber_0101011 BinaryNumber_1001000 BinaryNumber_0101100 BinaryNumber_0100000 BinaryNumber_1011101
BinaryNumber_0101001 BinaryNumber_0011011 BinaryNumber_0010110 BinaryNumber_1001101 BinaryNumber_0111110 BinaryNumber_1001001 BinaryNumber_0101010 BinaryNumber_1011010 BinaryNumber_0010000 BinaryNumber_1010111
