Purple DodgerBlue Bisque Ivory Silver LightSlateGray LightGoldenrod LightGray Turquoise Green
BinaryNumber_0001010 BinaryNumber_1000100 BinaryNumber_1010101 BinaryNumber_1100000 BinaryNumber_0100100 BinaryNumber_1001101 BinaryNumber_1011110 BinaryNumber_0001100 BinaryNumber_1000111 BinaryNumber_0100001
BinaryNumber_1001000 BinaryNumber_0010000 BinaryNumber_0001010 BinaryNumber_0111000 BinaryNumber_1001110 BinaryNumber_0111100 BinaryNumber_1100011 BinaryNumber_1001100 BinaryNumber_1000011 BinaryNumber_0010011
BinaryNumber_0011001 BinaryNumber_0000111 BinaryNumber_0100100 BinaryNumber_0110101 BinaryNumber_0100100 BinaryNumber_1011100 BinaryNumber_1001000 BinaryNumber_1010110 BinaryNumber_0001110 BinaryNumber_1000111
BinaryNumber_1011111 BinaryNumber_0010001 BinaryNumber_1000011 BinaryNumber_0101010 BinaryNumber_0000111 BinaryNumber_0111001 BinaryNumber_0011011 BinaryNumber_1011000 BinaryNumber_0110000 BinaryNumber_1000110
BinaryNumber_1011110 BinaryNumber_0010100 BinaryNumber_0011010 BinaryNumber_0100111 BinaryNumber_0101000 BinaryNumber_0010001 BinaryNumber_0011001 BinaryNumber_0000011 BinaryNumber_1001110 BinaryNumber_1010001
BinaryNumber_0011100 BinaryNumber_0001010 BinaryNumber_0011001 BinaryNumber_0111010 BinaryNumber_0100000 BinaryNumber_0001110 BinaryNumber_0000110 BinaryNumber_0000000 BinaryNumber_1010011 BinaryNumber_0101001
BinaryNumber_0010010 BinaryNumber_1011100 BinaryNumber_0010100 BinaryNumber_0110100 BinaryNumber_0110011 BinaryNumber_0010100 BinaryNumber_0001010 BinaryNumber_0000100 BinaryNumber_1000110 BinaryNumber_0100000
insects eukaryotic workanimal multicellular hourse tufted animals elephants pitbull animalia
porifera octopuses fleshly chickens insectivore mammal fleshly mythical predatoryanimal animal welfare
marineanimal ladybug livestock animatebeing mammals clams object tiger mammal pitbull
darter bobcat superdog deer elephants insect fantasy creature tufted insects
sheep demon chordate workanimal deer jellyfish pet scavenger elephants plant
puppy cats insect chordate reptile primate dinosaur bobcat zoology reptile
metazoan environmental livestock tufted metazoan reptile amphibians varmint insects animatebeing
fish bug darter demon insect domesticate environmental reptiles fish llamas
vegan ladybug ladybug domesticate carnal superdog metazoan fauna demon tiger
exoticanimals mammals zoology cat shelter dog pitbull poikilotherm thoroughbred reptile
tufted thoroughbred scavenger vertebrate bug insects heterotroph creature thoroughbred predatoryanimal
