demon poikilotherm tufted pitbull rodent bug feline reptiles cat marineanimal
DarkSeaGreen DarkFuchsia MediumVioletRed OliveDrab DodgerBlue DarkSlateGray FloralWhite MistyRose SteelBlue Wheat
LightCoral PaleGreen Tan Gainsboro DarkRed OliveDrab MediumBlue Navy DimGray DarkTurquoise
DarkGray LightBlue Wheat Wheat LightGoldenrodYellow SpringGreen GhostWhite BlueViolet LightYellow DarkSeaGreen
temperature__64c temperature__92c temperature__139c temperature__122c temperature__98c temperature__118c temperature__14c temperature__82c temperature__34c temperature__65c
temperature__123c temperature__85c temperature__111c temperature__146c temperature__23c temperature__148c temperature__69c temperature__6c temperature__129c temperature__146c
temperature__46c temperature__144c temperature__71c temperature__142c temperature__92c temperature__11c temperature__4c temperature__71c temperature__116c temperature__51c
temperature__42c temperature__59c temperature__108c temperature__7c temperature__123c temperature__146c temperature__12c temperature__46c temperature__105c temperature__50c
temperature__50c temperature__34c temperature__12c temperature__85c temperature__35c temperature__5c temperature__91c temperature__6c temperature__132c temperature__131c
temperature__34c temperature__92c temperature__123c temperature__21c temperature__74c temperature__30c temperature__31c temperature__90c temperature__4c temperature__70c
temperature__132c temperature__129c temperature__138c temperature__91c temperature__39c temperature__14c temperature__78c temperature__145c temperature__65c temperature__24c
temperature__77c temperature__52c temperature__61c temperature__61c temperature__2c temperature__47c temperature__59c temperature__132c temperature__63c temperature__79c
temperature__74c temperature__68c temperature__28c temperature__148c temperature__106c temperature__30c temperature__90c temperature__40c temperature__85c temperature__16c
temperature__0c temperature__64c temperature__54c temperature__11c temperature__116c temperature__91c temperature__47c temperature__31c temperature__142c temperature__85c
temperature__111c temperature__120c temperature__46c temperature__52c temperature__59c temperature__64c temperature__78c temperature__7c temperature__84c temperature__0c
