Ximenia Plumcot Rambutan  Cranberry Salak Tamarind Peach Redcurrant Cherimoya Fig
SquareNumber_9801 SquareNumber_361 SquareNumber_4 SquareNumber_1156 SquareNumber_1444 SquareNumber_2704 SquareNumber_225 SquareNumber_484 SquareNumber_1521 SquareNumber_2704
temperature__56c temperature__100c temperature__16c temperature__64c temperature__90c temperature__144c temperature__33c temperature__137c temperature__136c temperature__106c
temperature__120c temperature__21c temperature__119c temperature__39c temperature__131c temperature__85c temperature__50c temperature__44c temperature__124c temperature__77c
temperature__27c temperature__5c temperature__138c temperature__130c temperature__88c temperature__39c temperature__119c temperature__47c temperature__122c temperature__145c
temperature__41c temperature__137c temperature__36c temperature__122c temperature__70c temperature__139c temperature__69c temperature__74c temperature__147c temperature__54c
temperature__91c temperature__138c temperature__90c temperature__85c temperature__17c temperature__78c temperature__78c temperature__105c temperature__12c temperature__132c
temperature__57c temperature__73c temperature__54c temperature__59c temperature__109c temperature__28c temperature__126c temperature__12c temperature__47c temperature__10c
temperature__108c temperature__23c temperature__47c temperature__111c temperature__119c temperature__0c temperature__42c temperature__64c temperature__28c temperature__144c
temperature__59c temperature__64c temperature__120c temperature__140c temperature__142c temperature__2c temperature__27c temperature__65c temperature__120c temperature__148c
temperature__4c temperature__136c temperature__111c temperature__86c temperature__108c temperature__129c temperature__10c temperature__27c temperature__63c temperature__30c
temperature__144c temperature__91c temperature__105c temperature__51c temperature__28c temperature__147c temperature__116c temperature__28c temperature__44c temperature__47c
temperature__88c temperature__95c temperature__130c temperature__40c temperature__119c temperature__14c temperature__120c temperature__10c temperature__78c temperature__87c
BinaryNumber_1001100 BinaryNumber_0000100 BinaryNumber_0101000 BinaryNumber_1011011 BinaryNumber_1010100 BinaryNumber_0000010 BinaryNumber_1011101 BinaryNumber_0111111 BinaryNumber_0010011 BinaryNumber_0110011
BinaryNumber_0011111 BinaryNumber_1010000 BinaryNumber_1010000 BinaryNumber_0111001 BinaryNumber_0100110 BinaryNumber_1000000 BinaryNumber_0100000 BinaryNumber_0010111 BinaryNumber_0111111 BinaryNumber_1000011
BinaryNumber_0000101 BinaryNumber_0111111 BinaryNumber_0111101 BinaryNumber_0000110 BinaryNumber_0101110 BinaryNumber_1000101 BinaryNumber_0011001 BinaryNumber_0101011 BinaryNumber_0110100 BinaryNumber_1100001
BinaryNumber_0010111 BinaryNumber_1000100 BinaryNumber_1010000 BinaryNumber_0110111 BinaryNumber_0001000 BinaryNumber_0010011 BinaryNumber_0000101 BinaryNumber_0001101 BinaryNumber_1000101 BinaryNumber_0001101
BinaryNumber_0110000 BinaryNumber_0100110 BinaryNumber_1000111 BinaryNumber_1000010 BinaryNumber_1001110 BinaryNumber_0011010 BinaryNumber_0011000 BinaryNumber_1000001 BinaryNumber_0011001 BinaryNumber_0010011
BinaryNumber_1000111 BinaryNumber_0011100 BinaryNumber_0000110 BinaryNumber_0111010 BinaryNumber_0101111 BinaryNumber_0000010 BinaryNumber_0100110 BinaryNumber_0000001 BinaryNumber_0001010 BinaryNumber_0111011
BinaryNumber_1001011 BinaryNumber_0110111 BinaryNumber_1011100 BinaryNumber_0011000 BinaryNumber_1011100 BinaryNumber_0101000 BinaryNumber_1000101 BinaryNumber_0011100 BinaryNumber_0101100 BinaryNumber_0011011
BinaryNumber_0001111 BinaryNumber_0100001 BinaryNumber_0100000 BinaryNumber_0111101 BinaryNumber_0101010 BinaryNumber_0000111 BinaryNumber_1000100 BinaryNumber_0010001 BinaryNumber_1100010 BinaryNumber_0100010
BinaryNumber_0001011 BinaryNumber_1001000 BinaryNumber_0011011 BinaryNumber_0001010 BinaryNumber_0000000 BinaryNumber_0000101 BinaryNumber_0010011 BinaryNumber_0100100 BinaryNumber_0001100 BinaryNumber_0011001
BinaryNumber_0010010 BinaryNumber_1100011 BinaryNumber_1010001 BinaryNumber_1100011 BinaryNumber_0111001 BinaryNumber_0101000 BinaryNumber_0110101 BinaryNumber_0000000 BinaryNumber_0010010 BinaryNumber_1010001
BinaryNumber_0000000 BinaryNumber_1000001 BinaryNumber_0110111 BinaryNumber_1000111 BinaryNumber_1011010 BinaryNumber_0010101 BinaryNumber_0100101 BinaryNumber_1010011 BinaryNumber_0001001 BinaryNumber_1001000
20:38 15:54 14:27 19:56 21:40 17:21 13:28 17:15 12:52 13:56
11:21 17:57 12:18 13:33 19:55 11:44 20:51 16:41 14:49 18:32
21:49 22:21 10:45 18:52 12:43 13:19 22:57 19:52 13:10 11:30
13:45 17:53 17:58 20:29 10:13 22:28 19:38 18:43 18:24 17:17
15:26 11:54 23:39 20:28 23:34 18:40 13:24 22:37 17:14 11:59
18:15 18:48 20:55 21:50 14:35 22:48 12:15 22:27 12:17 18:42
19:30 21:47 20:51 12:21 11:32 15:31 21:51 15:34 22:44 16:23
19:57 20:27 13:16 19:49 22:51 22:42 17:35 15:14 13:53 11:31
15:48 11:26 20:22 19:52 12:56 23:50 19:42 17:17 20:22 18:58
14:19 18:19 15:18 15:11 10:14 23:47 17:26 10:20 20:57 10:22
22:32 13:54 11:30 15:33 13:21 21:27 17:50 15:53 10:42 10:11
Ossicles Ureter Hypothalamus Teeth Nerves skeleton Ureter Outerear Lymphaticvessel skeleton
Lymphaticvessel Cerebrum Interstitium Kidneys Fallopiantubes Lungs Brain Jejunum Midbrain Clitoris
Ureter Tendons Spinalnerves Vulva Heart Lungs Liver Spleen Largeintestine Uterus
Ligaments Sensoryorgans Bone  Ligaments Joints Stomach Clitoris Tongue Retina Liver
Tongue Earlobe Uterus Spleen Lymphaticvessel Vulva Lungs Retina Interstitium Mouth
Cerebrum Innerear Kidneys Larynx Cochlea Innerear Midbrain Kidneys Vagina Thalamus
Ileum Capillaries Vagina Jejunum Analcanal Placenta Eye Tongue Lymphaticvessel Kidneys
Lymphaticvessel Liver skeleton Uterus skeleton Earlobe Esophagus skeleton Urethra Cranialnerves
Ovaries Ciliarybody Smallintestine Placenta Retina Stomach Pancreas Sensoryorgans Liver Cerebrum
Pharynx Tastebuds Ossicles Analcanal Cranialnerves Middleear Stomach Penis Pharynx Middleear
Iris Largeintestine Tastebuds Cochlea Bladder skeleton Mouth Liver Rectum Veins
