Orchid Silver Violet DarkCyan SaddleBrown LightBlue Goldenrod OliveDrab SteelBlue Beige
Bone  Tonsils Brain Tongue Scrotum Esophagus Brain Tonsils Brain Rectum
CubeNumber_103823 CubeNumber_3375 CubeNumber_74088 CubeNumber_79507 CubeNumber_21952 CubeNumber_195112 CubeNumber_512000 CubeNumber_39304 CubeNumber_175616 CubeNumber_512
CubeNumber_35937 CubeNumber_132651 CubeNumber_117649 CubeNumber_97336 CubeNumber_274625 CubeNumber_884736 CubeNumber_704969 CubeNumber_216000 CubeNumber_185193 CubeNumber_658503
CubeNumber_1000 CubeNumber_571787 CubeNumber_35937 CubeNumber_8000 CubeNumber_2744 CubeNumber_64 CubeNumber_328509 CubeNumber_1331 CubeNumber_2197 CubeNumber_941192
CubeNumber_343000 CubeNumber_6859 CubeNumber_27 CubeNumber_110592 CubeNumber_681472 CubeNumber_3375 CubeNumber_68921 CubeNumber_729000 CubeNumber_125000 CubeNumber_91125
CubeNumber_512000 CubeNumber_148877 CubeNumber_91125 CubeNumber_2197 CubeNumber_21952 CubeNumber_39304 CubeNumber_262144 CubeNumber_830584 CubeNumber_12167 CubeNumber_54872
CubeNumber_64000 CubeNumber_778688 CubeNumber_9261 CubeNumber_729 CubeNumber_438976 CubeNumber_64000 CubeNumber_6859 CubeNumber_10648 CubeNumber_79507 CubeNumber_531441
CubeNumber_343 CubeNumber_753571 CubeNumber_157464 CubeNumber_250047 CubeNumber_250047 CubeNumber_314432 CubeNumber_262144 CubeNumber_8000 CubeNumber_148877 CubeNumber_551368
CubeNumber_421875 CubeNumber_125000 CubeNumber_103823 CubeNumber_438976 CubeNumber_32768 CubeNumber_140608 CubeNumber_438976 CubeNumber_2744 CubeNumber_140608 CubeNumber_12167
CubeNumber_474552 CubeNumber_421875 CubeNumber_54872 CubeNumber_405224 CubeNumber_636056 CubeNumber_405224 CubeNumber_59319 CubeNumber_79507 CubeNumber_474552 CubeNumber_357911
CubeNumber_4096 CubeNumber_19683 CubeNumber_74088 CubeNumber_64 CubeNumber_166375 CubeNumber_421875 CubeNumber_729000 CubeNumber_79507 CubeNumber_4096 CubeNumber_405224
CubeNumber_205379 CubeNumber_729 CubeNumber_54872 CubeNumber_12167 CubeNumber_140608 CubeNumber_1000 CubeNumber_13824 CubeNumber_343 CubeNumber_35937 CubeNumber_68921
