Cantaloupe Tamarind Apple Grape Salmonberry Rambutan  Watermelon Avocado Huckleberry Mulberry
BinaryNumber_1001010 BinaryNumber_1010111 BinaryNumber_0110010 BinaryNumber_1011111 BinaryNumber_1001100 BinaryNumber_1010111 BinaryNumber_1100011 BinaryNumber_1010001 BinaryNumber_0110000 BinaryNumber_0110111
BinaryNumber_0010100 BinaryNumber_0011010 BinaryNumber_1000011 BinaryNumber_0001011 BinaryNumber_0111101 BinaryNumber_1010101 BinaryNumber_0110110 BinaryNumber_1010010 BinaryNumber_0010010 BinaryNumber_1011000
BinaryNumber_0110111 BinaryNumber_0111111 BinaryNumber_1010001 BinaryNumber_0000111 BinaryNumber_0000111 BinaryNumber_1011101 BinaryNumber_0010110 BinaryNumber_0100100 BinaryNumber_0100101 BinaryNumber_0011011
BinaryNumber_0101100 BinaryNumber_0001001 BinaryNumber_1011001 BinaryNumber_0100010 BinaryNumber_0010111 BinaryNumber_0110010 BinaryNumber_1001111 BinaryNumber_0001100 BinaryNumber_1000110 BinaryNumber_1010001
BinaryNumber_0000101 BinaryNumber_0001001 BinaryNumber_0001110 BinaryNumber_1100011 BinaryNumber_1100010 BinaryNumber_1000000 BinaryNumber_1010100 BinaryNumber_1100000 BinaryNumber_0100001 BinaryNumber_0011100
BinaryNumber_0001100 BinaryNumber_1001010 BinaryNumber_0110001 BinaryNumber_1011000 BinaryNumber_0110010 BinaryNumber_0000010 BinaryNumber_1001010 BinaryNumber_0001000 BinaryNumber_1001010 BinaryNumber_1010100
BinaryNumber_0100000 BinaryNumber_0101101 BinaryNumber_0100110 BinaryNumber_1100001 BinaryNumber_0110110 BinaryNumber_1000110 BinaryNumber_0100111 BinaryNumber_1001001 BinaryNumber_0011110 BinaryNumber_1000100
BinaryNumber_0110000 BinaryNumber_0101110 BinaryNumber_1000110 BinaryNumber_1000011 BinaryNumber_0101001 BinaryNumber_0101001 BinaryNumber_0010010 BinaryNumber_0110110 BinaryNumber_0100000 BinaryNumber_0110111
BinaryNumber_0010001 BinaryNumber_0001100 BinaryNumber_0001000 BinaryNumber_0011100 BinaryNumber_0010110 BinaryNumber_0000100 BinaryNumber_0101111 BinaryNumber_0001111 BinaryNumber_0110100 BinaryNumber_1011011
BinaryNumber_1000010 BinaryNumber_0010111 BinaryNumber_1010011 BinaryNumber_0101000 BinaryNumber_0100010 BinaryNumber_0110100 BinaryNumber_1011101 BinaryNumber_1010100 BinaryNumber_1011101 BinaryNumber_0000001
13:39 23:58 17:57 10:55 21:52 19:36 11:44 14:32 12:22 22:54
20:15 19:53 20:14 17:54 22:16 20:53 21:14 14:33 17:23 21:53
15:47 22:55 23:30 22:38 17:20 14:37 13:35 16:48 21:37 11:44
16:32 14:23 14:17 19:43 19:30 21:35 19:30 22:12 21:32 15:50
17:26 22:13 22:34 22:12 11:37 11:54 12:22 12:33 11:53 17:16
14:25 19:12 11:23 18:10 16:45 14:26 17:58 21:20 23:22 22:22
20:38 11:23 17:29 16:47 18:41 18:49 17:38 19:24 19:39 12:41
16:14 23:27 21:26 11:27 20:47 17:31 20:38 10:59 13:35 21:38
19:15 17:17 15:34 17:57 14:26 21:26 10:18 19:45 13:25 17:53
10:23 11:50 23:13 21:25 13:47 14:20 15:53 13:10 18:32 12:45
11:14 16:47 21:13 11:51 11:54 20:54 18:21 16:24 15:33 12:21
