muggings trafficking drugs brutality death police transgression mutilation homeless imprisonment
temperature__56c temperature__16c temperature__26c temperature__144c temperature__137c temperature__59c temperature__120c temperature__137c temperature__118c temperature__146c
temperature__118c temperature__139c temperature__27c temperature__34c temperature__146c temperature__50c temperature__11c temperature__63c temperature__90c temperature__50c
temperature__111c temperature__84c temperature__49c temperature__88c temperature__74c temperature__116c temperature__139c temperature__64c temperature__41c temperature__119c
temperature__33c temperature__10c temperature__49c temperature__8c temperature__2c temperature__27c temperature__3c temperature__145c temperature__30c temperature__12c
temperature__92c temperature__36c temperature__137c temperature__22c temperature__31c temperature__92c temperature__7c temperature__130c temperature__39c temperature__39c
temperature__79c temperature__42c temperature__86c temperature__91c temperature__46c temperature__142c temperature__36c temperature__41c temperature__7c temperature__68c
temperature__142c temperature__138c temperature__138c temperature__119c temperature__27c temperature__42c temperature__95c temperature__84c temperature__73c temperature__4c
BinaryNumber_0001101 BinaryNumber_1011001 BinaryNumber_0010101 BinaryNumber_0011000 BinaryNumber_0111001 BinaryNumber_1000010 BinaryNumber_1001111 BinaryNumber_0110001 BinaryNumber_0011010 BinaryNumber_0100011
BinaryNumber_0000100 BinaryNumber_1011000 BinaryNumber_0111001 BinaryNumber_1001111 BinaryNumber_0010110 BinaryNumber_1001000 BinaryNumber_0111110 BinaryNumber_0010010 BinaryNumber_0000101 BinaryNumber_0011001
BinaryNumber_0000000 BinaryNumber_0101101 BinaryNumber_1000011 BinaryNumber_1001000 BinaryNumber_0000111 BinaryNumber_0101001 BinaryNumber_1011111 BinaryNumber_0101100 BinaryNumber_1011100 BinaryNumber_1000010
BinaryNumber_0011010 BinaryNumber_0110110 BinaryNumber_0010000 BinaryNumber_1011001 BinaryNumber_0001001 BinaryNumber_0101010 BinaryNumber_0100010 BinaryNumber_0100100 BinaryNumber_0000000 BinaryNumber_0100101
BinaryNumber_0001111 BinaryNumber_1001000 BinaryNumber_0010110 BinaryNumber_0101101 BinaryNumber_0101011 BinaryNumber_1100011 BinaryNumber_0111111 BinaryNumber_1001100 BinaryNumber_1000001 BinaryNumber_1001000
BinaryNumber_0000110 BinaryNumber_0011110 BinaryNumber_0000010 BinaryNumber_0101100 BinaryNumber_0110111 BinaryNumber_1100001 BinaryNumber_0000010 BinaryNumber_0100101 BinaryNumber_0100000 BinaryNumber_0010101
BinaryNumber_1011011 BinaryNumber_1011000 BinaryNumber_1011110 BinaryNumber_0001011 BinaryNumber_1001110 BinaryNumber_0000011 BinaryNumber_0010110 BinaryNumber_0100110 BinaryNumber_1011011 BinaryNumber_0111001
BinaryNumber_1100000 BinaryNumber_1001001 BinaryNumber_1000001 BinaryNumber_0011001 BinaryNumber_0101000 BinaryNumber_0110100 BinaryNumber_0000010 BinaryNumber_0100001 BinaryNumber_1010000 BinaryNumber_0010101
BinaryNumber_0111100 BinaryNumber_1000111 BinaryNumber_0000110 BinaryNumber_1011000 BinaryNumber_0101000 BinaryNumber_0111001 BinaryNumber_0001001 BinaryNumber_1011110 BinaryNumber_0100110 BinaryNumber_1001110
BinaryNumber_0000001 BinaryNumber_1001111 BinaryNumber_0110001 BinaryNumber_1000100 BinaryNumber_1010110 BinaryNumber_0011110 BinaryNumber_0010100 BinaryNumber_0011010 BinaryNumber_1010101 BinaryNumber_1011001
BinaryNumber_0011001 BinaryNumber_1000001 BinaryNumber_0111011 BinaryNumber_1001101 BinaryNumber_1010101 BinaryNumber_0000011 BinaryNumber_0111110 BinaryNumber_0110111 BinaryNumber_0110000 BinaryNumber_0100100
CubeNumber_493039 CubeNumber_64 CubeNumber_175616 CubeNumber_941192 CubeNumber_6859 CubeNumber_373248 CubeNumber_753571 CubeNumber_250047 CubeNumber_614125 CubeNumber_8000
CubeNumber_551368 CubeNumber_636056 CubeNumber_125 CubeNumber_314432 CubeNumber_884736 CubeNumber_551368 CubeNumber_132651 CubeNumber_357911 CubeNumber_125000 CubeNumber_857375
CubeNumber_4096 CubeNumber_274625 CubeNumber_24389 CubeNumber_1331 CubeNumber_531441 CubeNumber_658503 CubeNumber_110592 CubeNumber_681472 CubeNumber_125 CubeNumber_4096
CubeNumber_226981 CubeNumber_32768 CubeNumber_357911 CubeNumber_39304 CubeNumber_614125 CubeNumber_636056 CubeNumber_10648 CubeNumber_140608 CubeNumber_103823 CubeNumber_778688
CubeNumber_343 CubeNumber_12167 CubeNumber_13824 CubeNumber_551368 CubeNumber_216 CubeNumber_753571 CubeNumber_46656 CubeNumber_551368 CubeNumber_79507 CubeNumber_8
CubeNumber_19683 CubeNumber_9261 CubeNumber_74088 CubeNumber_1728 CubeNumber_132651 CubeNumber_46656 CubeNumber_1331 CubeNumber_110592 CubeNumber_226981 CubeNumber_830584
CubeNumber_357911 CubeNumber_157464 CubeNumber_79507 CubeNumber_140608 CubeNumber_912673 CubeNumber_110592 CubeNumber_4913 CubeNumber_830584 CubeNumber_274625 CubeNumber_6859
CubeNumber_2197 CubeNumber_125 CubeNumber_456533 CubeNumber_110592 CubeNumber_438976 CubeNumber_857375 CubeNumber_592704 CubeNumber_21952 CubeNumber_300763 CubeNumber_753571
CubeNumber_729000 CubeNumber_830584 CubeNumber_54872 CubeNumber_110592 CubeNumber_704969 CubeNumber_2197 CubeNumber_571787 CubeNumber_24389 CubeNumber_421875 CubeNumber_27000
CubeNumber_10648 CubeNumber_571787 CubeNumber_592704 CubeNumber_64 CubeNumber_19683 CubeNumber_804357 CubeNumber_157464 CubeNumber_3375 CubeNumber_830584 CubeNumber_64
CubeNumber_216 CubeNumber_79507 CubeNumber_753571 CubeNumber_389017 CubeNumber_1000 CubeNumber_205379 CubeNumber_884736 CubeNumber_592704 CubeNumber_778688 CubeNumber_1331
animal meat meat sushi vegetable nutrition beef cooking meal rice
vegetable animal edible soup nourishment edible pasta plant nutrition soup
eat seafood chicken meat seafood drinks beef meat chicken nutrient
cooking cooking beef eat sushi meat nutrient eat cheese nutrition
sushi soup eat edible restaurant cheese chicken drinks cheese fruit
beef seafood vegetable provender cooking meal chicken sushi beef victuals
nutrient meal pasta eat cheese meal soup chicken cooking meat
fruit chicken seafood beef meat provender fruit plant soup eat
edible cheese cereal nutrient chicken restaurant vegetable cooking nutrition beef
soup meals cereal cooking soup provender meal nutrient sushi vegetable
edible animal nutrition victuals cheese chicken vegetable soup restaurant edible
blue lonely super lonely thoughtful wicked gorgeous concerned thankful defeated
fair unsightly awful colorful happy embarrassed vast precious anxious tired
enthusiastic obedient vivacious angry clean wild upset poor funny busy
tasty weary average aggressive defeated rich cute cute delightful stormy
tame graceful smiling blue-eyed homely evil rich envious spotless confused
concerned lucky obnoxious excited outrageous bloody glamorous energetic old-fashioned enchanting
embarrassed scary smoggy lovely tense hurt uptight busy horrible worried
dark lonely fair worrisome thankful cheerful gifted stormy naughty defeated
bad envious poised thoughtless important jealous charming busy doubtful black
tender eager repulsive annoying nutty gifted homely stormy brainy angry
poor condemned disturbed nasty nasty helpful ill average outrageous muddy
SquareNumber_2809 SquareNumber_1296 SquareNumber_2304 SquareNumber_8464 SquareNumber_7744 SquareNumber_81 SquareNumber_5776 SquareNumber_8836 SquareNumber_1369 SquareNumber_8836
SquareNumber_9604 SquareNumber_49 SquareNumber_400 SquareNumber_625 SquareNumber_2704 SquareNumber_3364 SquareNumber_5329 SquareNumber_7569 SquareNumber_2601 SquareNumber_1225
SquareNumber_256 SquareNumber_1600 SquareNumber_576 SquareNumber_8464 SquareNumber_121 SquareNumber_5929 SquareNumber_9 SquareNumber_1089 SquareNumber_25 SquareNumber_676
SquareNumber_1225 SquareNumber_10000 SquareNumber_1764 SquareNumber_5041 SquareNumber_3844 SquareNumber_9025 SquareNumber_256 SquareNumber_676 SquareNumber_1681 SquareNumber_1369
SquareNumber_2304 SquareNumber_256 SquareNumber_2116 SquareNumber_8100 SquareNumber_64 SquareNumber_7396 SquareNumber_1764 SquareNumber_9801 SquareNumber_25 SquareNumber_1936
SquareNumber_2809 SquareNumber_225 SquareNumber_7396 SquareNumber_16 SquareNumber_196 SquareNumber_4356 SquareNumber_9604 SquareNumber_2809 SquareNumber_1681 SquareNumber_9216
SquareNumber_10000 SquareNumber_841 SquareNumber_100 SquareNumber_3481 SquareNumber_361 SquareNumber_121 SquareNumber_4225 SquareNumber_1024 SquareNumber_1024 SquareNumber_9801
SquareNumber_3721 SquareNumber_2209 SquareNumber_1936 SquareNumber_400 SquareNumber_1444 SquareNumber_3600 SquareNumber_5476 SquareNumber_64 SquareNumber_4356 SquareNumber_9216
SquareNumber_25 SquareNumber_9 SquareNumber_1849 SquareNumber_5476 SquareNumber_8836 SquareNumber_324 SquareNumber_3600 SquareNumber_2304 SquareNumber_2025 SquareNumber_676
SquareNumber_3721 SquareNumber_5041 SquareNumber_6724 SquareNumber_9 SquareNumber_5776 SquareNumber_1089 SquareNumber_4761 SquareNumber_5329 SquareNumber_5041 SquareNumber_1764
SquareNumber_9025 SquareNumber_1089 SquareNumber_8649 SquareNumber_1225 SquareNumber_5041 SquareNumber_1764 SquareNumber_1849 SquareNumber_7744 SquareNumber_5476 SquareNumber_9801
