metazoan workanimal deer zoo exoticanimals pigs rabbit raccoon porifera reptile
important unsightly tired cloudy cloudy nasty hilarious eager careful inexpensive
pleasant tender magnificent zealous crowded brainy helpful blue proud grumpy
silly graceful relieved fine awful healthy important obedient shiny perfect
thoughtless lovely zealous wrong stormy nervous fair clean successful uptight
grieving enchanting black curious unsightly innocent exuberant busy tough fancy
inexpensive expensive dull naughty unusual angry clear exuberant faithful jealous
smoggy thoughtless innocent fine filthy hilarious dull dull annoyed difficult
embarrassed inexpensive excited distinct old-fashioned difficult condemned victorious healthy awful
cooperative dark cute ugly breakable real comfortable hilarious bad gifted
light fantastic cheerful nice busy breakable wicked smoggy zealous disgusted
nutty hurt defiant calm stormy silly disturbed thankful ugly ill
