psychological jurisdiction punishment justice hijack investigation arrest smuggle homicide imprisonment
BinaryNumber_0001000 BinaryNumber_0111101 BinaryNumber_1001011 BinaryNumber_1000100 BinaryNumber_0010110 BinaryNumber_0000111 BinaryNumber_0010001 BinaryNumber_0111111 BinaryNumber_1010111 BinaryNumber_0110000
BinaryNumber_0101010 BinaryNumber_1011010 BinaryNumber_1010000 BinaryNumber_1000111 BinaryNumber_0001101 BinaryNumber_1000100 BinaryNumber_0101001 BinaryNumber_0001111 BinaryNumber_1000010 BinaryNumber_0001011
BinaryNumber_1010101 BinaryNumber_0000001 BinaryNumber_1010110 BinaryNumber_0110000 BinaryNumber_0001111 BinaryNumber_0010010 BinaryNumber_0000010 BinaryNumber_0110111 BinaryNumber_0101101 BinaryNumber_1010111
BinaryNumber_1011101 BinaryNumber_0000100 BinaryNumber_0011110 BinaryNumber_0100001 BinaryNumber_1001110 BinaryNumber_1010100 BinaryNumber_0110001 BinaryNumber_1001001 BinaryNumber_0000101 BinaryNumber_1010000
BinaryNumber_1011011 BinaryNumber_0111100 BinaryNumber_0001001 BinaryNumber_0100111 BinaryNumber_0110001 BinaryNumber_0100110 BinaryNumber_0111010 BinaryNumber_1000110 BinaryNumber_0101110 BinaryNumber_0111000
BinaryNumber_0100100 BinaryNumber_0100001 BinaryNumber_0101010 BinaryNumber_0000100 BinaryNumber_1010111 BinaryNumber_1011000 BinaryNumber_0010000 BinaryNumber_0100000 BinaryNumber_0100000 BinaryNumber_0110011
BinaryNumber_1000101 BinaryNumber_1000101 BinaryNumber_1000000 BinaryNumber_1000001 BinaryNumber_1001110 BinaryNumber_0001001 BinaryNumber_0000100 BinaryNumber_0000011 BinaryNumber_0111110 BinaryNumber_1000110
BinaryNumber_1000001 BinaryNumber_0011100 BinaryNumber_1011011 BinaryNumber_1001010 BinaryNumber_1011000 BinaryNumber_0001100 BinaryNumber_1000111 BinaryNumber_0110000 BinaryNumber_1011101 BinaryNumber_1000101
unsightly hungry nervous impossible cute super brave lonely joyous helpful
hurt ill super colorful annoyed tame defiant tired powerful glamorous
super vivacious dangerous gorgeous crowded crazy mushy curious thankful quaint
wide-eyed colorful selfish expensive tough sparkling handsome fantastic silly plain
confused alert wrong hurt adorable delightful grieving energetic sore gifted
joyous crazy beautiful angry lucky bored awful thoughtful frightened motionless
crowded ill fine inexpensive uptight innocent careful selfish hilarious bored
inquisitive clumsy cute fantastic plain proud unsightly dark homely different
blue dizzy breakable pleasant perfect itchy confused cautious poor lazy
creepy unsightly putrid adorable vast zealous poised busy vast prickly
attractive wandering scary bewildered encouraging average depressed glorious courageous plain
14:17 15:28 17:20 12:59 23:10 19:26 10:53 16:22 23:13 12:51
12:58 11:23 12:11 21:22 21:46 14:57 14:19 16:20 10:47 15:43
16:32 16:34 22:25 18:59 23:42 23:44 10:39 19:22 16:50 13:12
20:33 20:51 15:19 14:52 20:17 11:49 15:42 23:45 19:17 23:56
14:30 12:45 11:58 19:15 20:31 11:11 19:19 13:17 20:27 15:33
22:12 19:48 22:57 20:20 15:44 22:43 23:37 21:17 13:40 14:26
12:24 23:43 22:13 12:59 20:22 10:17 11:12 11:25 11:24 17:34
19:30 15:15 14:16 15:20 11:48 20:38 23:20 13:10 22:42 14:55
18:28 19:25 19:19 22:14 11:43 20:43 22:25 20:32 23:32 19:28
14:48 14:38 21:37 17:30 23:11 23:35 10:28 15:55 22:21 12:30
12:53 15:41 13:25 17:27 16:53 20:53 17:53 17:43 12:54 21:14
provender vegetable meat drinks fruits vegetables meals chicken nutrition drinks milk
seafood soup meat nourishment milk sushi vegetable restaurant cereal edible
vegetable soup sushi plant cooking restaurant rice victuals nutrition cheese
meals chicken rice nourishment vegetable milk drinks vegetable sushi nourishment
nutrient meat fruits vegetables cooking plant meal cereal animal drinks nutrition
pasta beef sushi eat seafood provender meat meat nutrition restaurant
victuals provender rice cheese soup soup cooking drinks plant seafood
cooking nutrient edible cereal provender restaurant animal provender provender nutrient
animal vegetable cheese soup beef eat cooking nutrient pasta meals
meals edible meal nourishment vegetable pasta nutrient cooking beef eat
provender animal cooking pasta victuals edible eat plant cheese soup
