LightGoldenrod LightPink DarkSalmon LightGreen Honeydew MediumSlateBlue White LightCyan SandyBrown AliceBlue
18:34 19:40 12:52 10:59 10:22 20:22 18:24 15:18 11:29 10:37
18:40 12:20 20:48 12:27 16:26 11:47 13:46 11:48 14:25 15:52
concerned crowded comfortable joyous charming fancy bored homeless cooperative nervous
exuberant grumpy gorgeous sparkling quaint dark adventurous proud dark open
adorable thoughtful drab hilarious fancy unusual drab outstanding jealous magnificent
condemned grotesque shiny bad crazy real jealous friendly silly rich
worried glorious grumpy witty black terrible wide-eyed gorgeous outstanding energetic
brave silly nervous friendly hilarious stormy good lonely confused sleepy
elegant concerned expensive helpful helpful shiny grumpy wicked kind blue-eyed
wild grieving bored delightful expensive comfortable victorious grumpy odd modern
colorful enthusiastic cooperative zany hurt powerful naughty graceful mushy fierce
blue ugly kind upset amused long old-fashioned outrageous cheerful adorable
old-fashioned colorful friendly cloudy repulsive quaint tired angry eager good
eat chicken drinks meat eat fruit eat beef seafood pasta
provender nutrition fruits vegetables milk cereal cereal fruit pasta sushi cereal
eat seafood sushi animal seafood seafood vegetable milk edible meat
cereal plant beef provender eat beef pasta victuals pasta drinks
milk restaurant beef fruit animal seafood drinks vegetable chicken sushi
seafood fruits vegetables cooking cereal beef victuals cooking cheese meat animal
vegetable pasta cooking nutrition seafood beef seafood animal vegetable fruit
provender cheese vegetable pasta vegetable vegetable nutrient nourishment nutrient cooking
sushi pasta rice milk meal animal milk meal vegetable nutrient
chicken cheese fruit fruits vegetables chicken nourishment soup victuals victuals victuals
drinks fruit vegetable meal seafood soup beef nutrition soup soup
BinaryNumber_0011011 BinaryNumber_0100001 BinaryNumber_1011101 BinaryNumber_0100011 BinaryNumber_1011100 BinaryNumber_0100101 BinaryNumber_0001111 BinaryNumber_1100000 BinaryNumber_0011110 BinaryNumber_1000110
BinaryNumber_1000101 BinaryNumber_1000010 BinaryNumber_0001010 BinaryNumber_0111111 BinaryNumber_1010011 BinaryNumber_0011100 BinaryNumber_1010101 BinaryNumber_0001100 BinaryNumber_1011011 BinaryNumber_0101111
BinaryNumber_0110101 BinaryNumber_0010001 BinaryNumber_0010111 BinaryNumber_0100111 BinaryNumber_1000100 BinaryNumber_0111010 BinaryNumber_0011101 BinaryNumber_0111101 BinaryNumber_0101101 BinaryNumber_1100011
BinaryNumber_0111110 BinaryNumber_1011101 BinaryNumber_1001011 BinaryNumber_0110010 BinaryNumber_1001101 BinaryNumber_0110011 BinaryNumber_0000111 BinaryNumber_0100010 BinaryNumber_0010010 BinaryNumber_0111010
BinaryNumber_1000100 BinaryNumber_0001111 BinaryNumber_1010010 BinaryNumber_0101001 BinaryNumber_0101101 BinaryNumber_0110100 BinaryNumber_1100000 BinaryNumber_0011010 BinaryNumber_0000011 BinaryNumber_0110111
BinaryNumber_0011000 BinaryNumber_1011111 BinaryNumber_1000111 BinaryNumber_1011011 BinaryNumber_0111000 BinaryNumber_0111111 BinaryNumber_1011010 BinaryNumber_0100110 BinaryNumber_0110000 BinaryNumber_1000101
BinaryNumber_0010011 BinaryNumber_0101101 BinaryNumber_0011110 BinaryNumber_1000111 BinaryNumber_0010001 BinaryNumber_1010101 BinaryNumber_0100001 BinaryNumber_0111001 BinaryNumber_1000010 BinaryNumber_0011111
BinaryNumber_0010010 BinaryNumber_1010111 BinaryNumber_0101011 BinaryNumber_0010100 BinaryNumber_1010001 BinaryNumber_1001101 BinaryNumber_1100001 BinaryNumber_1001110 BinaryNumber_0011101 BinaryNumber_1000101
BinaryNumber_0100010 BinaryNumber_1010101 BinaryNumber_1001010 BinaryNumber_0011110 BinaryNumber_0110100 BinaryNumber_0011101 BinaryNumber_1000101 BinaryNumber_1100011 BinaryNumber_1011011 BinaryNumber_1000110
BinaryNumber_1011101 BinaryNumber_0110010 BinaryNumber_0010110 BinaryNumber_0011001 BinaryNumber_0001001 BinaryNumber_0001010 BinaryNumber_0101000 BinaryNumber_0100011 BinaryNumber_0000010 BinaryNumber_1011011
BinaryNumber_0110011 BinaryNumber_1100000 BinaryNumber_1011111 BinaryNumber_0011000 BinaryNumber_1010001 BinaryNumber_0010110 BinaryNumber_0010110 BinaryNumber_1100001 BinaryNumber_1011001 BinaryNumber_1100001
