Date Blackcurrant Mango Sapodilla Jujube Avocado Salak Kiwano Grape Banana
BinaryNumber_1010011 BinaryNumber_0000001 BinaryNumber_0100110 BinaryNumber_1000001 BinaryNumber_0010111 BinaryNumber_0110111 BinaryNumber_0001001 BinaryNumber_0010111 BinaryNumber_0000010 BinaryNumber_0100110
BinaryNumber_1100001 BinaryNumber_1010110 BinaryNumber_1011000 BinaryNumber_0111000 BinaryNumber_1010001 BinaryNumber_0000111 BinaryNumber_0100010 BinaryNumber_0111101 BinaryNumber_0100101 BinaryNumber_0010011
Bone  Tongue Mesentery Innerear Mesentery Tonsils Cervix Joints Tendons Brain
Ossicles Earlobe Kidneys Mesentery Pons Clitoris Hypothalamus Smallintestine Smallintestine Midbrain
Retina Mesentery Interstitium Urethra Midbrain Vulva Thalamus Eardrum Joints Tongue
Iris Stomach Lungs Duodenum Thalamus Cranialnerves Brain Cerebrum Pharynx Analcanal
Ileum Veins Pharynx Lymphaticvessel Sensoryorgans Eye Pancreas Placenta Gallbladder Tongue
Lens Vagina Scrotum Ovaries Nerves Duodenum Pons Fallopiantubes Pancreas Cerebellum
Ear Pons Retina Clitoris Pons Hypothalamus Ganglia Cranialnerves Largeintestine Cranialnerves
Fallopiantubes Cerebrum Larynx Ureter Thymus Pons Outerear Trachea Ear Vagina
Tongue Tongue Thymus Rectum Vagina Nerves Earlobe Tastebuds Innerear Lips
Midbrain Iris Interstitium Tastebuds Spinalnerves Pharynx Pharynx Mesentery Stomach Capillaries
Tonsils Rectum Retina Esophagus Heart Duodenum Tendons Smallintestine Capillaries Clitoris
DarkSlateBlue Olive LightSlateGray RosyBrown Tomato SaddleBrown DarkViolet AliceBlue LightGoldenrodYellow LawnGreen
VioletRed MediumSeaGreen DarkSlateBlue DarkBlue Fuchsia Sienna MediumPurple PaleTurquoise MistyRose Silver
BlanchedAlmond Maroon DarkOrange DarkBlue DarkFuchsia Olive PaleVioletRed SlateBlue DarkSalmon SkyBlue
MediumAquamarine Khaki MidnightBlue LightSalmon LightSalmon BlanchedAlmond Purple ForestGreen LightCoral LavenderBlush
Wheat LightGoldenrodYellow Khaki Moccasin Navy Maroon DarkGray LightBlue Tan Olive
LightCoral Chocolate PapayaWhip Fuchsia IndianRed LightGoldenrodYellow Orange SandyBrown Chartreuse Bisque
SaddleBrown Azure BlanchedAlmond LightYellow Tomato Purple MediumSpringGreen Plum LightGray MediumAquamarine
Ivory DarkOrchid LightSalmon Lime Feldspar LavenderBlush BlueViolet BlueViolet Sienna FloralWhite
Red ForestGreen Coral LimeGreen Coral LightBlue DarkKhaki DarkSeaGreen PaleVioletRed Olive
OliveDrab SaddleBrown PowderBlue Beige Peru Goldenrod DodgerBlue Peru DarkSalmon PeachPuff
MistyRose SlateGray Peru LimeGreen Feldspar LightSteelBlue LightGray LightSlateBlue Turquoise Ivory
