LemonChiffon LightPink CadetBlue RosyBrown VioletRed MediumPurple Teal DarkSlateGray PapayaWhip HotPink
Largeintestine Largeintestine Bone  Eye Ciliarybody Stomach Interstitium Muscle Stomach Penis
Bone  Duodenum Gallbladder Midbrain Brain Thalamus Liver Tongue Gallbladder Uterus
Cerebrum Nerves Pharynx Brain Ileum Ossicles Heart Outerear Ureter Clitoris
Rectum Brain Mouth Cerebrum Mouth Teeth Innerear Duodenum Capillaries Cerebrum
Hypothalamus Heart Smallintestine Smallintestine Lips Joints Pharynx Smallintestine Retina Kidneys
Cranialnerves Kidneys Cecum Ureter Ciliarybody Esophagus Lens Ossicles Thymus Sensoryorgans
Sensoryorgans Ganglia Cerebellum Cecum Thalamus Joints Analcanal Clitoris Arteries Bladder
Mouth Sensoryorgans Ileum Stomach Uterus Pharynx Sensoryorgans Interstitium Bone  Duodenum
temperature__71c temperature__86c temperature__8c temperature__119c temperature__111c temperature__79c temperature__120c temperature__112c temperature__116c temperature__82c
temperature__95c temperature__31c temperature__14c temperature__40c temperature__77c temperature__14c temperature__73c temperature__33c temperature__74c temperature__148c
temperature__16c temperature__146c temperature__56c temperature__118c temperature__90c temperature__5c temperature__69c temperature__51c temperature__148c temperature__138c
temperature__6c temperature__35c temperature__90c temperature__129c temperature__59c temperature__145c temperature__108c temperature__64c temperature__53c temperature__100c
temperature__73c temperature__5c temperature__131c temperature__119c temperature__35c temperature__49c temperature__34c temperature__50c temperature__87c temperature__137c
temperature__35c temperature__120c temperature__139c temperature__5c temperature__90c temperature__142c temperature__49c temperature__31c temperature__130c temperature__122c
temperature__3c temperature__71c temperature__87c temperature__50c temperature__86c temperature__136c temperature__61c temperature__36c temperature__7c temperature__142c
temperature__47c temperature__90c temperature__90c temperature__57c temperature__42c temperature__130c temperature__31c temperature__91c temperature__56c temperature__12c
temperature__42c temperature__77c temperature__82c temperature__120c temperature__84c temperature__4c temperature__109c temperature__98c temperature__69c temperature__130c
temperature__106c temperature__27c temperature__141c temperature__65c temperature__33c temperature__54c temperature__22c temperature__49c temperature__58c temperature__3c
temperature__145c temperature__69c temperature__22c temperature__44c temperature__54c temperature__119c temperature__85c temperature__140c temperature__33c temperature__68c
