Cerebellum Larynx Brain Bladder Ossicles Midbrain Bronchi Lungs Teeth Innerear
android tablet device escapekey device abacus analogcomputer mechanicalcomputer programming computercircuit
desktop digitalcommunication visualdisplayunit keyboard personalcomputer bit turingmachine computercide visualdisplayunit internet
computerprogram software imac electrical internet expansionslot laptopcomputer homecomputer tablet computerhardware
computerscience transistor abacus social pc microprocessor digitalcommunication computerscience homecomputer laptop
DarkOrange PaleTurquoise GhostWhite Coral PaleTurquoise Cornsilk SkyBlue DarkOrange Brown Purple
Black SandyBrown MediumAquamarine DimGray Cornsilk HotPink NavajoWhite Firebrick DarkKhaki Cyan
LightGreen OliveDrab DarkKhaki MintCream DarkKhaki Purple DarkGoldenrod CadetBlue OliveDrab AliceBlue
DarkBlue PowderBlue PapayaWhip GreenYellow Seashell OldLace Brown Lime PeachPuff Silver
Orchid Yellow LightSlateBlue MediumOrchid LightGray Crimson OrangeRed DarkGreen MediumOrchid PapayaWhip
PowderBlue AliceBlue DeepSkyBlue PapayaWhip PaleTurquoise Indigo DarkCyan LightBlue Tan LightSlateGray
Turquoise DarkTurquoise Cyan SeaGreen Orchid LightSlateGray LavenderBlush Pink Gainsboro LightSeaGreen
MediumSeaGreen Turquoise SaddleBrown Crimson BlueViolet Gold CornflowerBlue LemonChiffon LightSlateGray Tomato
ForestGreen DeepSkyBlue PowderBlue Azure DarkFuchsia SteelBlue MidnightBlue Moccasin LightGoldenrodYellow Gray
Aquamarine Pink DarkFuchsia Violet Plum Red DarkGreen GhostWhite Salmon Moccasin
MediumSeaGreen Brown LimeGreen Tomato AntiqueWhite Salmon SandyBrown DarkRed GreenYellow LightCoral
