RoyalBlue Peru LightBlue LawnGreen Navy Olive Brown MediumPurple MediumVioletRed Purple
BinaryNumber_0011010 BinaryNumber_0011110 BinaryNumber_0010100 BinaryNumber_0000000 BinaryNumber_0001111 BinaryNumber_1010010 BinaryNumber_0111111 BinaryNumber_1000010 BinaryNumber_0000101 BinaryNumber_0110111
BinaryNumber_0101110 BinaryNumber_0101010 BinaryNumber_0110101 BinaryNumber_1000101 BinaryNumber_0011010 BinaryNumber_1001011 BinaryNumber_0110110 BinaryNumber_1000110 BinaryNumber_1010101 BinaryNumber_0101010
BinaryNumber_0000101 BinaryNumber_0110001 BinaryNumber_1011010 BinaryNumber_1010100 BinaryNumber_1001011 BinaryNumber_0001010 BinaryNumber_0101110 BinaryNumber_0101001 BinaryNumber_1000110 BinaryNumber_1010001
BinaryNumber_0010111 BinaryNumber_0111110 BinaryNumber_0101100 BinaryNumber_1011100 BinaryNumber_0111100 BinaryNumber_0011001 BinaryNumber_1001100 BinaryNumber_0011010 BinaryNumber_1011110 BinaryNumber_0011010
temperature__70c temperature__90c temperature__34c temperature__31c temperature__129c temperature__85c temperature__53c temperature__79c temperature__46c temperature__147c
temperature__137c temperature__59c temperature__54c temperature__141c temperature__58c temperature__41c temperature__47c temperature__146c temperature__64c temperature__118c
temperature__57c temperature__79c temperature__58c temperature__71c temperature__85c temperature__129c temperature__63c temperature__3c temperature__33c temperature__123c
temperature__73c temperature__93c temperature__4c temperature__124c temperature__84c temperature__11c temperature__79c temperature__5c temperature__126c temperature__0c
temperature__4c temperature__100c temperature__136c temperature__109c temperature__35c temperature__98c temperature__79c temperature__58c temperature__95c temperature__42c
temperature__78c temperature__78c temperature__70c temperature__51c temperature__86c temperature__73c temperature__35c temperature__70c temperature__12c temperature__142c
temperature__54c temperature__118c temperature__59c temperature__77c temperature__39c temperature__147c temperature__93c temperature__40c temperature__59c temperature__53c
temperature__116c temperature__8c temperature__138c temperature__47c temperature__111c temperature__129c temperature__74c temperature__51c temperature__64c temperature__145c
temperature__52c temperature__14c temperature__105c temperature__4c temperature__108c temperature__17c temperature__142c temperature__146c temperature__74c temperature__106c
temperature__146c temperature__56c temperature__49c temperature__116c temperature__50c temperature__136c temperature__61c temperature__78c temperature__31c temperature__14c
temperature__141c temperature__140c temperature__64c temperature__131c temperature__30c temperature__100c temperature__0c temperature__108c temperature__30c temperature__6c
beleaguer tainted coterie infringement regime recrimination deny illegal feud tycoon
solicit recrimination denigrate manipulate hypocrisy proxy prestidigitation parry scandal corruption
rebut illegal laconic persecution feud proxy rebut allegation subterfuge resignation
endorsement blame influence anonymity benefit deficit unsavory integrity demagogue saga
extortion persecution saga resignation claim sloth unethical proxy coterie empire
empire deficit blame deception collaboration obscure deception saga expose anonymity
regime dictatorship incident subterfuge proxy deficit malfeasance allegation recrimination regime
debacle debacle rebut defamation impunity anonymity impunity tainted scapegoat persecution
patronage fray privilege alliance blame bamboozle infringement blame manipulate laconic
tarnish saga incident hypocrisy influence subterfuge extortion dictatorship resignation retaliation
unjust deny claim embezzlement engagement feud defamation bamboozle prestidigitation temptation
