Orchid PaleTurquoise OldLace MediumVioletRed DarkSalmon Gainsboro MediumTurquoise MediumBlue MistyRose Navy
CubeNumber_512000 CubeNumber_4913 CubeNumber_328509 CubeNumber_2744 CubeNumber_42875 CubeNumber_17576 CubeNumber_226981 CubeNumber_729 CubeNumber_614125 CubeNumber_8000
CubeNumber_314432 CubeNumber_15625 CubeNumber_830584 CubeNumber_29791 CubeNumber_216000 CubeNumber_729 CubeNumber_6859 CubeNumber_493039 CubeNumber_238328 CubeNumber_314432
CubeNumber_15625 CubeNumber_68921 CubeNumber_132651 CubeNumber_493039 CubeNumber_46656 CubeNumber_421875 CubeNumber_35937 CubeNumber_226981 CubeNumber_46656 CubeNumber_592704
CubeNumber_64 CubeNumber_238328 CubeNumber_571787 CubeNumber_389017 CubeNumber_166375 CubeNumber_54872 CubeNumber_571787 CubeNumber_373248 CubeNumber_343 CubeNumber_117649
CubeNumber_512000 CubeNumber_6859 CubeNumber_941192 CubeNumber_17576 CubeNumber_389017 CubeNumber_97336 CubeNumber_592704 CubeNumber_262144 CubeNumber_474552 CubeNumber_493039
CubeNumber_238328 CubeNumber_373248 CubeNumber_804357 CubeNumber_185193 CubeNumber_6859 CubeNumber_64000 CubeNumber_185193 CubeNumber_64 CubeNumber_27 CubeNumber_9261
CubeNumber_1331 CubeNumber_804357 CubeNumber_421875 CubeNumber_9261 CubeNumber_103823 CubeNumber_166375 CubeNumber_8000 CubeNumber_54872 CubeNumber_15625 CubeNumber_27000
CubeNumber_185193 CubeNumber_405224 CubeNumber_8 CubeNumber_97336 CubeNumber_97336 CubeNumber_91125 CubeNumber_39304 CubeNumber_729000 CubeNumber_912673 CubeNumber_274625
CubeNumber_13824 CubeNumber_15625 CubeNumber_54872 CubeNumber_704969 CubeNumber_531441 CubeNumber_4913 CubeNumber_474552 CubeNumber_10648 CubeNumber_103823 CubeNumber_17576
CubeNumber_804357 CubeNumber_117649 CubeNumber_300763 CubeNumber_205379 CubeNumber_571787 CubeNumber_405224 CubeNumber_636056 CubeNumber_314432 CubeNumber_912673 CubeNumber_12167
BinaryNumber_0000111 BinaryNumber_1011100 BinaryNumber_1000110 BinaryNumber_1011001 BinaryNumber_1011100 BinaryNumber_0011011 BinaryNumber_1011000 BinaryNumber_1000100 BinaryNumber_0110101 BinaryNumber_0010110
BinaryNumber_1000110 BinaryNumber_1001001 BinaryNumber_0110011 BinaryNumber_1000001 BinaryNumber_0110101 BinaryNumber_0111010 BinaryNumber_0110010 BinaryNumber_0111100 BinaryNumber_1001111 BinaryNumber_0010011
BinaryNumber_1011101 BinaryNumber_0010001 BinaryNumber_0010100 BinaryNumber_0110011 BinaryNumber_0110011 BinaryNumber_0001101 BinaryNumber_1100000 BinaryNumber_0100011 BinaryNumber_0101111 BinaryNumber_0011101
BinaryNumber_0101100 BinaryNumber_1001111 BinaryNumber_0011111 BinaryNumber_0110110 BinaryNumber_1011111 BinaryNumber_1000010 BinaryNumber_0011001 BinaryNumber_1100010 BinaryNumber_0100101 BinaryNumber_0110101
BinaryNumber_0000111 BinaryNumber_0111110 BinaryNumber_0111011 BinaryNumber_0100100 BinaryNumber_0111010 BinaryNumber_0111101 BinaryNumber_1001010 BinaryNumber_1100001 BinaryNumber_0011001 BinaryNumber_0011010
BinaryNumber_0000001 BinaryNumber_0011001 BinaryNumber_0111011 BinaryNumber_1100001 BinaryNumber_0010000 BinaryNumber_0101001 BinaryNumber_0100101 BinaryNumber_0101101 BinaryNumber_1000111 BinaryNumber_0010100
BinaryNumber_1011100 BinaryNumber_1001010 BinaryNumber_0100001 BinaryNumber_1001101 BinaryNumber_0101110 BinaryNumber_0111001 BinaryNumber_0011001 BinaryNumber_0010111 BinaryNumber_1010111 BinaryNumber_1001101
BinaryNumber_0111010 BinaryNumber_0000111 BinaryNumber_1001111 BinaryNumber_1000001 BinaryNumber_0111111 BinaryNumber_1000010 BinaryNumber_0100010 BinaryNumber_0001101 BinaryNumber_1000110 BinaryNumber_0011011
BinaryNumber_1011000 BinaryNumber_1011001 BinaryNumber_1011000 BinaryNumber_0100111 BinaryNumber_1000010 BinaryNumber_1100011 BinaryNumber_1000101 BinaryNumber_0100000 BinaryNumber_1001100 BinaryNumber_1010001
BinaryNumber_0000000 BinaryNumber_1011111 BinaryNumber_1011111 BinaryNumber_0110111 BinaryNumber_1010010 BinaryNumber_0111001 BinaryNumber_0000010 BinaryNumber_0101110 BinaryNumber_1010011 BinaryNumber_1001000
BinaryNumber_0100001 BinaryNumber_0110101 BinaryNumber_1000101 BinaryNumber_1001101 BinaryNumber_0010101 BinaryNumber_1000111 BinaryNumber_0011000 BinaryNumber_0011001 BinaryNumber_0010010 BinaryNumber_1000110
temperature__90c temperature__118c temperature__77c temperature__132c temperature__82c temperature__85c temperature__136c temperature__2c temperature__87c temperature__52c
temperature__84c temperature__8c temperature__53c temperature__41c temperature__126c temperature__23c temperature__144c temperature__120c temperature__111c temperature__8c
temperature__27c temperature__31c temperature__59c temperature__49c temperature__36c temperature__22c temperature__123c temperature__27c temperature__53c temperature__63c
temperature__12c temperature__7c temperature__10c temperature__131c temperature__65c temperature__41c temperature__78c temperature__53c temperature__58c temperature__100c
temperature__53c temperature__109c temperature__8c temperature__65c temperature__112c temperature__93c temperature__14c temperature__70c temperature__84c temperature__28c
temperature__145c temperature__10c temperature__123c temperature__71c temperature__4c temperature__63c temperature__79c temperature__111c temperature__111c temperature__90c
temperature__111c temperature__109c temperature__92c temperature__145c temperature__44c temperature__57c temperature__10c temperature__145c temperature__136c temperature__2c
temperature__88c temperature__111c temperature__108c temperature__132c temperature__49c temperature__52c temperature__137c temperature__70c temperature__11c temperature__46c
temperature__79c temperature__148c temperature__46c temperature__136c temperature__85c temperature__46c temperature__34c temperature__85c temperature__53c temperature__17c
temperature__4c temperature__79c temperature__42c temperature__84c temperature__87c temperature__6c temperature__91c temperature__69c temperature__46c temperature__47c
temperature__50c temperature__3c temperature__138c temperature__106c temperature__106c temperature__92c temperature__7c temperature__36c temperature__136c temperature__7c
fugue chaconne tempo concert symphonic party talking guitar musicians violoncello
blues clarinet monophony tabs concert interlude film film intonation texture
hymn concert work sound sforzando lights talk trumpet instrumentals release
conducting composer concerts theatre ska songs festival art ragtime saxophone
singers clapping symphony melody theatre folk singers atmosphere tempo atonality
podcast mp3s vibe harmonize instrumental noises popular music violin violoncello symphony
maps films harmony films classical club voice theatre lute tuning
electronica voice score violin solmizate works art music phone intonation voice
harmony pizzicato saxophone bass paleolithic soul artists bugle percussion tuning
rock bluegrass reharmonize conduct creative dynamics banjo triple-tongue artists double bass
work sforzando lute drum modulate sforzando trio karaoke lyric jazzfunk
11:22 18:19 19:49 15:21 12:48 14:31 18:17 13:50 10:18 18:10
20:57 17:10 15:33 10:22 22:27 21:23 11:55 11:45 19:28 15:25
13:46 17:14 12:42 17:37 14:46 20:22 14:11 19:13 13:29 22:23
15:52 20:24 22:17 20:12 22:15 11:28 21:14 10:55 10:27 10:18
18:55 19:36 20:57 16:39 20:17 16:29 23:11 22:42 12:57 13:21
22:44 18:19 17:18 14:38 11:43 22:27 13:55 12:13 13:56 16:33
18:55 15:15 12:21 23:42 11:27 19:42 18:25 17:31 21:28 21:26
12:18 12:56 16:30 18:14 15:31 11:20 13:23 16:56 20:56 13:25
16:42 21:38 12:29 20:31 14:19 10:51 16:28 16:37 21:33 21:22
15:23 10:54 21:30 19:46 10:38 22:28 21:33 16:17 11:56 18:45
11:42 19:39 12:19 15:19 12:22 19:48 10:20 21:11 21:52 21:22
