amused graceful cheerful clever putrid selfish nasty doubtful filthy bright
CubeNumber_4096 CubeNumber_512000 CubeNumber_117649 CubeNumber_636056 CubeNumber_12167 CubeNumber_29791 CubeNumber_13824 CubeNumber_54872 CubeNumber_12167 CubeNumber_778688
CubeNumber_830584 CubeNumber_64000 CubeNumber_15625 CubeNumber_64000 CubeNumber_74088 CubeNumber_274625 CubeNumber_571787 CubeNumber_205379 CubeNumber_357911 CubeNumber_250047
CubeNumber_185193 CubeNumber_357911 CubeNumber_175616 CubeNumber_262144 CubeNumber_287496 CubeNumber_132651 CubeNumber_405224 CubeNumber_8000 CubeNumber_216 CubeNumber_592704
CubeNumber_27 CubeNumber_12167 CubeNumber_64 CubeNumber_64 CubeNumber_27000 CubeNumber_27 CubeNumber_205379 CubeNumber_512000 CubeNumber_753571 CubeNumber_35937
CubeNumber_175616 CubeNumber_912673 CubeNumber_250047 CubeNumber_314432 CubeNumber_27 CubeNumber_13824 CubeNumber_226981 CubeNumber_551368 CubeNumber_912673 CubeNumber_614125
CubeNumber_830584 CubeNumber_216000 CubeNumber_3375 CubeNumber_328509 CubeNumber_35937 CubeNumber_804357 CubeNumber_6859 CubeNumber_226981 CubeNumber_2197 CubeNumber_438976
CubeNumber_205379 CubeNumber_27 CubeNumber_42875 CubeNumber_32768 CubeNumber_185193 CubeNumber_884736 CubeNumber_1000 CubeNumber_884736 CubeNumber_12167 CubeNumber_50653
CubeNumber_97336 CubeNumber_140608 CubeNumber_778688 CubeNumber_262144 CubeNumber_216 CubeNumber_97336 CubeNumber_39304 CubeNumber_4913 CubeNumber_132651 CubeNumber_110592
CubeNumber_216 CubeNumber_830584 CubeNumber_357911 CubeNumber_226981 CubeNumber_389017 CubeNumber_42875 CubeNumber_91125 CubeNumber_15625 CubeNumber_54872 CubeNumber_438976
CubeNumber_4096 CubeNumber_6859 CubeNumber_636056 CubeNumber_19683 CubeNumber_12167 CubeNumber_12167 CubeNumber_42875 CubeNumber_373248 CubeNumber_74088 CubeNumber_274625
