prickly scary frail lively concerned thoughtful nasty uninterested misty sore
temperature__44c temperature__21c temperature__41c temperature__73c temperature__131c temperature__34c temperature__116c temperature__147c temperature__69c temperature__53c
temperature__36c temperature__130c temperature__31c temperature__52c temperature__124c temperature__119c temperature__88c temperature__31c temperature__111c temperature__23c
temperature__119c temperature__63c temperature__61c temperature__52c temperature__53c temperature__59c temperature__130c temperature__69c temperature__57c temperature__42c
temperature__23c temperature__105c temperature__148c temperature__71c temperature__146c temperature__21c temperature__26c temperature__118c temperature__4c temperature__131c
temperature__142c temperature__51c temperature__124c temperature__137c temperature__95c temperature__119c temperature__22c temperature__63c temperature__35c temperature__112c
temperature__40c temperature__65c temperature__146c temperature__144c temperature__40c temperature__129c temperature__36c temperature__59c temperature__47c temperature__79c
temperature__69c temperature__88c temperature__0c temperature__112c temperature__86c temperature__69c temperature__49c temperature__141c temperature__123c temperature__92c
temperature__65c temperature__22c temperature__137c temperature__6c temperature__0c temperature__131c temperature__24c temperature__22c temperature__144c temperature__116c
temperature__138c temperature__57c temperature__136c temperature__52c temperature__78c temperature__85c temperature__148c temperature__93c temperature__44c temperature__73c
temperature__63c temperature__130c temperature__30c temperature__120c temperature__93c temperature__44c temperature__123c temperature__82c temperature__87c temperature__138c
