Chartreuse DarkGoldenrod LightGreen DarkSeaGreen SlateBlue Salmon LightSkyBlue Red BlanchedAlmond SkyBlue
Tamarind Strawberry Cempedak Durian Orange Cranberry Araza Persimmon Nectarine Guava
Coconut Kiwifruit Akebi Mandarine Tangerine Mulberry Cloudberry Apricot Avocado Cempedak
Currant Pomegranate Raspberry Nectarine Akebi Pawpaw Cherry Jostaberry Blackberry Nance
Ximenia Coconut Banana Jackfruit Açaí Quince Peach Apple Ackee Boysenberry
Abiu Tamarillo Persimmon Feijoa Durian Pomegranate Mulberry Jujube Quince Quince
Honeydew Fig Melon Watermelon Mulberry Sapote Jostaberry Orange Lychee Plumcot
Rambutan  Elderberry Lemon Cantaloupe Feijoa Banana Damson Sapodilla Date Tamarind
Huckleberry Salak Clementine Cashew Pomelo Pawpaw Date Strawberry Pomelo Abiu
Banana Yuzu Jostaberry Elderberry Orange Blueberry Jambul Honeydew Salak Feijoa
Soursop Avocado Pomegranate Pear Breadfruit Apricot Ximenia Strawberry Mango Orange
