shootings detective homicide criminal barratry gun violence punishment police threats
21:35 10:56 12:19 17:38 11:27 16:31 19:11 21:45 10:17 14:59
12:27 12:31 17:25 18:29 12:47 17:33 11:47 14:13 18:26 23:45
12:59 13:47 15:40 17:55 12:15 10:36 20:13 14:13 22:34 20:31
20:34 12:58 19:53 13:37 10:11 13:36 19:11 10:26 14:36 23:43
10:40 11:32 17:13 17:54 14:14 21:36 10:33 19:22 17:23 15:57
18:28 11:31 23:58 17:39 22:34 14:44 18:42 11:16 22:36 12:33
18:14 13:45 20:18 18:57 20:51 13:39 22:50 12:23 17:27 22:37
16:47 13:38 21:28 21:46 16:40 17:30 13:37 12:28 17:23 12:19
SquareNumber_5625 SquareNumber_4356 SquareNumber_6241 SquareNumber_961 SquareNumber_9604 SquareNumber_7569 SquareNumber_784 SquareNumber_7744 SquareNumber_121 SquareNumber_2304
SquareNumber_784 SquareNumber_961 SquareNumber_9409 SquareNumber_10000 SquareNumber_961 SquareNumber_289 SquareNumber_289 SquareNumber_2704 SquareNumber_1936 SquareNumber_169
SquareNumber_1296 SquareNumber_841 SquareNumber_1681 SquareNumber_3481 SquareNumber_10000 SquareNumber_3844 SquareNumber_6241 SquareNumber_225 SquareNumber_144 SquareNumber_1521
SquareNumber_2116 SquareNumber_5776 SquareNumber_1024 SquareNumber_8281 SquareNumber_5476 SquareNumber_2500 SquareNumber_6889 SquareNumber_4225 SquareNumber_900 SquareNumber_3721
SquareNumber_5041 SquareNumber_2209 SquareNumber_9025 SquareNumber_9025 SquareNumber_4 SquareNumber_10000 SquareNumber_7569 SquareNumber_841 SquareNumber_121 SquareNumber_3844
SquareNumber_25 SquareNumber_5184 SquareNumber_6400 SquareNumber_6561 SquareNumber_3364 SquareNumber_5625 SquareNumber_4624 SquareNumber_784 SquareNumber_5625 SquareNumber_25
SquareNumber_49 SquareNumber_4225 SquareNumber_361 SquareNumber_2304 SquareNumber_324 SquareNumber_169 SquareNumber_1764 SquareNumber_5184 SquareNumber_7569 SquareNumber_7921
SquareNumber_8281 SquareNumber_5929 SquareNumber_2601 SquareNumber_4225 SquareNumber_7569 SquareNumber_2704 SquareNumber_1024 SquareNumber_289 SquareNumber_25 SquareNumber_361
SquareNumber_6724 SquareNumber_16 SquareNumber_4356 SquareNumber_1444 SquareNumber_5625 SquareNumber_5476 SquareNumber_7225 SquareNumber_4761 SquareNumber_7744 SquareNumber_4
SquareNumber_4356 SquareNumber_3844 SquareNumber_1296 SquareNumber_5476 SquareNumber_8100 SquareNumber_5625 SquareNumber_7056 SquareNumber_2116 SquareNumber_100 SquareNumber_8281
SquareNumber_144 SquareNumber_784 SquareNumber_5329 SquareNumber_729 SquareNumber_1681 SquareNumber_9216 SquareNumber_8281 SquareNumber_256 SquareNumber_289 SquareNumber_1521
PrimeNumber_251 PrimeNumber_151 PrimeNumber_307 PrimeNumber_257 PrimeNumber_349 PrimeNumber_7 PrimeNumber_461 PrimeNumber_281 PrimeNumber_359 PrimeNumber_53
PrimeNumber_337 PrimeNumber_463 PrimeNumber_499 PrimeNumber_401 PrimeNumber_71 PrimeNumber_83 PrimeNumber_181 PrimeNumber_491 PrimeNumber_37 PrimeNumber_419
PrimeNumber_269 PrimeNumber_499 PrimeNumber_223 PrimeNumber_379 PrimeNumber_31 PrimeNumber_3 PrimeNumber_439 PrimeNumber_107 PrimeNumber_457 PrimeNumber_397
PrimeNumber_487 PrimeNumber_277 PrimeNumber_373 PrimeNumber_3 PrimeNumber_257 PrimeNumber_17 PrimeNumber_89 PrimeNumber_463 PrimeNumber_7 PrimeNumber_449
PrimeNumber_491 PrimeNumber_157 PrimeNumber_419 PrimeNumber_131 PrimeNumber_83 PrimeNumber_191 PrimeNumber_439 PrimeNumber_5 PrimeNumber_467 PrimeNumber_17
PrimeNumber_97 PrimeNumber_73 PrimeNumber_179 PrimeNumber_157 PrimeNumber_59 PrimeNumber_419 PrimeNumber_383 PrimeNumber_401 PrimeNumber_11 PrimeNumber_127
PrimeNumber_127 PrimeNumber_2 PrimeNumber_7 PrimeNumber_211 PrimeNumber_499 PrimeNumber_11 PrimeNumber_409 PrimeNumber_199 PrimeNumber_499 PrimeNumber_2
PrimeNumber_149 PrimeNumber_257 PrimeNumber_101 PrimeNumber_59 PrimeNumber_151 PrimeNumber_487 PrimeNumber_347 PrimeNumber_359 PrimeNumber_3 PrimeNumber_89
PrimeNumber_79 PrimeNumber_5 PrimeNumber_283 PrimeNumber_541 PrimeNumber_131 PrimeNumber_487 PrimeNumber_443 PrimeNumber_19 PrimeNumber_67 PrimeNumber_457
PrimeNumber_229 PrimeNumber_73 PrimeNumber_23 PrimeNumber_439 PrimeNumber_13 PrimeNumber_257 PrimeNumber_547 PrimeNumber_547 PrimeNumber_71 PrimeNumber_239
PrimeNumber_227 PrimeNumber_389 PrimeNumber_113 PrimeNumber_479 PrimeNumber_163 PrimeNumber_73 PrimeNumber_191 PrimeNumber_109 PrimeNumber_61 PrimeNumber_373
BinaryNumber_0110000 BinaryNumber_0111100 BinaryNumber_0011101 BinaryNumber_0110010 BinaryNumber_0011010 BinaryNumber_1000010 BinaryNumber_0010100 BinaryNumber_0100011 BinaryNumber_0001110 BinaryNumber_1001011
BinaryNumber_0010010 BinaryNumber_1001011 BinaryNumber_0110110 BinaryNumber_0001110 BinaryNumber_0110011 BinaryNumber_0101110 BinaryNumber_1100001 BinaryNumber_1100000 BinaryNumber_0011100 BinaryNumber_0111100
BinaryNumber_1100001 BinaryNumber_0010011 BinaryNumber_0101000 BinaryNumber_1010011 BinaryNumber_0011111 BinaryNumber_0001001 BinaryNumber_0101110 BinaryNumber_1011000 BinaryNumber_0001110 BinaryNumber_1010100
BinaryNumber_1001001 BinaryNumber_0111110 BinaryNumber_0010001 BinaryNumber_0001000 BinaryNumber_0101101 BinaryNumber_0001000 BinaryNumber_1001001 BinaryNumber_1001000 BinaryNumber_1000101 BinaryNumber_1011101
BinaryNumber_0111011 BinaryNumber_1001000 BinaryNumber_0001110 BinaryNumber_1011010 BinaryNumber_1100001 BinaryNumber_1011110 BinaryNumber_1011011 BinaryNumber_1010010 BinaryNumber_1011111 BinaryNumber_1000100
BinaryNumber_0101010 BinaryNumber_1011101 BinaryNumber_1011000 BinaryNumber_0000001 BinaryNumber_1010010 BinaryNumber_0100011 BinaryNumber_1000110 BinaryNumber_0000111 BinaryNumber_0001000 BinaryNumber_0000110
BinaryNumber_1100010 BinaryNumber_0100101 BinaryNumber_1011111 BinaryNumber_0101111 BinaryNumber_0011011 BinaryNumber_0101101 BinaryNumber_1011011 BinaryNumber_0110001 BinaryNumber_0110010 BinaryNumber_0011000
BinaryNumber_0010110 BinaryNumber_0010110 BinaryNumber_0011010 BinaryNumber_0000000 BinaryNumber_0110001 BinaryNumber_1011110 BinaryNumber_1011101 BinaryNumber_1000010 BinaryNumber_0111001 BinaryNumber_0000001
BinaryNumber_0000010 BinaryNumber_1000100 BinaryNumber_0011001 BinaryNumber_1000101 BinaryNumber_0010101 BinaryNumber_0100001 BinaryNumber_0101010 BinaryNumber_0000000 BinaryNumber_1010000 BinaryNumber_0101100
BinaryNumber_0101010 BinaryNumber_1000010 BinaryNumber_0110011 BinaryNumber_0010101 BinaryNumber_0110101 BinaryNumber_1011010 BinaryNumber_0001110 BinaryNumber_0110110 BinaryNumber_1001110 BinaryNumber_0000001
BinaryNumber_0011101 BinaryNumber_1011110 BinaryNumber_0010000 BinaryNumber_0101000 BinaryNumber_0100001 BinaryNumber_0100100 BinaryNumber_1010000 BinaryNumber_0111000 BinaryNumber_0001001 BinaryNumber_1100001
