MediumTurquoise Cyan Tan Plum LightGray Gray MistyRose Chocolate Lavender VioletRed
slayings terrorism offenses serial snitching muggings smuggle mafia offenses smuggle
temperature__53c temperature__95c temperature__131c temperature__95c temperature__146c temperature__116c temperature__64c temperature__33c temperature__106c temperature__28c
temperature__95c temperature__0c temperature__16c temperature__34c temperature__145c temperature__8c temperature__33c temperature__86c temperature__90c temperature__35c
temperature__88c temperature__146c temperature__111c temperature__138c temperature__148c temperature__82c temperature__35c temperature__86c temperature__28c temperature__54c
temperature__63c temperature__74c temperature__111c temperature__42c temperature__57c temperature__42c temperature__23c temperature__118c temperature__10c temperature__109c
temperature__42c temperature__17c temperature__46c temperature__31c temperature__41c temperature__88c temperature__130c temperature__137c temperature__84c temperature__131c
temperature__73c temperature__90c temperature__141c temperature__34c temperature__137c temperature__90c temperature__6c temperature__98c temperature__142c temperature__40c
temperature__131c temperature__36c temperature__24c temperature__4c temperature__42c temperature__8c temperature__145c temperature__70c temperature__17c temperature__78c
temperature__28c temperature__54c temperature__138c temperature__147c temperature__59c temperature__61c temperature__35c temperature__2c temperature__2c temperature__31c
temperature__61c temperature__69c temperature__5c temperature__123c temperature__28c temperature__64c temperature__53c temperature__138c temperature__95c temperature__120c
temperature__8c temperature__33c temperature__148c temperature__108c temperature__65c temperature__31c temperature__146c temperature__93c temperature__59c temperature__54c
temperature__85c temperature__145c temperature__36c temperature__52c temperature__44c temperature__24c temperature__147c temperature__86c temperature__47c temperature__87c
CubeNumber_373248 CubeNumber_912673 CubeNumber_238328 CubeNumber_205379 CubeNumber_614125 CubeNumber_13824 CubeNumber_857375 CubeNumber_753571 CubeNumber_216 CubeNumber_46656
CubeNumber_592704 CubeNumber_1000 CubeNumber_3375 CubeNumber_343 CubeNumber_287496 CubeNumber_2744 CubeNumber_373248 CubeNumber_19683 CubeNumber_658503 CubeNumber_195112
CubeNumber_205379 CubeNumber_46656 CubeNumber_571787 CubeNumber_912673 CubeNumber_438976 CubeNumber_1331 CubeNumber_343000 CubeNumber_1000 CubeNumber_195112 CubeNumber_4096
CubeNumber_681472 CubeNumber_50653 CubeNumber_54872 CubeNumber_343000 CubeNumber_32768 CubeNumber_300763 CubeNumber_15625 CubeNumber_389017 CubeNumber_68921 CubeNumber_4096
CubeNumber_117649 CubeNumber_24389 CubeNumber_456533 CubeNumber_19683 CubeNumber_1000 CubeNumber_85184 CubeNumber_456533 CubeNumber_884736 CubeNumber_68921 CubeNumber_941192
CubeNumber_592704 CubeNumber_1000 CubeNumber_35937 CubeNumber_941192 CubeNumber_97336 CubeNumber_941192 CubeNumber_8 CubeNumber_91125 CubeNumber_512 CubeNumber_4096
CubeNumber_328509 CubeNumber_10648 CubeNumber_474552 CubeNumber_4096 CubeNumber_343 CubeNumber_3375 CubeNumber_195112 CubeNumber_195112 CubeNumber_117649 CubeNumber_79507
CubeNumber_54872 CubeNumber_21952 CubeNumber_195112 CubeNumber_85184 CubeNumber_373248 CubeNumber_216000 CubeNumber_29791 CubeNumber_157464 CubeNumber_343000 CubeNumber_17576
CubeNumber_729 CubeNumber_79507 CubeNumber_729 CubeNumber_274625 CubeNumber_110592 CubeNumber_39304 CubeNumber_343 CubeNumber_287496 CubeNumber_9261 CubeNumber_205379
CubeNumber_2744 CubeNumber_103823 CubeNumber_704969 CubeNumber_85184 CubeNumber_68921 CubeNumber_531441 CubeNumber_300763 CubeNumber_314432 CubeNumber_753571 CubeNumber_262144
CubeNumber_68921 CubeNumber_9261 CubeNumber_8000 CubeNumber_39304 CubeNumber_185193 CubeNumber_13824 CubeNumber_512000 CubeNumber_185193 CubeNumber_68921 CubeNumber_166375
