clean encouraging uptight hurt poised cheerful rich itchy condemned dull
temperature__64c temperature__116c temperature__46c temperature__2c temperature__50c temperature__6c temperature__3c temperature__21c temperature__100c temperature__148c
temperature__116c temperature__34c temperature__78c temperature__6c temperature__10c temperature__21c temperature__54c temperature__42c temperature__17c temperature__57c
temperature__24c temperature__40c temperature__46c temperature__63c temperature__68c temperature__10c temperature__144c temperature__105c temperature__53c temperature__57c
temperature__136c temperature__120c temperature__71c temperature__22c temperature__22c temperature__12c temperature__98c temperature__10c temperature__64c temperature__27c
temperature__56c temperature__112c temperature__123c temperature__78c temperature__144c temperature__122c temperature__42c temperature__68c temperature__78c temperature__123c
temperature__132c temperature__148c temperature__90c temperature__8c temperature__33c temperature__39c temperature__3c temperature__70c temperature__139c temperature__124c
temperature__109c temperature__74c temperature__26c temperature__63c temperature__124c temperature__137c temperature__4c temperature__65c temperature__4c temperature__140c
temperature__146c temperature__61c temperature__98c temperature__86c temperature__142c temperature__85c temperature__77c temperature__91c temperature__54c temperature__2c
temperature__35c temperature__46c temperature__65c temperature__4c temperature__41c temperature__51c temperature__144c temperature__58c temperature__53c temperature__91c
BinaryNumber_0110110 BinaryNumber_0000010 BinaryNumber_0110101 BinaryNumber_1011101 BinaryNumber_0000000 BinaryNumber_1010100 BinaryNumber_0011010 BinaryNumber_1011010 BinaryNumber_1010011 BinaryNumber_0010000
BinaryNumber_0110110 BinaryNumber_1010110 BinaryNumber_1100010 BinaryNumber_0001001 BinaryNumber_0100100 BinaryNumber_0011011 BinaryNumber_1001110 BinaryNumber_1000101 BinaryNumber_0011110 BinaryNumber_0011011
BinaryNumber_1000110 BinaryNumber_0111011 BinaryNumber_0001110 BinaryNumber_0001100 BinaryNumber_0100011 BinaryNumber_1000111 BinaryNumber_0101000 BinaryNumber_0111011 BinaryNumber_1001011 BinaryNumber_0000111
BinaryNumber_0001100 BinaryNumber_1001000 BinaryNumber_0010110 BinaryNumber_0010011 BinaryNumber_0100010 BinaryNumber_0011000 BinaryNumber_1011011 BinaryNumber_0110111 BinaryNumber_0101100 BinaryNumber_1001101
BinaryNumber_0011011 BinaryNumber_0101011 BinaryNumber_1000100 BinaryNumber_0101001 BinaryNumber_1011100 BinaryNumber_0001011 BinaryNumber_0000111 BinaryNumber_0001010 BinaryNumber_1001000 BinaryNumber_0001000
BinaryNumber_1001110 BinaryNumber_0010101 BinaryNumber_0010000 BinaryNumber_1100000 BinaryNumber_1000011 BinaryNumber_0010010 BinaryNumber_0001110 BinaryNumber_0110101 BinaryNumber_1010101 BinaryNumber_0011010
BinaryNumber_1000000 BinaryNumber_0100000 BinaryNumber_1100011 BinaryNumber_0111110 BinaryNumber_0111100 BinaryNumber_0001011 BinaryNumber_0101111 BinaryNumber_0001111 BinaryNumber_0011001 BinaryNumber_0000111
BinaryNumber_0001011 BinaryNumber_1100010 BinaryNumber_0010111 BinaryNumber_1010000 BinaryNumber_0000000 BinaryNumber_0011010 BinaryNumber_1100010 BinaryNumber_0000101 BinaryNumber_1011101 BinaryNumber_0111100
BinaryNumber_0011111 BinaryNumber_0100000 BinaryNumber_1001101 BinaryNumber_1001011 BinaryNumber_0001111 BinaryNumber_0010001 BinaryNumber_0001101 BinaryNumber_0111000 BinaryNumber_0100000 BinaryNumber_0000110
BinaryNumber_1001101 BinaryNumber_0101011 BinaryNumber_0110010 BinaryNumber_0011000 BinaryNumber_0110010 BinaryNumber_0000111 BinaryNumber_0100110 BinaryNumber_1010100 BinaryNumber_1000111 BinaryNumber_0010110
BinaryNumber_0100001 BinaryNumber_1001100 BinaryNumber_0001110 BinaryNumber_1010001 BinaryNumber_0110110 BinaryNumber_0011111 BinaryNumber_0100010 BinaryNumber_0111010 BinaryNumber_1011001 BinaryNumber_0000001
Soursop Coconut Fig Açaí Kiwano Loquat Plumcot Honeyberry Banana Acerola
Persimmon Jambul Pineberry Clementine Grapefruit Pineapple Loquat Feijoa Strawberry Raspberry
Pawpaw Cempedak Tangerine Araza Avocado Yuzu Lulo Loganberry Akebi Kumquat
Lulo Apple Orange Raspberry Lime Ackee Tangelo Jackfruit Durian Rambutan 
Quince Abiu Honeydew Pomegranate Kiwifruit Pawpaw Cantaloupe Ximenia Guava Araza
Boysenberry Damson Durian Blueberry Apricot Pineapple Lychee Jackfruit Ximenia Orange
Cashew Raspberry Blackcurrant Persimmon Tangerine Huckleberry Boysenberry Cherry Melon Mandarine
Lemon Kiwifruit Kiwifruit Akebi Watermelon Cherry Acerola Cloudberry Raisin Damson
Acerola Avocado Watermelon Ximenia Blueberry Lemon Prune Jambul Redcurrant Araza
Watermelon Ximenia Watermelon Currant Sapote Abiu Currant Durian Jostaberry Jambul
Jackfruit Persimmon Tangerine Redcurrant Strawberry Banana Fig Abiu Nance Tamarind
