DarkOrange MediumSeaGreen Cyan MediumBlue FloralWhite Silver Khaki LightYellow Burlywood DodgerBlue
Ximenia Abiu Orange Persimmon Melon Cempedak Cantaloupe Mangosteen Akebi Acerola
Blackberry Pomelo Mango Pear Pineapple Plumcot Grapefruit Gooseberry Acerola Lime
Açaí Banana Jujube Mandarine Fig Gooseberry Blackberry Soursop Melon Coconut
Papaya Mulberry Pawpaw Fig Avocado Sapote Pomelo Longan Pomelo Cempedak
Quince Cempedak Passionfruit Plumcot Date Bilberry Cantaloupe Yuzu Avocado Nance
SquareNumber_5476 SquareNumber_7744 SquareNumber_5041 SquareNumber_484 SquareNumber_8100 SquareNumber_1521 SquareNumber_1764 SquareNumber_9801 SquareNumber_2601 SquareNumber_441
SquareNumber_6084 SquareNumber_121 SquareNumber_1225 SquareNumber_3249 SquareNumber_25 SquareNumber_5476 SquareNumber_6724 SquareNumber_5929 SquareNumber_7744 SquareNumber_2916
SquareNumber_4624 SquareNumber_729 SquareNumber_5476 SquareNumber_1024 SquareNumber_169 SquareNumber_7056 SquareNumber_1936 SquareNumber_2500 SquareNumber_36 SquareNumber_8281
SquareNumber_8281 SquareNumber_1764 SquareNumber_1225 SquareNumber_3136 SquareNumber_196 SquareNumber_3844 SquareNumber_2809 SquareNumber_1764 SquareNumber_900 SquareNumber_400
SquareNumber_8649 SquareNumber_9216 SquareNumber_7744 SquareNumber_676 SquareNumber_6561 SquareNumber_529 SquareNumber_121 SquareNumber_6084 SquareNumber_441 SquareNumber_6889
SquareNumber_169 SquareNumber_2916 SquareNumber_900 SquareNumber_4 SquareNumber_2704 SquareNumber_5776 SquareNumber_25 SquareNumber_2809 SquareNumber_3249 SquareNumber_169
SquareNumber_2601 SquareNumber_2304 SquareNumber_3600 SquareNumber_1849 SquareNumber_169 SquareNumber_3136 SquareNumber_676 SquareNumber_4 SquareNumber_8649 SquareNumber_7921
SquareNumber_3600 SquareNumber_9025 SquareNumber_961 SquareNumber_144 SquareNumber_100 SquareNumber_169 SquareNumber_144 SquareNumber_3025 SquareNumber_3025 SquareNumber_1681
SquareNumber_3481 SquareNumber_2401 SquareNumber_3844 SquareNumber_5929 SquareNumber_1156 SquareNumber_121 SquareNumber_1225 SquareNumber_5476 SquareNumber_961 SquareNumber_729
SquareNumber_576 SquareNumber_9 SquareNumber_2025 SquareNumber_4761 SquareNumber_225 SquareNumber_2916 SquareNumber_5476 SquareNumber_2809 SquareNumber_6561 SquareNumber_8649
SquareNumber_625 SquareNumber_196 SquareNumber_121 SquareNumber_4356 SquareNumber_256 SquareNumber_7056 SquareNumber_4489 SquareNumber_4225 SquareNumber_144 SquareNumber_5776
10:51 15:41 14:51 14:28 20:51 15:25 11:43 18:35 14:14 12:35
17:44 23:35 13:29 15:35 12:10 11:33 20:29 19:31 18:44 14:58
14:44 12:45 17:26 22:30 19:59 21:22 20:52 15:50 20:11 17:59
12:16 10:46 10:44 12:35 12:22 14:23 19:33 12:55 10:55 11:56
13:56 10:50 10:57 12:55 14:31 15:33 15:54 18:16 20:50 14:22
12:46 11:55 15:37 21:56 12:37 12:25 19:13 16:12 23:25 14:16
13:54 10:20 14:11 14:31 14:24 11:18 20:35 14:52 16:35 21:45
23:39 20:40 13:38 12:41 11:37 16:47 18:58 17:18 21:44 21:32
13:46 11:37 15:57 21:28 22:44 14:36 22:15 23:46 20:55 19:44
19:47 11:26 19:49 13:15 19:15 12:47 14:37 12:15 22:28 13:42
12:41 16:29 21:51 12:58 21:34 18:23 22:42 10:21 13:38 12:16
temperature__17c temperature__31c temperature__8c temperature__142c temperature__87c temperature__92c temperature__145c temperature__88c temperature__35c temperature__52c
temperature__65c temperature__41c temperature__41c temperature__47c temperature__22c temperature__5c temperature__116c temperature__39c temperature__49c temperature__12c
temperature__100c temperature__2c temperature__90c temperature__30c temperature__122c temperature__98c temperature__126c temperature__136c temperature__122c temperature__50c
temperature__137c temperature__10c temperature__6c temperature__6c temperature__132c temperature__64c temperature__57c temperature__51c temperature__58c temperature__52c
temperature__93c temperature__144c temperature__47c temperature__68c temperature__86c temperature__2c temperature__129c temperature__74c temperature__142c temperature__122c
temperature__58c temperature__10c temperature__17c temperature__2c temperature__64c temperature__98c temperature__41c temperature__46c temperature__24c temperature__69c
temperature__8c temperature__21c temperature__12c temperature__77c temperature__14c temperature__147c temperature__49c temperature__73c temperature__4c temperature__74c
temperature__139c temperature__46c temperature__33c temperature__4c temperature__85c temperature__142c temperature__105c temperature__105c temperature__145c temperature__74c
temperature__148c temperature__35c temperature__63c temperature__93c temperature__137c temperature__70c temperature__93c temperature__106c temperature__136c temperature__137c
temperature__11c temperature__7c temperature__132c temperature__112c temperature__87c temperature__79c temperature__30c temperature__33c temperature__79c temperature__147c
temperature__51c temperature__27c temperature__27c temperature__5c temperature__47c temperature__64c temperature__132c temperature__73c temperature__36c temperature__63c
CubeNumber_64 CubeNumber_8 CubeNumber_421875 CubeNumber_274625 CubeNumber_12167 CubeNumber_54872 CubeNumber_941192 CubeNumber_19683 CubeNumber_389017 CubeNumber_166375
CubeNumber_614125 CubeNumber_74088 CubeNumber_32768 CubeNumber_74088 CubeNumber_216000 CubeNumber_5832 CubeNumber_8 CubeNumber_592704 CubeNumber_314432 CubeNumber_405224
CubeNumber_658503 CubeNumber_357911 CubeNumber_132651 CubeNumber_250047 CubeNumber_804357 CubeNumber_300763 CubeNumber_166375 CubeNumber_912673 CubeNumber_157464 CubeNumber_1728
CubeNumber_262144 CubeNumber_195112 CubeNumber_238328 CubeNumber_830584 CubeNumber_551368 CubeNumber_21952 CubeNumber_91125 CubeNumber_64 CubeNumber_157464 CubeNumber_42875
CubeNumber_4096 CubeNumber_64000 CubeNumber_27000 CubeNumber_1331 CubeNumber_456533 CubeNumber_68921 CubeNumber_405224 CubeNumber_571787 CubeNumber_357911 CubeNumber_1331
CubeNumber_343 CubeNumber_884736 CubeNumber_125 CubeNumber_157464 CubeNumber_24389 CubeNumber_68921 CubeNumber_97336 CubeNumber_59319 CubeNumber_884736 CubeNumber_195112
CubeNumber_148877 CubeNumber_941192 CubeNumber_117649 CubeNumber_125 CubeNumber_681472 CubeNumber_614125 CubeNumber_636056 CubeNumber_13824 CubeNumber_148877 CubeNumber_314432
CubeNumber_3375 CubeNumber_778688 CubeNumber_8 CubeNumber_103823 CubeNumber_830584 CubeNumber_54872 CubeNumber_3375 CubeNumber_1331 CubeNumber_357911 CubeNumber_287496
CubeNumber_456533 CubeNumber_85184 CubeNumber_531441 CubeNumber_512 CubeNumber_328509 CubeNumber_166375 CubeNumber_474552 CubeNumber_493039 CubeNumber_8000 CubeNumber_68921
CubeNumber_42875 CubeNumber_15625 CubeNumber_1331 CubeNumber_29791 CubeNumber_857375 CubeNumber_91125 CubeNumber_474552 CubeNumber_32768 CubeNumber_389017 CubeNumber_571787
CubeNumber_148877 CubeNumber_21952 CubeNumber_1331 CubeNumber_12167 CubeNumber_389017 CubeNumber_704969 CubeNumber_512000 CubeNumber_343000 CubeNumber_157464 CubeNumber_185193
BinaryNumber_0101100 BinaryNumber_1011101 BinaryNumber_0100100 BinaryNumber_1011111 BinaryNumber_1001111 BinaryNumber_1011001 BinaryNumber_0100111 BinaryNumber_1100010 BinaryNumber_1001111 BinaryNumber_0111111
BinaryNumber_0001101 BinaryNumber_1010111 BinaryNumber_0011110 BinaryNumber_1011100 BinaryNumber_0001100 BinaryNumber_0100011 BinaryNumber_0111000 BinaryNumber_1000000 BinaryNumber_0000001 BinaryNumber_0000000
BinaryNumber_0110101 BinaryNumber_0100111 BinaryNumber_0000100 BinaryNumber_1010001 BinaryNumber_1010110 BinaryNumber_0111010 BinaryNumber_1001111 BinaryNumber_0001111 BinaryNumber_0010110 BinaryNumber_1010111
BinaryNumber_0001010 BinaryNumber_1001111 BinaryNumber_1100011 BinaryNumber_0010011 BinaryNumber_0101010 BinaryNumber_0011010 BinaryNumber_1010001 BinaryNumber_0101111 BinaryNumber_0100010 BinaryNumber_0101101
BinaryNumber_1001010 BinaryNumber_1000001 BinaryNumber_1100011 BinaryNumber_1010100 BinaryNumber_0000011 BinaryNumber_0100000 BinaryNumber_1010111 BinaryNumber_0001001 BinaryNumber_0000001 BinaryNumber_0101011
BinaryNumber_1011000 BinaryNumber_1001101 BinaryNumber_0011000 BinaryNumber_0101111 BinaryNumber_0011110 BinaryNumber_1100011 BinaryNumber_1001100 BinaryNumber_1010010 BinaryNumber_1001010 BinaryNumber_1010100
BinaryNumber_0110100 BinaryNumber_0001010 BinaryNumber_0000100 BinaryNumber_1010001 BinaryNumber_0010000 BinaryNumber_0101001 BinaryNumber_1010100 BinaryNumber_0110011 BinaryNumber_0100110 BinaryNumber_0001111
BinaryNumber_1000100 BinaryNumber_0111100 BinaryNumber_0001101 BinaryNumber_0110110 BinaryNumber_1011110 BinaryNumber_1001011 BinaryNumber_1000101 BinaryNumber_0101000 BinaryNumber_1001011 BinaryNumber_1001101
BinaryNumber_1001001 BinaryNumber_1100010 BinaryNumber_0011111 BinaryNumber_1100000 BinaryNumber_0111101 BinaryNumber_1000100 BinaryNumber_1001111 BinaryNumber_1001101 BinaryNumber_1000010 BinaryNumber_0100101
BinaryNumber_0101111 BinaryNumber_1010101 BinaryNumber_0110100 BinaryNumber_0110000 BinaryNumber_0100101 BinaryNumber_0111010 BinaryNumber_0010100 BinaryNumber_0000111 BinaryNumber_0001001 BinaryNumber_1001111
BinaryNumber_0110011 BinaryNumber_1010011 BinaryNumber_0011111 BinaryNumber_0111111 BinaryNumber_0111101 BinaryNumber_1011101 BinaryNumber_0000010 BinaryNumber_0000101 BinaryNumber_0110001 BinaryNumber_0110011
