timbre single favorite bands bassline artist design voice subtonic sforzando
BinaryNumber_1010101 BinaryNumber_1000001 BinaryNumber_0111011 BinaryNumber_0000011 BinaryNumber_1100000 BinaryNumber_0010111 BinaryNumber_0101110 BinaryNumber_0101111 BinaryNumber_1000101 BinaryNumber_1000000
BinaryNumber_1100001 BinaryNumber_1010001 BinaryNumber_1001111 BinaryNumber_0101010 BinaryNumber_0110111 BinaryNumber_0000000 BinaryNumber_0001111 BinaryNumber_0001111 BinaryNumber_0010010 BinaryNumber_0101000
BinaryNumber_1010100 BinaryNumber_0011101 BinaryNumber_1000001 BinaryNumber_0000101 BinaryNumber_0110010 BinaryNumber_0010011 BinaryNumber_0110110 BinaryNumber_0101110 BinaryNumber_0100101 BinaryNumber_0010000
BinaryNumber_1010110 BinaryNumber_0101100 BinaryNumber_1010101 BinaryNumber_0001111 BinaryNumber_1100000 BinaryNumber_0001100 BinaryNumber_0100011 BinaryNumber_0100100 BinaryNumber_0010110 BinaryNumber_0110010
BinaryNumber_0101110 BinaryNumber_0111011 BinaryNumber_0110101 BinaryNumber_0011110 BinaryNumber_0010111 BinaryNumber_0001110 BinaryNumber_0011101 BinaryNumber_0111000 BinaryNumber_1001010 BinaryNumber_1011000
BinaryNumber_0100101 BinaryNumber_1001010 BinaryNumber_0111010 BinaryNumber_1011111 BinaryNumber_1010000 BinaryNumber_1011101 BinaryNumber_0001111 BinaryNumber_1000101 BinaryNumber_0001101 BinaryNumber_1000101
BinaryNumber_1010001 BinaryNumber_0110011 BinaryNumber_0000111 BinaryNumber_1010001 BinaryNumber_0100000 BinaryNumber_0011001 BinaryNumber_0011111 BinaryNumber_0010011 BinaryNumber_0111110 BinaryNumber_0100110
BinaryNumber_1000010 BinaryNumber_0011011 BinaryNumber_1000001 BinaryNumber_1100011 BinaryNumber_0110101 BinaryNumber_1011010 BinaryNumber_0100110 BinaryNumber_1000110 BinaryNumber_0100100 BinaryNumber_1001100
BinaryNumber_1100000 BinaryNumber_1001101 BinaryNumber_0100011 BinaryNumber_0000010 BinaryNumber_0101101 BinaryNumber_0110111 BinaryNumber_0000011 BinaryNumber_0011110 BinaryNumber_1001001 BinaryNumber_0001010
BinaryNumber_0000000 BinaryNumber_0101100 BinaryNumber_0110101 BinaryNumber_1100010 BinaryNumber_1011001 BinaryNumber_0111010 BinaryNumber_0011011 BinaryNumber_1011100 BinaryNumber_0000001 BinaryNumber_1010010
BinaryNumber_1011010 BinaryNumber_0100010 BinaryNumber_1000001 BinaryNumber_0001010 BinaryNumber_1011001 BinaryNumber_1010011 BinaryNumber_0100110 BinaryNumber_0100001 BinaryNumber_0011011 BinaryNumber_0110110
shootings crisis homicide punishment sentence drama blackmail structuralism trafficking thrillers
shootings offence drug massacre trial conspiracy slay cop statutory gangsterism
imprisonment jurisdiction human action law-breaking cases skyjack rape vandalism cybercrime
imprisonment punishment snitching sin barratry legal drug offence conspiracy skyjack
prostitution evidence investigation racism unsolved terrorism drama tort genocide bloodshed
safety police genocide country transgression evidence trial offense mystery law-breaking
corrupt action lift mob heist gangsterism noir theft corruption gangster
accident revenge political action snitching abuse action racism kill snitching
shoplift missing police dark arsons brutality slayings missing crisis violence
country detective lift rape law-breaking crisis cases drug skyjack terrorism
safety guilt vandalism guilty suspense crisis homicide investigation suspense homeless
