relieved lively ugly odd inexpensive super beautiful easy open tasty
Yellow NavajoWhite RosyBrown DarkGray GhostWhite Snow MediumSlateBlue DarkTurquoise Beige Chartreuse
LightSteelBlue LawnGreen SandyBrown RosyBrown WhiteSmoke DarkRed NavajoWhite GhostWhite Tomato Cornsilk
CornflowerBlue DarkFuchsia Snow DarkCyan DarkSalmon DarkTurquoise AntiqueWhite DarkCyan SpringGreen NavajoWhite
FloralWhite DarkKhaki Violet Honeydew DarkOliveGreen MediumTurquoise Firebrick LightCoral DarkKhaki Khaki
Gold Maroon DarkOrchid Aquamarine LimeGreen Salmon DeepSkyBlue Cyan RoyalBlue PaleTurquoise
DarkSlateGray Moccasin Thistle Cornsilk DarkGreen White PaleVioletRed MediumSpringGreen OliveDrab SkyBlue
AntiqueWhite Yellow SkyBlue LightCoral BlueViolet DarkKhaki OliveDrab MediumSlateBlue DarkOliveGreen Green
Coral PaleVioletRed Brown CornflowerBlue SeaGreen Lime PowderBlue Black Coral SandyBrown
LightSalmon LightSlateBlue PaleGreen GreenYellow Purple LightSlateBlue MediumAquamarine SteelBlue PeachPuff Tomato
Peru Seashell Bisque Gold LightSlateBlue DarkOliveGreen Moccasin LightSkyBlue PapayaWhip LightSteelBlue
