nutty terrible clear defeated kind healthy rich bloody arrogant gorgeous
temperature__109c temperature__86c temperature__147c temperature__6c temperature__137c temperature__54c temperature__95c temperature__86c temperature__47c temperature__77c
temperature__91c temperature__8c temperature__145c temperature__119c temperature__42c temperature__59c temperature__79c temperature__7c temperature__12c temperature__14c
temperature__73c temperature__100c temperature__0c temperature__95c temperature__123c temperature__118c temperature__31c temperature__63c temperature__10c temperature__144c
temperature__92c temperature__90c temperature__5c temperature__146c temperature__142c temperature__50c temperature__146c temperature__146c temperature__79c temperature__8c
temperature__30c temperature__51c temperature__147c temperature__6c temperature__42c temperature__22c temperature__68c temperature__131c temperature__112c temperature__84c
temperature__11c temperature__123c temperature__92c temperature__126c temperature__51c temperature__148c temperature__77c temperature__63c temperature__132c temperature__69c
temperature__47c temperature__93c temperature__111c temperature__123c temperature__90c temperature__141c temperature__22c temperature__100c temperature__119c temperature__73c
temperature__87c temperature__139c temperature__139c temperature__122c temperature__3c temperature__36c temperature__5c temperature__82c temperature__122c temperature__91c
temperature__90c temperature__50c temperature__124c temperature__105c temperature__78c temperature__28c temperature__52c temperature__85c temperature__59c temperature__146c
temperature__17c temperature__106c temperature__118c temperature__108c temperature__36c temperature__0c temperature__108c temperature__52c temperature__118c temperature__0c
