White Teal Purple OldLace DarkRed Cyan Lime BlueViolet DodgerBlue Bisque
temperature__106c temperature__12c temperature__105c temperature__40c temperature__59c temperature__116c temperature__131c temperature__52c temperature__118c temperature__124c
temperature__141c temperature__139c temperature__70c temperature__131c temperature__90c temperature__31c temperature__0c temperature__22c temperature__132c temperature__144c
temperature__78c temperature__0c temperature__148c temperature__100c temperature__129c temperature__108c temperature__33c temperature__82c temperature__31c temperature__95c
ignorant bamboozle embezzlement beleaguer chicanery denigrate feud malfeasance coterie revelation
hypocrisy plagiarism anonymity malfeasance persecution incident regime onerous illicit career
blame deflect bamboozle malfeasance career manipulate coterie revelation tainted subterfuge
incident anonymity beleaguer unethical dictatorship patriarchy fray denigrate benefit temptation
malfeasance illicit saga denigrate collaboration deflect acolyte prestidigitation defamation beleaguer
collaboration unethical benefit solicit retaliation deception partial tycoon retaliation deny
privilege coercion engagement conceal beleaguer embezzlement scapegoat fiasco privilege laconic
embezzlement manipulate bribe extortion empire resignation parry integrity recrimination fray
blame blame embezzlement endorsement plutocracy lobby corruption feud accusation alliance
ignorant integrity refute allegation bribe allegation intimidation deny privilege patriarchy
reputation defamation revelation covert scapegoat career laconic manipulate deception debacle
dull weary obedient wicked dull magnificent dizzy sparkling wide-eyed glamorous
gentle confused eager filthy lazy determined zany plain stormy horrible
unsightly worried motionless glorious putrid precious good brave alert fierce
better selfish jolly witty nice old-fashioned grieving sparkling crowded zany
dangerous jolly stormy annoying open tough horrible fragile muddy successful
wrong putrid perfect muddy outrageous hurt lazy blue-eyed puzzled blue-eyed
wrong fragile brave faithful enchanting horrible tough brave glorious thankful
gifted silly super selfish relieved breakable wide-eyed homeless brave angry
nervous delightful uninterested wrong upset alive pleasant magnificent old-fashioned joyous
elated cruel jealous faithful frail important inquisitive grotesque crowded frightened
excited cautious glamorous dead selfish distinct frail joyous fair clever
BinaryNumber_0011101 BinaryNumber_0101001 BinaryNumber_0101101 BinaryNumber_0001111 BinaryNumber_0101011 BinaryNumber_0100111 BinaryNumber_0100100 BinaryNumber_0111011 BinaryNumber_0101111 BinaryNumber_0010111
BinaryNumber_0000111 BinaryNumber_1010110 BinaryNumber_1011111 BinaryNumber_1011011 BinaryNumber_1011011 BinaryNumber_0100110 BinaryNumber_0101111 BinaryNumber_1001001 BinaryNumber_1000000 BinaryNumber_1011001
BinaryNumber_0111110 BinaryNumber_0000100 BinaryNumber_1001111 BinaryNumber_1001010 BinaryNumber_0010010 BinaryNumber_1001001 BinaryNumber_0110011 BinaryNumber_1000100 BinaryNumber_0011000 BinaryNumber_0111011
BinaryNumber_0001100 BinaryNumber_1000111 BinaryNumber_1001001 BinaryNumber_1011001 BinaryNumber_0100101 BinaryNumber_1100000 BinaryNumber_0100010 BinaryNumber_1010111 BinaryNumber_0100110 BinaryNumber_0111111
BinaryNumber_0011101 BinaryNumber_0110000 BinaryNumber_0001100 BinaryNumber_0000010 BinaryNumber_0011100 BinaryNumber_1100011 BinaryNumber_1001100 BinaryNumber_1011001 BinaryNumber_0101001 BinaryNumber_0100011
BinaryNumber_0110001 BinaryNumber_0001001 BinaryNumber_1011111 BinaryNumber_0000011 BinaryNumber_0010110 BinaryNumber_0001010 BinaryNumber_0110100 BinaryNumber_0111110 BinaryNumber_0101011 BinaryNumber_0011100
BinaryNumber_0110000 BinaryNumber_0000111 BinaryNumber_1100010 BinaryNumber_1011111 BinaryNumber_0001101 BinaryNumber_0111000 BinaryNumber_0011001 BinaryNumber_0110101 BinaryNumber_0010011 BinaryNumber_1010011
BinaryNumber_0100011 BinaryNumber_1001000 BinaryNumber_0010101 BinaryNumber_1011010 BinaryNumber_1001000 BinaryNumber_0110001 BinaryNumber_0110100 BinaryNumber_0000000 BinaryNumber_0100001 BinaryNumber_0101001
BinaryNumber_0100000 BinaryNumber_0011000 BinaryNumber_0100111 BinaryNumber_1000101 BinaryNumber_0111110 BinaryNumber_0101110 BinaryNumber_1000010 BinaryNumber_1000111 BinaryNumber_0000001 BinaryNumber_1000010
BinaryNumber_0010101 BinaryNumber_0100011 BinaryNumber_0101111 BinaryNumber_0101111 BinaryNumber_0110000 BinaryNumber_0010111 BinaryNumber_1000101 BinaryNumber_1000101 BinaryNumber_0010111 BinaryNumber_0101111
BinaryNumber_0101001 BinaryNumber_1011011 BinaryNumber_1011001 BinaryNumber_1011011 BinaryNumber_0001000 BinaryNumber_0110000 BinaryNumber_1001011 BinaryNumber_0110010 BinaryNumber_0111000 BinaryNumber_0111110
