league fighting polo muscle athletics diver football waterski coach utility
DarkGreen DarkRed Navy PaleGoldenrod IndianRed PaleTurquoise LightGreen Navy Linen Salmon
Pink AliceBlue LightGoldenrod CadetBlue Tan LemonChiffon SpringGreen Orchid Peru Indigo
PaleGoldenrod Peru Brown Azure DimGray MediumVioletRed SlateBlue LightCoral GhostWhite Tan
CubeNumber_226981 CubeNumber_287496 CubeNumber_29791 CubeNumber_238328 CubeNumber_300763 CubeNumber_132651 CubeNumber_592704 CubeNumber_125 CubeNumber_512000 CubeNumber_1000
CubeNumber_226981 CubeNumber_8 CubeNumber_238328 CubeNumber_50653 CubeNumber_195112 CubeNumber_216 CubeNumber_157464 CubeNumber_6859 CubeNumber_658503 CubeNumber_405224
CubeNumber_15625 CubeNumber_226981 CubeNumber_24389 CubeNumber_571787 CubeNumber_729000 CubeNumber_79507 CubeNumber_857375 CubeNumber_238328 CubeNumber_85184 CubeNumber_97336
CubeNumber_91125 CubeNumber_166375 CubeNumber_389017 CubeNumber_157464 CubeNumber_474552 CubeNumber_29791 CubeNumber_474552 CubeNumber_804357 CubeNumber_85184 CubeNumber_571787
CubeNumber_551368 CubeNumber_68921 CubeNumber_4913 CubeNumber_17576 CubeNumber_4096 CubeNumber_474552 CubeNumber_216000 CubeNumber_729000 CubeNumber_531441 CubeNumber_729
CubeNumber_4096 CubeNumber_636056 CubeNumber_103823 CubeNumber_262144 CubeNumber_35937 CubeNumber_5832 CubeNumber_50653 CubeNumber_531441 CubeNumber_64 CubeNumber_21952
CubeNumber_1728 CubeNumber_46656 CubeNumber_12167 CubeNumber_287496 CubeNumber_42875 CubeNumber_474552 CubeNumber_117649 CubeNumber_658503 CubeNumber_2197 CubeNumber_571787
CubeNumber_64 CubeNumber_15625 CubeNumber_405224 CubeNumber_571787 CubeNumber_74088 CubeNumber_68921 CubeNumber_1728 CubeNumber_830584 CubeNumber_64 CubeNumber_17576
CubeNumber_157464 CubeNumber_405224 CubeNumber_474552 CubeNumber_343 CubeNumber_27000 CubeNumber_10648 CubeNumber_884736 CubeNumber_8 CubeNumber_474552 CubeNumber_4913
CubeNumber_91125 CubeNumber_328509 CubeNumber_157464 CubeNumber_1000 CubeNumber_274625 CubeNumber_704969 CubeNumber_216000 CubeNumber_50653 CubeNumber_140608 CubeNumber_79507
CubeNumber_1728 CubeNumber_314432 CubeNumber_4096 CubeNumber_117649 CubeNumber_12167 CubeNumber_125000 CubeNumber_46656 CubeNumber_4096 CubeNumber_681472 CubeNumber_551368
temperature__142c temperature__39c temperature__10c temperature__109c temperature__88c temperature__105c temperature__64c temperature__42c temperature__71c temperature__41c
temperature__79c temperature__73c temperature__139c temperature__14c temperature__122c temperature__50c temperature__27c temperature__84c temperature__88c temperature__122c
temperature__124c temperature__53c temperature__26c temperature__95c temperature__108c temperature__50c temperature__137c temperature__36c temperature__30c temperature__50c
temperature__57c temperature__86c temperature__59c temperature__27c temperature__79c temperature__90c temperature__146c temperature__4c temperature__30c temperature__79c
temperature__3c temperature__145c temperature__100c temperature__30c temperature__131c temperature__98c temperature__28c temperature__87c temperature__3c temperature__145c
temperature__139c temperature__129c temperature__24c temperature__39c temperature__22c temperature__85c temperature__31c temperature__73c temperature__82c temperature__31c
temperature__54c temperature__56c temperature__7c temperature__14c temperature__142c temperature__31c temperature__84c temperature__58c temperature__35c temperature__91c
temperature__138c temperature__137c temperature__33c temperature__23c temperature__65c temperature__79c temperature__5c temperature__73c temperature__120c temperature__53c
temperature__3c temperature__39c temperature__35c temperature__27c temperature__100c temperature__147c temperature__26c temperature__23c temperature__144c temperature__140c
temperature__141c temperature__61c temperature__68c temperature__98c temperature__86c temperature__12c temperature__0c temperature__36c temperature__122c temperature__116c
temperature__140c temperature__59c temperature__22c temperature__31c temperature__42c temperature__53c temperature__6c temperature__73c temperature__136c temperature__77c
BinaryNumber_0110010 BinaryNumber_0111111 BinaryNumber_1011110 BinaryNumber_1011111 BinaryNumber_1011110 BinaryNumber_0001101 BinaryNumber_1010001 BinaryNumber_0010110 BinaryNumber_0100111 BinaryNumber_0000100
BinaryNumber_0100100 BinaryNumber_0100100 BinaryNumber_1011010 BinaryNumber_0001100 BinaryNumber_0111111 BinaryNumber_0111010 BinaryNumber_0100111 BinaryNumber_0100000 BinaryNumber_1000110 BinaryNumber_0000011
BinaryNumber_0010010 BinaryNumber_0001011 BinaryNumber_0101111 BinaryNumber_1000110 BinaryNumber_1010101 BinaryNumber_1011011 BinaryNumber_0101100 BinaryNumber_0010111 BinaryNumber_0011110 BinaryNumber_0000100
BinaryNumber_0100010 BinaryNumber_0011001 BinaryNumber_1010111 BinaryNumber_1011000 BinaryNumber_0001010 BinaryNumber_0110000 BinaryNumber_1011001 BinaryNumber_0111011 BinaryNumber_1010110 BinaryNumber_0010100
BinaryNumber_0011110 BinaryNumber_0000101 BinaryNumber_0010111 BinaryNumber_0000101 BinaryNumber_1001110 BinaryNumber_0110001 BinaryNumber_1010101 BinaryNumber_0010000 BinaryNumber_0100011 BinaryNumber_1001000
BinaryNumber_1011000 BinaryNumber_0110010 BinaryNumber_0000100 BinaryNumber_1001011 BinaryNumber_1011011 BinaryNumber_0101000 BinaryNumber_0010011 BinaryNumber_0001001 BinaryNumber_0001110 BinaryNumber_1010011
BinaryNumber_1011010 BinaryNumber_0010000 BinaryNumber_0111011 BinaryNumber_0010000 BinaryNumber_0101000 BinaryNumber_0010010 BinaryNumber_0101100 BinaryNumber_0011010 BinaryNumber_0101000 BinaryNumber_0101011
BinaryNumber_1000010 BinaryNumber_1010111 BinaryNumber_0111010 BinaryNumber_0010001 BinaryNumber_0101110 BinaryNumber_1011101 BinaryNumber_1011001 BinaryNumber_0111110 BinaryNumber_0001001 BinaryNumber_1001010
BinaryNumber_1100011 BinaryNumber_0011101 BinaryNumber_1100000 BinaryNumber_0100010 BinaryNumber_1010110 BinaryNumber_0010100 BinaryNumber_1011110 BinaryNumber_0110111 BinaryNumber_0001011 BinaryNumber_0100101
BinaryNumber_0100000 BinaryNumber_0110101 BinaryNumber_0110001 BinaryNumber_1001000 BinaryNumber_1011111 BinaryNumber_0001111 BinaryNumber_0010001 BinaryNumber_1100000 BinaryNumber_0110100 BinaryNumber_1010110
BinaryNumber_0100000 BinaryNumber_0010000 BinaryNumber_0011110 BinaryNumber_0010101 BinaryNumber_0011100 BinaryNumber_1010011 BinaryNumber_1000001 BinaryNumber_0101000 BinaryNumber_0100010 BinaryNumber_0001011
foolish frail awful jealous gorgeous helpful motionless innocent nice doubtful
hilarious smiling healthy glamorous dull faithful sparkling lazy better aggressive
misty frightened ugly sore joyous cruel repulsive delightful graceful healthy
foolish obnoxious concerned dangerous friendly terrible light impossible depressed cheerful
tender expensive prickly tasty motionless blue-eyed filthy troubled fine grotesque
average super inquisitive filthy good perfect defiant busy wrong terrible
horrible nervous enchanting frightened relieved quaint brainy talented cheerful impossible
average nasty lonely elated combative adventurous light energetic helpful doubtful
black frantic hurt envious angry faithful odd blushing bored panicky
easy busy important smiling selfish foolish black cruel tasty poor
famous dead odd careful zealous scary witty helpless ugliest defeated
Acerola Grape Avocado Pomelo Plum Orange Cashew Passionfruit Date Acerola
Pomegranate Quince Mulberry Cherimoya Huckleberry Fig Prune Ximenia Lychee Avocado
Redcurrant Blueberry Plum Satsuma Canistel Date Feijoa Cantaloupe Tayberry Plantain
Jostaberry Açaí Canistel Tangerine Salak Mandarine Fig Raspberry Loquat Salak
Currant Boysenberry Satsuma Abiu Rambutan  Currant Mango Açaí Pineapple Durian
Tangelo Cashew Strawberry Blackberry Jackfruit Strawberry Pomelo Jujube Strawberry Soursop
Kumquat Plantain Loganberry Honeydew Prune Cherry Pear Nectarine Currant Tangerine
Loganberry Feijoa Strawberry Loganberry Plum Pineapple Loquat Araza Ackee Abiu
Orange Boysenberry Currant Akebi Lulo Banana Tamarillo Cempedak Sapodilla Avocado
Plum Banana Cherry Honeydew Huckleberry Salak Cranberry Acerola Huckleberry Passionfruit
Pawpaw Honeydew Loganberry Grape Açaí Pomelo Pawpaw Elderberry Prune Blackcurrant
