weary spotless wicked uninterested dizzy scary quaint bloody uptight graceful
BinaryNumber_0101010 BinaryNumber_0101110 BinaryNumber_0100101 BinaryNumber_0101000 BinaryNumber_1011011 BinaryNumber_0110001 BinaryNumber_1001001 BinaryNumber_0010111 BinaryNumber_1000110 BinaryNumber_0011010
BinaryNumber_0010111 BinaryNumber_0111011 BinaryNumber_0011011 BinaryNumber_0100110 BinaryNumber_1001101 BinaryNumber_0111010 BinaryNumber_0101111 BinaryNumber_0100100 BinaryNumber_1010110 BinaryNumber_0000101
BinaryNumber_0000101 BinaryNumber_0110110 BinaryNumber_1001110 BinaryNumber_0110101 BinaryNumber_1011110 BinaryNumber_1000100 BinaryNumber_0001100 BinaryNumber_1001010 BinaryNumber_1011101 BinaryNumber_0110001
BinaryNumber_0101111 BinaryNumber_0010111 BinaryNumber_0001000 BinaryNumber_0011010 BinaryNumber_0101110 BinaryNumber_1011111 BinaryNumber_1000111 BinaryNumber_0100011 BinaryNumber_0101011 BinaryNumber_0101111
15:43 21:38 21:21 16:40 22:51 15:55 17:30 13:25 22:46 10:23
18:11 11:39 17:23 19:19 23:21 13:24 13:59 13:59 10:44 13:32
17:17 12:51 11:18 17:27 11:55 22:38 21:16 23:27 23:33 17:32
20:21 10:18 22:28 17:47 22:25 21:23 11:30 20:35 14:49 13:33
22:52 19:46 11:49 20:40 17:18 17:43 21:29 17:10 18:37 19:35
13:29 22:56 11:57 10:21 14:29 13:20 17:38 16:34 12:58 14:53
23:16 17:29 12:56 18:59 12:58 11:12 13:36 16:53 19:47 16:19
12:18 12:42 10:35 10:21 22:56 11:58 13:55 13:58 14:53 15:10
18:59 11:56 12:55 12:24 18:19 15:23 11:10 12:26 13:30 20:41
11:56 16:58 16:51 13:57 22:36 22:12 19:12 21:26 20:10 13:17
14:30 17:46 14:27 23:47 13:44 11:25 22:10 22:37 22:16 19:33
