MediumSpringGreen VioletRed DarkOrange Indigo LightSlateBlue MediumTurquoise DarkKhaki Honeydew HotPink Red
BinaryNumber_0010001 BinaryNumber_0111001 BinaryNumber_1011011 BinaryNumber_1001010 BinaryNumber_0101110 BinaryNumber_0101000 BinaryNumber_0100001 BinaryNumber_0100001 BinaryNumber_1011001 BinaryNumber_0001110
SquareNumber_81 SquareNumber_256 SquareNumber_196 SquareNumber_5929 SquareNumber_729 SquareNumber_4225 SquareNumber_400 SquareNumber_225 SquareNumber_9801 SquareNumber_3249
SquareNumber_676 SquareNumber_6724 SquareNumber_196 SquareNumber_324 SquareNumber_6241 SquareNumber_1444 SquareNumber_4489 SquareNumber_9801 SquareNumber_5929 SquareNumber_1296
SquareNumber_9409 SquareNumber_1521 SquareNumber_6084 SquareNumber_7569 SquareNumber_3481 SquareNumber_2809 SquareNumber_9604 SquareNumber_4096 SquareNumber_1936 SquareNumber_16
SquareNumber_9 SquareNumber_9025 SquareNumber_225 SquareNumber_5041 SquareNumber_5776 SquareNumber_3481 SquareNumber_9 SquareNumber_3481 SquareNumber_8464 SquareNumber_3844
SquareNumber_4489 SquareNumber_7744 SquareNumber_1600 SquareNumber_1089 SquareNumber_4761 SquareNumber_4489 SquareNumber_2500 SquareNumber_1936 SquareNumber_2601 SquareNumber_2401
SquareNumber_6084 SquareNumber_1849 SquareNumber_4900 SquareNumber_256 SquareNumber_5625 SquareNumber_1600 SquareNumber_6241 SquareNumber_441 SquareNumber_36 SquareNumber_576
SquareNumber_36 SquareNumber_900 SquareNumber_2304 SquareNumber_2601 SquareNumber_1024 SquareNumber_8281 SquareNumber_2401 SquareNumber_7921 SquareNumber_36 SquareNumber_4624
SquareNumber_1444 SquareNumber_1600 SquareNumber_9801 SquareNumber_3969 SquareNumber_8281 SquareNumber_1600 SquareNumber_1936 SquareNumber_9604 SquareNumber_3844 SquareNumber_4761
SquareNumber_2916 SquareNumber_729 SquareNumber_1444 SquareNumber_1849 SquareNumber_5929 SquareNumber_6084 SquareNumber_5041 SquareNumber_1225 SquareNumber_4225 SquareNumber_484
SquareNumber_625 SquareNumber_25 SquareNumber_841 SquareNumber_16 SquareNumber_6561 SquareNumber_5776 SquareNumber_2209 SquareNumber_8281 SquareNumber_4624 SquareNumber_1225
SquareNumber_25 SquareNumber_3249 SquareNumber_1225 SquareNumber_8100 SquareNumber_1849 SquareNumber_529 SquareNumber_2025 SquareNumber_8100 SquareNumber_2809 SquareNumber_1521
drab wrong cooperative impossible combative vivacious breakable inquisitive odd anxious
frail gentle horrible eager ashamed lazy rich cautious frantic average
charming jolly gifted jittery wide-eyed famous tame easy wicked rich
comfortable zealous envious angry difficult frantic bewildered super jittery awful
homely upset plain nervous old-fashioned sparkling graceful disturbed thoughtful repulsive
splendid blue-eyed hurt black bright cruel nutty bored charming alive
disgusted delightful difficult nutty encouraging distinct frightened itchy foolish wicked
uninterested upset enchanting brainy open smiling dizzy inexpensive impossible naughty
annoying fine troubled gentle healthy elegant mysterious scary talented easy
nutty dark beautiful dull zealous blue-eyed hilarious weary joyous jealous
light misty amused itchy black expensive witty homely glamorous outrageous
Loquat Sapote Salak Orange Pomelo Nectarine Raspberry Sapote Feijoa Currant
Araza Pear Fig Orange Marionberry Loganberry Pineberry Kiwano Tamarind Loquat
Mandarine Cherimoya Cempedak Prune Bilberry Plantain Yuzu Mulberry Loquat Rambutan 
Feijoa Ximenia Kiwifruit Breadfruit Cherimoya Raisin Grape Mango Kiwifruit Durian
Loganberry Avocado Ackee Ximenia Watermelon Avocado Pineberry Loganberry Tayberry Sapote
Persimmon Abiu Feijoa Redcurrant Redcurrant Loganberry Cempedak Breadfruit Blackcurrant Loquat
Honeyberry Salak Coconut Peach Strawberry Salak Salak Canistel Salmonberry Nectarine
Pear Satsuma Date Orange Grape Persimmon Tangerine Kiwano Kiwifruit Mangosteen
Watermelon Watermelon Araza Boysenberry Pineberry Papaya Cranberry Tayberry Cempedak Tamarind
Rambutan  Plum Tangerine Pineapple Raisin Lychee Blackberry Watermelon Nance Mandarine
Cherimoya Sapote Grape Loquat Bilberry Feijoa Araza Nance Boysenberry Tamarillo
