gentle homely alive ill precious tender concerned clear cute agreeable
temperature__112c temperature__140c temperature__26c temperature__108c temperature__118c temperature__28c temperature__120c temperature__4c temperature__2c temperature__100c
temperature__57c temperature__74c temperature__118c temperature__34c temperature__147c temperature__98c temperature__118c temperature__47c temperature__105c temperature__12c
temperature__87c temperature__0c temperature__137c temperature__52c temperature__53c temperature__5c temperature__52c temperature__139c temperature__5c temperature__21c
temperature__148c temperature__0c temperature__52c temperature__78c temperature__70c temperature__8c temperature__132c temperature__27c temperature__120c temperature__93c
temperature__65c temperature__132c temperature__90c temperature__42c temperature__116c temperature__0c temperature__122c temperature__144c temperature__140c temperature__122c
BinaryNumber_0010110 BinaryNumber_0000110 BinaryNumber_0000111 BinaryNumber_0111010 BinaryNumber_0010001 BinaryNumber_0101100 BinaryNumber_0111001 BinaryNumber_1001001 BinaryNumber_0001110 BinaryNumber_1100010
BinaryNumber_0011010 BinaryNumber_0001011 BinaryNumber_1000100 BinaryNumber_0001001 BinaryNumber_0000110 BinaryNumber_0000000 BinaryNumber_0001111 BinaryNumber_0101101 BinaryNumber_0000111 BinaryNumber_0110111
BinaryNumber_0011010 BinaryNumber_0011100 BinaryNumber_0000101 BinaryNumber_0011110 BinaryNumber_0011100 BinaryNumber_1000101 BinaryNumber_0111011 BinaryNumber_0010010 BinaryNumber_0110111 BinaryNumber_1000101
BinaryNumber_0011110 BinaryNumber_0101101 BinaryNumber_1010011 BinaryNumber_1011011 BinaryNumber_0010111 BinaryNumber_1001001 BinaryNumber_1100000 BinaryNumber_0100001 BinaryNumber_0001110 BinaryNumber_0000100
BinaryNumber_1100010 BinaryNumber_0001101 BinaryNumber_0000000 BinaryNumber_1000000 BinaryNumber_1001100 BinaryNumber_1011000 BinaryNumber_0101010 BinaryNumber_0001101 BinaryNumber_0110011 BinaryNumber_0100000
BinaryNumber_0010011 BinaryNumber_1100000 BinaryNumber_0101101 BinaryNumber_0101010 BinaryNumber_0000100 BinaryNumber_0111011 BinaryNumber_0000001 BinaryNumber_0111100 BinaryNumber_0111001 BinaryNumber_0101010
BinaryNumber_1001000 BinaryNumber_1010011 BinaryNumber_0001000 BinaryNumber_0000100 BinaryNumber_1010000 BinaryNumber_0001011 BinaryNumber_0100101 BinaryNumber_0110111 BinaryNumber_1010100 BinaryNumber_0010101
BinaryNumber_1011100 BinaryNumber_1010000 BinaryNumber_1010001 BinaryNumber_0111101 BinaryNumber_1100010 BinaryNumber_1000110 BinaryNumber_1010000 BinaryNumber_0110110 BinaryNumber_0000000 BinaryNumber_0000000
BinaryNumber_0100000 BinaryNumber_1011111 BinaryNumber_0111001 BinaryNumber_0110001 BinaryNumber_1011000 BinaryNumber_1011111 BinaryNumber_0101111 BinaryNumber_0110100 BinaryNumber_0010000 BinaryNumber_0001011
BinaryNumber_0101001 BinaryNumber_0000000 BinaryNumber_1011000 BinaryNumber_0000010 BinaryNumber_0111011 BinaryNumber_1000110 BinaryNumber_1000010 BinaryNumber_0100010 BinaryNumber_1000010 BinaryNumber_0001100
BinaryNumber_0110010 BinaryNumber_0111101 BinaryNumber_1011101 BinaryNumber_0101100 BinaryNumber_0001010 BinaryNumber_1010010 BinaryNumber_1011100 BinaryNumber_0100110 BinaryNumber_0101011 BinaryNumber_1001001
