genre folk reggae musicology club lyrics chorus oboe chaconne dance
BinaryNumber_0011011 BinaryNumber_0010001 BinaryNumber_0001010 BinaryNumber_0100100 BinaryNumber_0101010 BinaryNumber_1010010 BinaryNumber_1000001 BinaryNumber_1010101 BinaryNumber_0010111 BinaryNumber_0110000
BinaryNumber_0111000 BinaryNumber_1001000 BinaryNumber_0100111 BinaryNumber_0010010 BinaryNumber_0000110 BinaryNumber_1000101 BinaryNumber_0001010 BinaryNumber_0110110 BinaryNumber_1000110 BinaryNumber_0000011
BinaryNumber_1001100 BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_0001011 BinaryNumber_0100001 BinaryNumber_0100011 BinaryNumber_0001101 BinaryNumber_0101101 BinaryNumber_1010011 BinaryNumber_1011110
BinaryNumber_0101101 BinaryNumber_1010110 BinaryNumber_0101111 BinaryNumber_1011000 BinaryNumber_0010001 BinaryNumber_0011110 BinaryNumber_0110010 BinaryNumber_0101001 BinaryNumber_0011001 BinaryNumber_0111100
temperature__31c temperature__4c temperature__42c temperature__78c temperature__142c temperature__41c temperature__122c temperature__74c temperature__2c temperature__54c
temperature__145c temperature__68c temperature__8c temperature__34c temperature__124c temperature__35c temperature__5c temperature__87c temperature__53c temperature__84c
temperature__12c temperature__109c temperature__4c temperature__73c temperature__71c temperature__3c temperature__57c temperature__41c temperature__17c temperature__61c
temperature__41c temperature__3c temperature__144c temperature__52c temperature__93c temperature__63c temperature__34c temperature__59c temperature__116c temperature__30c
temperature__108c temperature__33c temperature__0c temperature__116c temperature__22c temperature__142c temperature__24c temperature__87c temperature__63c temperature__112c
temperature__61c temperature__69c temperature__116c temperature__64c temperature__146c temperature__8c temperature__58c temperature__16c temperature__57c temperature__4c
temperature__47c temperature__26c temperature__54c temperature__98c temperature__8c temperature__116c temperature__82c temperature__58c temperature__86c temperature__63c
temperature__70c temperature__84c temperature__23c temperature__148c temperature__58c temperature__139c temperature__33c temperature__136c temperature__139c temperature__108c
temperature__147c temperature__41c temperature__84c temperature__2c temperature__139c temperature__27c temperature__95c temperature__54c temperature__74c temperature__130c
temperature__36c temperature__50c temperature__50c temperature__4c temperature__88c temperature__95c temperature__88c temperature__123c temperature__86c temperature__56c
temperature__24c temperature__147c temperature__5c temperature__77c temperature__3c temperature__144c temperature__33c temperature__131c temperature__10c temperature__59c
