Nance Mulberry Currant Huckleberry Cherimoya Plantain Acerola Pomegranate Redcurrant Mandarine
BinaryNumber_1011001 BinaryNumber_1001100 BinaryNumber_0010011 BinaryNumber_1010111 BinaryNumber_1010111 BinaryNumber_1000001 BinaryNumber_0101010 BinaryNumber_0000000 BinaryNumber_0000010 BinaryNumber_0001100
BinaryNumber_0000101 BinaryNumber_0110001 BinaryNumber_0010111 BinaryNumber_1001110 BinaryNumber_0011010 BinaryNumber_0011101 BinaryNumber_1010110 BinaryNumber_0111000 BinaryNumber_0000011 BinaryNumber_0111110
BinaryNumber_1011010 BinaryNumber_1100010 BinaryNumber_1010100 BinaryNumber_0110011 BinaryNumber_0110011 BinaryNumber_0100111 BinaryNumber_1100010 BinaryNumber_1100011 BinaryNumber_0110000 BinaryNumber_1100011
BinaryNumber_0110111 BinaryNumber_1000110 BinaryNumber_1010100 BinaryNumber_0110101 BinaryNumber_0010111 BinaryNumber_0011101 BinaryNumber_1011000 BinaryNumber_0000111 BinaryNumber_0110111 BinaryNumber_1011010
BinaryNumber_1001101 BinaryNumber_1001011 BinaryNumber_1000000 BinaryNumber_1010000 BinaryNumber_0000111 BinaryNumber_0001111 BinaryNumber_0110010 BinaryNumber_0111100 BinaryNumber_0001011 BinaryNumber_1001010
temperature__138c temperature__136c temperature__40c temperature__139c temperature__41c temperature__5c temperature__144c temperature__22c temperature__27c temperature__120c
temperature__148c temperature__14c temperature__126c temperature__5c temperature__23c temperature__65c temperature__145c temperature__112c temperature__49c temperature__74c
temperature__136c temperature__95c temperature__130c temperature__31c temperature__78c temperature__26c temperature__23c temperature__70c temperature__56c temperature__146c
temperature__78c temperature__79c temperature__17c temperature__74c temperature__111c temperature__31c temperature__47c temperature__28c temperature__12c temperature__49c
temperature__147c temperature__0c temperature__49c temperature__108c temperature__35c temperature__28c temperature__50c temperature__82c temperature__44c temperature__3c
temperature__95c temperature__36c temperature__140c temperature__73c temperature__58c temperature__3c temperature__144c temperature__64c temperature__26c temperature__118c
temperature__90c temperature__36c temperature__73c temperature__53c temperature__56c temperature__136c temperature__138c temperature__140c temperature__148c temperature__95c
temperature__59c temperature__82c temperature__12c temperature__31c temperature__68c temperature__14c temperature__64c temperature__85c temperature__58c temperature__74c
temperature__5c temperature__8c temperature__64c temperature__88c temperature__92c temperature__40c temperature__71c temperature__126c temperature__51c temperature__111c
temperature__100c temperature__85c temperature__34c temperature__30c temperature__28c temperature__137c temperature__148c temperature__132c temperature__50c temperature__141c
temperature__17c temperature__136c temperature__54c temperature__120c temperature__21c temperature__46c temperature__56c temperature__141c temperature__93c temperature__59c
