biped bear chordate metazoan eukaryotic livestock raccoon farming zoology tiger
temperature__130c temperature__21c temperature__44c temperature__16c temperature__42c temperature__120c temperature__118c temperature__118c temperature__147c temperature__87c
temperature__31c temperature__84c temperature__137c temperature__22c temperature__0c temperature__126c temperature__123c temperature__87c temperature__16c temperature__7c
12:23 15:20 15:28 14:29 14:34 17:11 21:45 17:16 11:11 12:48
19:22 17:31 22:40 23:56 16:34 20:26 17:41 17:12 10:17 14:40
15:20 11:20 12:43 10:12 22:21 19:17 20:32 19:49 14:27 19:48
14:41 14:40 22:35 23:22 21:36 18:32 17:44 23:12 21:19 14:49
17:51 13:12 13:12 13:55 10:10 23:29 16:31 19:53 17:24 20:21
13:51 16:35 22:30 22:30 19:30 11:45 10:40 14:19 22:53 15:46
18:21 23:38 23:36 15:51 12:11 22:23 23:20 21:20 23:49 14:46
12:27 11:25 20:33 18:11 23:26 15:52 22:43 22:40 11:22 10:30
22:54 19:53 10:48 13:39 13:29 15:57 12:21 12:24 21:44 12:39
20:44 21:40 20:47 14:30 21:48 14:39 16:48 10:37 18:53 15:16
14:35 14:53 15:28 17:26 18:47 13:34 17:54 13:36 20:36 21:35
Cyan CadetBlue Fuchsia DarkOrange DarkCyan Thistle LemonChiffon Orange NavajoWhite Snow
Lavender SteelBlue DarkCyan LightCoral Yellow LightPink Khaki LightGoldenrodYellow Black Orange
MediumVioletRed Linen LemonChiffon Bisque BlanchedAlmond Fuchsia DarkGreen Olive DarkRed PaleVioletRed
IndianRed DarkRed Maroon DarkGoldenrod Goldenrod Sienna LawnGreen Purple FloralWhite Purple
Gray MintCream LightCyan LightGoldenrod Yellow RosyBrown LavenderBlush LightSteelBlue Cornsilk DarkGray
DarkKhaki WhiteSmoke Firebrick DarkOrchid SlateGray MidnightBlue Linen LemonChiffon Brown DarkOrange
OldLace DarkGoldenrod Maroon RoyalBlue Moccasin Moccasin LightCoral Chocolate MediumOrchid Violet
DarkBlue LightCyan LightSlateGray PowderBlue LightGray Beige RosyBrown Snow PaleTurquoise Coral
LightBlue Ivory NavajoWhite DarkViolet DarkFuchsia IndianRed PowderBlue Lavender Salmon LightCoral
OliveDrab SkyBlue NavajoWhite Lime Gray CornflowerBlue DarkCyan MediumSlateBlue RosyBrown Chartreuse
Tomato PaleTurquoise DarkOrange Bisque MediumSlateBlue DarkRed Orchid LightYellow Azure LightYellow
Pons Trachea Lymphaticvessel Midbrain Capillaries Placenta Pharynx Fallopiantubes Cornea Brain
Bronchi Ileum Heart Cerebrum Cervix Spinalnerves Pons Ileum Arteries Cecum
Ligaments Pancreas Sensoryorgans Esophagus Innerear Tastebuds Pons Ileum Mouth Smallintestine
Duodenum Lymphaticvessel Capillaries Lymphaticvessel Cochlea Outerear Cerebrum Trachea Pons Bronchi
Middleear Mouth Pons Joints Brain Midbrain Kidneys Capillaries Lymphaticvessel Bone 
Cerebellum Tongue Placenta Ganglia Cranialnerves Larynx Heart Cranialnerves Cochlea Veins
Bone  Brain Clitoris Trachea Vagina Lungs Brain Muscle Urethra Spleen
Cerebellum Bladder Uterus Placenta Bronchi Cerebrum Cerebrum Stomach Ovaries Analcanal
Tonsils Ileum Lens Middleear Earlobe Jejunum Cecum Interstitium Earlobe Liver
Arteries Largeintestine Bone  Trachea Innerear Analcanal Rectum Rectum Pancreas Trachea
Ligaments Hypothalamus Duodenum Vulva Arteries Esophagus Ureter Thymus Muscle Lymphaticvessel
