MediumBlue LimeGreen Lavender NavajoWhite Salmon Crimson DarkCyan MediumOrchid Maroon DarkSalmon
BinaryNumber_0101100 BinaryNumber_0110101 BinaryNumber_0111001 BinaryNumber_1011100 BinaryNumber_0000000 BinaryNumber_0111101 BinaryNumber_0011110 BinaryNumber_1010011 BinaryNumber_0011010 BinaryNumber_1010000
BinaryNumber_0010111 BinaryNumber_0101111 BinaryNumber_0110000 BinaryNumber_0110011 BinaryNumber_0010000 BinaryNumber_1010111 BinaryNumber_0110110 BinaryNumber_0001011 BinaryNumber_1100010 BinaryNumber_1001000
BinaryNumber_0000101 BinaryNumber_1010000 BinaryNumber_0001110 BinaryNumber_1010111 BinaryNumber_0001101 BinaryNumber_0111001 BinaryNumber_0011001 BinaryNumber_0110011 BinaryNumber_0110110 BinaryNumber_0010100
BinaryNumber_1000011 BinaryNumber_0101001 BinaryNumber_0101100 BinaryNumber_0100011 BinaryNumber_1011001 BinaryNumber_0110111 BinaryNumber_1011111 BinaryNumber_0100101 BinaryNumber_1011000 BinaryNumber_0000100
BinaryNumber_1100011 BinaryNumber_0001001 BinaryNumber_0111011 BinaryNumber_1010111 BinaryNumber_0101000 BinaryNumber_1000001 BinaryNumber_1011100 BinaryNumber_1010100 BinaryNumber_0101010 BinaryNumber_1100010
BinaryNumber_1001001 BinaryNumber_0101001 BinaryNumber_1011001 BinaryNumber_0000111 BinaryNumber_1001000 BinaryNumber_1010010 BinaryNumber_0010011 BinaryNumber_1000111 BinaryNumber_0110001 BinaryNumber_1100011
BinaryNumber_0101000 BinaryNumber_0100010 BinaryNumber_0000000 BinaryNumber_0100000 BinaryNumber_0111001 BinaryNumber_0101100 BinaryNumber_1011110 BinaryNumber_1010100 BinaryNumber_0011000 BinaryNumber_0000100
BinaryNumber_0010000 BinaryNumber_1010010 BinaryNumber_1100000 BinaryNumber_0100011 BinaryNumber_0111101 BinaryNumber_0110101 BinaryNumber_0101110 BinaryNumber_0100001 BinaryNumber_0111011 BinaryNumber_0001111
BinaryNumber_0100111 BinaryNumber_0010110 BinaryNumber_1100010 BinaryNumber_1000101 BinaryNumber_0000111 BinaryNumber_1011001 BinaryNumber_0111000 BinaryNumber_1011101 BinaryNumber_0101101 BinaryNumber_0011001
BinaryNumber_0111000 BinaryNumber_1011000 BinaryNumber_1000111 BinaryNumber_1000110 BinaryNumber_0111111 BinaryNumber_1000001 BinaryNumber_0000100 BinaryNumber_1001111 BinaryNumber_0011100 BinaryNumber_0011001
BinaryNumber_0001101 BinaryNumber_0001111 BinaryNumber_0010101 BinaryNumber_0101000 BinaryNumber_0011101 BinaryNumber_0001101 BinaryNumber_1011010 BinaryNumber_0111100 BinaryNumber_0101100 BinaryNumber_0100110
CubeNumber_614125 CubeNumber_32768 CubeNumber_24389 CubeNumber_148877 CubeNumber_13824 CubeNumber_328509 CubeNumber_74088 CubeNumber_35937 CubeNumber_29791 CubeNumber_85184
CubeNumber_8000 CubeNumber_804357 CubeNumber_79507 CubeNumber_27000 CubeNumber_32768 CubeNumber_8 CubeNumber_456533 CubeNumber_42875 CubeNumber_343 CubeNumber_85184
CubeNumber_64000 CubeNumber_1331 CubeNumber_64000 CubeNumber_592704 CubeNumber_21952 CubeNumber_287496 CubeNumber_21952 CubeNumber_12167 CubeNumber_39304 CubeNumber_19683
CubeNumber_2197 CubeNumber_405224 CubeNumber_912673 CubeNumber_216000 CubeNumber_140608 CubeNumber_21952 CubeNumber_551368 CubeNumber_328509 CubeNumber_493039 CubeNumber_125000
CubeNumber_636056 CubeNumber_9261 CubeNumber_778688 CubeNumber_12167 CubeNumber_421875 CubeNumber_140608 CubeNumber_389017 CubeNumber_59319 CubeNumber_373248 CubeNumber_175616
CubeNumber_681472 CubeNumber_238328 CubeNumber_2197 CubeNumber_205379 CubeNumber_274625 CubeNumber_140608 CubeNumber_3375 CubeNumber_97336 CubeNumber_85184 CubeNumber_85184
CubeNumber_343 CubeNumber_571787 CubeNumber_421875 CubeNumber_389017 CubeNumber_12167 CubeNumber_373248 CubeNumber_405224 CubeNumber_4096 CubeNumber_238328 CubeNumber_42875
CubeNumber_343 CubeNumber_729 CubeNumber_884736 CubeNumber_912673 CubeNumber_125000 CubeNumber_29791 CubeNumber_287496 CubeNumber_13824 CubeNumber_343000 CubeNumber_64
CubeNumber_125 CubeNumber_1331 CubeNumber_830584 CubeNumber_19683 CubeNumber_6859 CubeNumber_27000 CubeNumber_804357 CubeNumber_884736 CubeNumber_830584 CubeNumber_27000
CubeNumber_729 CubeNumber_85184 CubeNumber_185193 CubeNumber_531441 CubeNumber_300763 CubeNumber_830584 CubeNumber_474552 CubeNumber_216 CubeNumber_512000 CubeNumber_15625
CubeNumber_110592 CubeNumber_17576 CubeNumber_729000 CubeNumber_438976 CubeNumber_474552 CubeNumber_29791 CubeNumber_8 CubeNumber_8 CubeNumber_6859 CubeNumber_125
Midbrain Ganglia Mouth Pharynx Tendons Tongue Interstitium Bronchi Ear Sensoryorgans
Penis Clitoris Uterus Scrotum Midbrain Thymus Spinalnerves Pancreas Capillaries Analcanal
Vulva Eye Tonsils Stomach Cerebellum Smallintestine Spleen skeleton Veins Stomach
Stomach Iris Ganglia Cornea Clitoris Kidneys Veins Teeth Heart Tongue
Pons Spleen Cecum Midbrain Larynx Sensoryorgans Ureter Urethra Tastebuds Urethra
Innerear Esophagus Tongue Bone  Iris Cranialnerves Rectum Tongue Esophagus Innerear
Esophagus Lungs Cervix Eardrum Ureter Innerear skeleton Tastebuds Mouth Bone 
Interstitium Hypothalamus Outerear Teeth Interstitium Thymus Earlobe Iris Clitoris Jejunum
Tongue Ileum Cornea Uterus Vagina Ovaries Mouth Cochlea Lips Penis
Analcanal Nerves Mesentery Tongue Mesentery Tastebuds Brain Pancreas Lens Lens
Tonsils Ligaments Tastebuds Veins Jejunum Bone  Tonsils Joints Ligaments Duodenum
pc game ibook mobile cybertechnology server machinecode digitalcommunication sliderule data
mobile computerscience algorithm computing diskette digital integratedcircuit antivirus tablet desktoppcs
turingmachine laptopcomputer supercomputer abacus data data daw turingmachine proprietary data
downloader electromechanical computerprogramming smartphone machines desktop antivirus abacus tablet dataconverter
daw electronics bit microcomputer personalcomputer computerprogramming keyboard eniac mechanicalcomputer desktopcomputer
visualdisplayunit mobile calculator microcomputer vacuumtube machine camera desktop digital algorithm
antivirus peripheral device information calculator personalcomputer monitor digitalcommunication programmer antivirus
centralprocessing unit automation inputdevice supercomputer cyber incompatible information digitalcomputer desktopcomputer automation
electrical microprocessor cyber programming imac turingmachine hardware analogcomputer monitor laptopcomputer
android cpu cyber xbox proprietary office pc dataconverter computerhardware incompatible
router turingmachine virtualreality tablet calculator laptop analogcomputer electrical desktopcomputer machines
movie atmosphere subtonic bar symphonic saxophone bassline melodies cadence orchestra
madrigal maps festival tonic banjo metal favorite singers musical pizzicato
euphony musicality double bass flute gospel cello bugle visual reggae percussion
techno solmizate talk single key harpsichord fermata movies record violoncello
lights sforzando cello poetry monophony pitch lute tuba fugue wagner
chorus bugle label clarion madrigal theatre harmony metal texture label
tongue medicine cello ragtime noise playlists folk funk tuba jazzfunk
record tune motif voice mp3s musical tonic vibe soundtracks clarion
graphics writing bluegrass cello muse voice bhangra polyphony rhythm modulate
bugle movie gospel symphonic rhythm concerts bpm podcast blues atmosphere
rock score improvisation culture opera sound subtonic metre musicians literature
