black bright encouraging gleaming nasty nervous courageous helpless concerned defiant
temperature__109c temperature__52c temperature__88c temperature__139c temperature__131c temperature__93c temperature__30c temperature__28c temperature__7c temperature__2c
temperature__123c temperature__109c temperature__7c temperature__86c temperature__6c temperature__126c temperature__0c temperature__93c temperature__91c temperature__40c
BinaryNumber_0111110 BinaryNumber_1001011 BinaryNumber_1001111 BinaryNumber_0100110 BinaryNumber_0100100 BinaryNumber_0110111 BinaryNumber_0000101 BinaryNumber_0000100 BinaryNumber_0001111 BinaryNumber_1001011
BinaryNumber_1010101 BinaryNumber_0001010 BinaryNumber_1010101 BinaryNumber_1001111 BinaryNumber_0001010 BinaryNumber_0101111 BinaryNumber_0000001 BinaryNumber_0001111 BinaryNumber_0110010 BinaryNumber_1001111
BinaryNumber_1100010 BinaryNumber_1000001 BinaryNumber_0101111 BinaryNumber_0111111 BinaryNumber_0100101 BinaryNumber_0001001 BinaryNumber_0100011 BinaryNumber_0110001 BinaryNumber_1100001 BinaryNumber_0111000
BinaryNumber_1001010 BinaryNumber_0001100 BinaryNumber_0110101 BinaryNumber_1000100 BinaryNumber_0011000 BinaryNumber_0001011 BinaryNumber_1100010 BinaryNumber_1001010 BinaryNumber_0110011 BinaryNumber_0011000
BinaryNumber_0111001 BinaryNumber_0010001 BinaryNumber_0110101 BinaryNumber_0100111 BinaryNumber_0100111 BinaryNumber_0100111 BinaryNumber_1000000 BinaryNumber_1011011 BinaryNumber_1001011 BinaryNumber_0000110
BinaryNumber_0011101 BinaryNumber_0011100 BinaryNumber_1000100 BinaryNumber_0011000 BinaryNumber_0000100 BinaryNumber_0101110 BinaryNumber_1010000 BinaryNumber_1100010 BinaryNumber_1100011 BinaryNumber_0111011
BinaryNumber_0000100 BinaryNumber_1001001 BinaryNumber_0001101 BinaryNumber_0000011 BinaryNumber_1010000 BinaryNumber_0001010 BinaryNumber_0110000 BinaryNumber_0110111 BinaryNumber_0101001 BinaryNumber_0101100
BinaryNumber_1011000 BinaryNumber_0000011 BinaryNumber_0101110 BinaryNumber_0100111 BinaryNumber_0011010 BinaryNumber_1100011 BinaryNumber_0101000 BinaryNumber_1010011 BinaryNumber_0110101 BinaryNumber_1010001
BinaryNumber_0111110 BinaryNumber_0001001 BinaryNumber_0110000 BinaryNumber_0011100 BinaryNumber_0010011 BinaryNumber_0011110 BinaryNumber_0110001 BinaryNumber_1011100 BinaryNumber_1000001 BinaryNumber_0000010
BinaryNumber_1000100 BinaryNumber_0100000 BinaryNumber_0101010 BinaryNumber_1010011 BinaryNumber_1000110 BinaryNumber_1010100 BinaryNumber_1000001 BinaryNumber_0011001 BinaryNumber_0101100 BinaryNumber_1001101
BinaryNumber_0011111 BinaryNumber_1100000 BinaryNumber_0001110 BinaryNumber_1001101 BinaryNumber_0100110 BinaryNumber_1000100 BinaryNumber_0100101 BinaryNumber_0111011 BinaryNumber_0001101 BinaryNumber_1100000
13:33 23:47 18:48 17:19 19:23 14:40 22:39 10:29 22:12 12:15
23:45 22:24 17:46 13:22 17:56 21:53 12:24 17:38 10:45 18:37
18:44 19:28 12:28 14:45 18:15 12:57 23:12 10:39 12:19 22:14
16:12 22:52 21:23 15:42 21:38 22:56 21:20 13:58 15:16 17:49
10:38 20:26 21:56 13:14 11:54 15:47 11:30 15:12 18:34 16:47
13:12 23:41 12:47 22:12 14:17 12:18 22:22 22:21 14:28 10:44
14:40 11:21 12:45 15:16 23:35 19:31 18:10 14:28 15:49 16:25
15:41 16:13 15:25 12:37 16:36 21:53 19:19 14:43 10:24 19:43
19:16 16:59 17:11 19:10 11:23 23:30 15:14 22:14 23:59 22:12
16:40 19:45 13:41 21:41 17:24 20:57 14:15 12:30 23:46 12:58
21:17 18:21 15:32 21:39 19:32 10:44 20:49 16:10 10:52 10:27
