LightPink Cornsilk MediumPurple LightYellow Moccasin LightGoldenrodYellow DarkSeaGreen LightSteelBlue Cyan IndianRed
metazoan dogs insectivore bobcat hourse epizootic octopuses rabbit insect iguana
temperature__118c temperature__28c temperature__90c temperature__34c temperature__24c temperature__49c temperature__69c temperature__0c temperature__11c temperature__119c
temperature__35c temperature__12c temperature__0c temperature__147c temperature__7c temperature__49c temperature__87c temperature__88c temperature__106c temperature__22c
temperature__46c temperature__36c temperature__5c temperature__23c temperature__73c temperature__33c temperature__108c temperature__41c temperature__91c temperature__129c
temperature__11c temperature__69c temperature__39c temperature__50c temperature__64c temperature__65c temperature__36c temperature__50c temperature__5c temperature__64c
temperature__21c temperature__21c temperature__47c temperature__30c temperature__64c temperature__14c temperature__124c temperature__131c temperature__4c temperature__140c
temperature__141c temperature__31c temperature__112c temperature__27c temperature__73c temperature__27c temperature__11c temperature__93c temperature__126c temperature__122c
temperature__116c temperature__136c temperature__124c temperature__40c temperature__64c temperature__49c temperature__69c temperature__112c temperature__105c temperature__24c
temperature__144c temperature__6c temperature__36c temperature__71c temperature__120c temperature__22c temperature__123c temperature__64c temperature__44c temperature__61c
temperature__40c temperature__82c temperature__84c temperature__2c temperature__132c temperature__23c temperature__122c temperature__79c temperature__59c temperature__65c
temperature__118c temperature__124c temperature__91c temperature__63c temperature__50c temperature__93c temperature__12c temperature__109c temperature__14c temperature__40c
temperature__3c temperature__140c temperature__122c temperature__120c temperature__138c temperature__36c temperature__56c temperature__30c temperature__7c temperature__68c
