playing musicology improvisation solmizate lyric time percussion modulate artist theatre
HotPink AliceBlue Turquoise WhiteSmoke GhostWhite GhostWhite DarkOrange VioletRed NavajoWhite SandyBrown
Seashell MediumVioletRed Silver SeaGreen DarkTurquoise White Plum HotPink AliceBlue MediumBlue
VioletRed SeaGreen LightCyan Cornsilk Thistle MistyRose LightGreen Lime DarkGoldenrod HotPink
Red PaleGreen Olive Navy SlateGray BlueViolet DarkKhaki Aquamarine LightSlateGray MediumOrchid
Azure Chocolate MediumPurple Thistle RoyalBlue Purple SpringGreen DarkSlateGray MediumTurquoise MediumVioletRed
PaleVioletRed Cyan Black LightCyan DarkSeaGreen DarkRed LightGray SeaGreen MistyRose Firebrick
IndianRed MintCream SandyBrown SlateBlue Black OldLace Orchid Green LavenderBlush BlanchedAlmond
NavajoWhite LawnGreen Coral GhostWhite Snow Plum Yellow PaleGoldenrod LightSteelBlue PaleTurquoise
LightSeaGreen DarkViolet OldLace MediumSpringGreen Lime Orchid Linen BlueViolet PaleGoldenrod DarkGray
PeachPuff CadetBlue MediumAquamarine Tan MediumSlateBlue MediumTurquoise Azure DarkGreen DarkTurquoise PaleGoldenrod
Plum Goldenrod Purple LemonChiffon PaleGoldenrod Aquamarine AntiqueWhite DeepSkyBlue AliceBlue Chocolate
