brainy clumsy busy long curious shy proud nervous hungry selfish
19:22 14:34 17:21 10:41 10:49 14:48 18:47 20:58 19:30 17:36
15:37 16:31 22:10 13:37 12:19 21:10 14:46 10:18 15:42 10:57
11:32 12:59 15:40 18:29 10:15 15:43 17:45 21:35 15:43 13:46
14:29 15:28 22:27 20:10 17:31 12:13 17:39 19:38 22:20 19:56
20:57 15:39 11:52 17:11 14:35 16:19 23:18 22:43 22:48 23:21
15:52 15:31 14:14 15:45 18:34 16:48 15:16 15:19 23:45 14:32
14:17 17:23 15:16 21:32 22:43 11:37 16:13 10:22 14:45 19:28
20:25 16:31 21:40 17:22 12:45 19:44 17:23 21:10 14:39 11:21
18:57 14:40 15:57 13:27 17:42 15:48 20:57 18:13 15:10 14:25
20:44 11:51 19:45 11:41 17:46 13:15 12:54 21:52 14:56 13:31
suspense threats guilt terrorism crime revenge vandalism terrorism terrorism human
vandalism legal guilty story thrillers vandalism human smuggle action abuse
liberty death drugs legal sin statutory gangs prison prison guilty
drug highjack accident drama arrest mutilation vandalism corrupt homelessness murder
racism pirate action transgression mob imprisonment genocide arrest government cases
thrillers brutality homelessness massacre punishment skyjack muggings safety racism action
drug arrest massacre justice human smuggle jurisdiction sentence statutory mystery
mob mystery war transgression arsons guilty government investigation human gangs
detective gun thriller spy offense crime sentence prostitution threats murders
thrillers gangster illegal liberty action lift conspiracy suspense gangs tort
lift corrupt safety tort gangsterism action murders structuralism misdemeanor gangster
