DeepPink LightGoldenrod LightSkyBlue Snow DarkTurquoise Wheat Aquamarine SkyBlue BlanchedAlmond Firebrick
temperature__65c temperature__85c temperature__148c temperature__120c temperature__39c temperature__39c temperature__33c temperature__123c temperature__17c temperature__73c
SquareNumber_2500 SquareNumber_5625 SquareNumber_144 SquareNumber_6561 SquareNumber_2401 SquareNumber_576 SquareNumber_5929 SquareNumber_7921 SquareNumber_6724 SquareNumber_441
SquareNumber_7396 SquareNumber_4 SquareNumber_361 SquareNumber_1600 SquareNumber_169 SquareNumber_3025 SquareNumber_4 SquareNumber_324 SquareNumber_121 SquareNumber_2025
SquareNumber_1024 SquareNumber_5476 SquareNumber_8281 SquareNumber_7744 SquareNumber_5041 SquareNumber_16 SquareNumber_6724 SquareNumber_25 SquareNumber_5776 SquareNumber_3481
SquareNumber_225 SquareNumber_5776 SquareNumber_1024 SquareNumber_900 SquareNumber_1444 SquareNumber_5625 SquareNumber_484 SquareNumber_576 SquareNumber_7225 SquareNumber_2601
SquareNumber_8281 SquareNumber_5184 SquareNumber_1089 SquareNumber_2401 SquareNumber_1156 SquareNumber_2401 SquareNumber_1764 SquareNumber_4489 SquareNumber_4356 SquareNumber_961
SquareNumber_1600 SquareNumber_9604 SquareNumber_625 SquareNumber_16 SquareNumber_1024 SquareNumber_7744 SquareNumber_2116 SquareNumber_169 SquareNumber_8649 SquareNumber_2025
SquareNumber_2401 SquareNumber_6724 SquareNumber_961 SquareNumber_1600 SquareNumber_81 SquareNumber_36 SquareNumber_5329 SquareNumber_324 SquareNumber_576 SquareNumber_256
SquareNumber_6724 SquareNumber_4761 SquareNumber_3844 SquareNumber_1764 SquareNumber_400 SquareNumber_8836 SquareNumber_10000 SquareNumber_5776 SquareNumber_8649 SquareNumber_6400
SquareNumber_900 SquareNumber_1600 SquareNumber_8464 SquareNumber_1849 SquareNumber_3721 SquareNumber_5329 SquareNumber_2809 SquareNumber_3600 SquareNumber_5625 SquareNumber_2304
SquareNumber_3481 SquareNumber_900 SquareNumber_4761 SquareNumber_729 SquareNumber_10000 SquareNumber_8464 SquareNumber_3025 SquareNumber_3364 SquareNumber_1089 SquareNumber_1444
SquareNumber_1156 SquareNumber_1444 SquareNumber_400 SquareNumber_3600 SquareNumber_441 SquareNumber_625 SquareNumber_1156 SquareNumber_3025 SquareNumber_1225 SquareNumber_1936
BinaryNumber_0001111 BinaryNumber_0101111 BinaryNumber_0001110 BinaryNumber_1010011 BinaryNumber_0100101 BinaryNumber_1010111 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_0101110 BinaryNumber_0101001
BinaryNumber_1011101 BinaryNumber_0101110 BinaryNumber_0110010 BinaryNumber_0111101 BinaryNumber_0000101 BinaryNumber_1011001 BinaryNumber_0001000 BinaryNumber_1000000 BinaryNumber_1011010 BinaryNumber_1100000
BinaryNumber_1001111 BinaryNumber_1001001 BinaryNumber_0001100 BinaryNumber_1011001 BinaryNumber_0011110 BinaryNumber_1100000 BinaryNumber_1011000 BinaryNumber_1000110 BinaryNumber_0101011 BinaryNumber_0111101
BinaryNumber_1100010 BinaryNumber_0101110 BinaryNumber_0110001 BinaryNumber_1011100 BinaryNumber_1011011 BinaryNumber_1001101 BinaryNumber_0100000 BinaryNumber_1011100 BinaryNumber_1001100 BinaryNumber_0001010
BinaryNumber_1001101 BinaryNumber_1001010 BinaryNumber_1010111 BinaryNumber_1000010 BinaryNumber_0010010 BinaryNumber_0100100 BinaryNumber_1011100 BinaryNumber_0001100 BinaryNumber_1000111 BinaryNumber_0011101
BinaryNumber_0101011 BinaryNumber_1010011 BinaryNumber_0101010 BinaryNumber_0111110 BinaryNumber_1001100 BinaryNumber_0010100 BinaryNumber_1011100 BinaryNumber_0111110 BinaryNumber_0111011 BinaryNumber_1011100
BinaryNumber_0010100 BinaryNumber_0000110 BinaryNumber_0100001 BinaryNumber_0100100 BinaryNumber_0011111 BinaryNumber_0110000 BinaryNumber_0111010 BinaryNumber_1011111 BinaryNumber_1010001 BinaryNumber_0011000
BinaryNumber_0011000 BinaryNumber_1011000 BinaryNumber_0011011 BinaryNumber_1001111 BinaryNumber_0000000 BinaryNumber_1001101 BinaryNumber_0100101 BinaryNumber_1010100 BinaryNumber_0010100 BinaryNumber_0010011
BinaryNumber_0010011 BinaryNumber_1010001 BinaryNumber_0011001 BinaryNumber_1010011 BinaryNumber_1010110 BinaryNumber_0101011 BinaryNumber_0100010 BinaryNumber_0111100 BinaryNumber_0010100 BinaryNumber_0001000
BinaryNumber_0111000 BinaryNumber_1011010 BinaryNumber_1011100 BinaryNumber_0100011 BinaryNumber_1000000 BinaryNumber_0110010 BinaryNumber_0100010 BinaryNumber_0011001 BinaryNumber_0101110 BinaryNumber_0100011
BinaryNumber_1010011 BinaryNumber_0000100 BinaryNumber_0011011 BinaryNumber_0101000 BinaryNumber_0001111 BinaryNumber_0011001 BinaryNumber_0111100 BinaryNumber_1011011 BinaryNumber_0100100 BinaryNumber_1001101
CubeNumber_357911 CubeNumber_531441 CubeNumber_274625 CubeNumber_21952 CubeNumber_704969 CubeNumber_636056 CubeNumber_373248 CubeNumber_830584 CubeNumber_1000 CubeNumber_68921
CubeNumber_157464 CubeNumber_216 CubeNumber_68921 CubeNumber_157464 CubeNumber_205379 CubeNumber_512 CubeNumber_29791 CubeNumber_4913 CubeNumber_21952 CubeNumber_373248
CubeNumber_1331 CubeNumber_27 CubeNumber_27 CubeNumber_6859 CubeNumber_551368 CubeNumber_1728 CubeNumber_125 CubeNumber_1331 CubeNumber_117649 CubeNumber_27
CubeNumber_729 CubeNumber_636056 CubeNumber_250047 CubeNumber_175616 CubeNumber_4096 CubeNumber_132651 CubeNumber_54872 CubeNumber_12167 CubeNumber_110592 CubeNumber_512000
CubeNumber_262144 CubeNumber_5832 CubeNumber_238328 CubeNumber_216000 CubeNumber_1728 CubeNumber_68921 CubeNumber_830584 CubeNumber_27000 CubeNumber_85184 CubeNumber_205379
CubeNumber_8000 CubeNumber_357911 CubeNumber_64000 CubeNumber_357911 CubeNumber_205379 CubeNumber_551368 CubeNumber_438976 CubeNumber_50653 CubeNumber_140608 CubeNumber_103823
CubeNumber_389017 CubeNumber_110592 CubeNumber_216000 CubeNumber_205379 CubeNumber_5832 CubeNumber_5832 CubeNumber_551368 CubeNumber_50653 CubeNumber_29791 CubeNumber_681472
CubeNumber_493039 CubeNumber_157464 CubeNumber_39304 CubeNumber_300763 CubeNumber_884736 CubeNumber_32768 CubeNumber_125 CubeNumber_64 CubeNumber_64 CubeNumber_2197
CubeNumber_110592 CubeNumber_39304 CubeNumber_704969 CubeNumber_531441 CubeNumber_4913 CubeNumber_2197 CubeNumber_912673 CubeNumber_857375 CubeNumber_6859 CubeNumber_85184
CubeNumber_21952 CubeNumber_157464 CubeNumber_389017 CubeNumber_1331 CubeNumber_216000 CubeNumber_804357 CubeNumber_405224 CubeNumber_941192 CubeNumber_74088 CubeNumber_10648
CubeNumber_636056 CubeNumber_39304 CubeNumber_373248 CubeNumber_79507 CubeNumber_804357 CubeNumber_8 CubeNumber_27000 CubeNumber_50653 CubeNumber_64 CubeNumber_357911
PrimeNumber_3 PrimeNumber_421 PrimeNumber_379 PrimeNumber_31 PrimeNumber_73 PrimeNumber_239 PrimeNumber_317 PrimeNumber_197 PrimeNumber_199 PrimeNumber_67
PrimeNumber_179 PrimeNumber_421 PrimeNumber_431 PrimeNumber_83 PrimeNumber_229 PrimeNumber_157 PrimeNumber_449 PrimeNumber_109 PrimeNumber_269 PrimeNumber_541
PrimeNumber_211 PrimeNumber_79 PrimeNumber_151 PrimeNumber_457 PrimeNumber_313 PrimeNumber_397 PrimeNumber_401 PrimeNumber_269 PrimeNumber_307 PrimeNumber_281
PrimeNumber_389 PrimeNumber_401 PrimeNumber_193 PrimeNumber_167 PrimeNumber_449 PrimeNumber_541 PrimeNumber_233 PrimeNumber_83 PrimeNumber_233 PrimeNumber_197
PrimeNumber_263 PrimeNumber_53 PrimeNumber_409 PrimeNumber_541 PrimeNumber_263 PrimeNumber_439 PrimeNumber_239 PrimeNumber_13 PrimeNumber_41 PrimeNumber_191
PrimeNumber_541 PrimeNumber_197 PrimeNumber_317 PrimeNumber_113 PrimeNumber_31 PrimeNumber_67 PrimeNumber_89 PrimeNumber_47 PrimeNumber_127 PrimeNumber_421
PrimeNumber_457 PrimeNumber_29 PrimeNumber_191 PrimeNumber_59 PrimeNumber_269 PrimeNumber_197 PrimeNumber_59 PrimeNumber_179 PrimeNumber_227 PrimeNumber_211
PrimeNumber_37 PrimeNumber_281 PrimeNumber_397 PrimeNumber_79 PrimeNumber_151 PrimeNumber_13 PrimeNumber_347 PrimeNumber_331 PrimeNumber_523 PrimeNumber_173
PrimeNumber_433 PrimeNumber_11 PrimeNumber_71 PrimeNumber_19 PrimeNumber_109 PrimeNumber_401 PrimeNumber_461 PrimeNumber_463 PrimeNumber_349 PrimeNumber_181
PrimeNumber_109 PrimeNumber_199 PrimeNumber_101 PrimeNumber_463 PrimeNumber_23 PrimeNumber_73 PrimeNumber_241 PrimeNumber_353 PrimeNumber_269 PrimeNumber_409
PrimeNumber_523 PrimeNumber_179 PrimeNumber_227 PrimeNumber_59 PrimeNumber_331 PrimeNumber_389 PrimeNumber_263 PrimeNumber_41 PrimeNumber_31 PrimeNumber_149
