OldLace DarkCyan LightBlue DodgerBlue SlateGray MediumVioletRed DarkSalmon DarkBlue LightGoldenrod PapayaWhip
BinaryNumber_0011000 BinaryNumber_1011001 BinaryNumber_0010111 BinaryNumber_0110101 BinaryNumber_0010100 BinaryNumber_0100100 BinaryNumber_0000010 BinaryNumber_0011100 BinaryNumber_1001000 BinaryNumber_0101010
BinaryNumber_1000101 BinaryNumber_1001011 BinaryNumber_1010111 BinaryNumber_0101100 BinaryNumber_0011111 BinaryNumber_0000000 BinaryNumber_1010011 BinaryNumber_0110011 BinaryNumber_1000000 BinaryNumber_0010010
BinaryNumber_0001111 BinaryNumber_0111101 BinaryNumber_1010010 BinaryNumber_0000010 BinaryNumber_1100001 BinaryNumber_1100010 BinaryNumber_0110011 BinaryNumber_0100111 BinaryNumber_0111101 BinaryNumber_0011001
BinaryNumber_1000111 BinaryNumber_0110101 BinaryNumber_1010111 BinaryNumber_0010100 BinaryNumber_0011010 BinaryNumber_1001000 BinaryNumber_0110100 BinaryNumber_0001000 BinaryNumber_0001000 BinaryNumber_0100110
BinaryNumber_0110011 BinaryNumber_0001000 BinaryNumber_0011111 BinaryNumber_0100100 BinaryNumber_1010001 BinaryNumber_0001001 BinaryNumber_0010100 BinaryNumber_1000100 BinaryNumber_0000111 BinaryNumber_0111110
BinaryNumber_0100110 BinaryNumber_0010101 BinaryNumber_0000001 BinaryNumber_0001000 BinaryNumber_0110111 BinaryNumber_0001011 BinaryNumber_1001010 BinaryNumber_1001001 BinaryNumber_1001001 BinaryNumber_1010010
BinaryNumber_0110110 BinaryNumber_0010001 BinaryNumber_0011100 BinaryNumber_1000101 BinaryNumber_1010101 BinaryNumber_1001101 BinaryNumber_0011101 BinaryNumber_1010101 BinaryNumber_0010110 BinaryNumber_0111000
BinaryNumber_1010110 BinaryNumber_0000000 BinaryNumber_0101000 BinaryNumber_1011110 BinaryNumber_0100010 BinaryNumber_0111111 BinaryNumber_0101011 BinaryNumber_0100011 BinaryNumber_0001100 BinaryNumber_0111111
BinaryNumber_0111110 BinaryNumber_0000111 BinaryNumber_0100011 BinaryNumber_0001011 BinaryNumber_0011100 BinaryNumber_0110100 BinaryNumber_1010001 BinaryNumber_1011100 BinaryNumber_1010101 BinaryNumber_0011001
SquareNumber_2116 SquareNumber_1369 SquareNumber_4900 SquareNumber_7921 SquareNumber_8649 SquareNumber_3844 SquareNumber_3600 SquareNumber_6724 SquareNumber_1936 SquareNumber_121
SquareNumber_8649 SquareNumber_361 SquareNumber_9604 SquareNumber_9 SquareNumber_4225 SquareNumber_7921 SquareNumber_961 SquareNumber_5184 SquareNumber_6561 SquareNumber_144
SquareNumber_841 SquareNumber_2704 SquareNumber_6241 SquareNumber_10000 SquareNumber_36 SquareNumber_25 SquareNumber_1444 SquareNumber_8836 SquareNumber_7225 SquareNumber_6889
SquareNumber_3364 SquareNumber_1089 SquareNumber_4225 SquareNumber_8464 SquareNumber_9409 SquareNumber_9409 SquareNumber_7056 SquareNumber_169 SquareNumber_3481 SquareNumber_7396
SquareNumber_6724 SquareNumber_4624 SquareNumber_7569 SquareNumber_2601 SquareNumber_6889 SquareNumber_225 SquareNumber_4 SquareNumber_3481 SquareNumber_7225 SquareNumber_9025
SquareNumber_8281 SquareNumber_196 SquareNumber_4 SquareNumber_5329 SquareNumber_625 SquareNumber_8100 SquareNumber_289 SquareNumber_6084 SquareNumber_8281 SquareNumber_900
SquareNumber_484 SquareNumber_4096 SquareNumber_324 SquareNumber_1600 SquareNumber_6241 SquareNumber_784 SquareNumber_9801 SquareNumber_1681 SquareNumber_6889 SquareNumber_6889
SquareNumber_2916 SquareNumber_441 SquareNumber_5476 SquareNumber_2209 SquareNumber_6084 SquareNumber_576 SquareNumber_3844 SquareNumber_100 SquareNumber_9025 SquareNumber_2209
SquareNumber_576 SquareNumber_4624 SquareNumber_2809 SquareNumber_3844 SquareNumber_1089 SquareNumber_9604 SquareNumber_16 SquareNumber_1369 SquareNumber_6241 SquareNumber_289
SquareNumber_9409 SquareNumber_5184 SquareNumber_961 SquareNumber_784 SquareNumber_484 SquareNumber_2025 SquareNumber_441 SquareNumber_324 SquareNumber_676 SquareNumber_2304
SquareNumber_7396 SquareNumber_4096 SquareNumber_2916 SquareNumber_1024 SquareNumber_2209 SquareNumber_1764 SquareNumber_2809 SquareNumber_2500 SquareNumber_3721 SquareNumber_6889
annoying unsightly energetic obedient rich tough defiant smoggy faithful friendly
defeated tame confused nutty strange wicked excited sparkling friendly rich
mushy defeated victorious putrid nutty sore real cloudy tough happy
gifted kind vast cute misty stupid talented vast worrisome frantic
concerned sleepy enthusiastic bored different gleaming strange thoughtless jealous enthusiastic
grieving nasty outstanding poor cheerful selfish fair distinct hungry zany
determined sore angry dangerous dizzy outrageous sleepy eager prickly breakable
unsightly poor friendly cheerful encouraging bloody healthy concerned innocent disturbed
muddy victorious cruel victorious helpless clear fancy attractive distinct enchanting
misty annoying spotless healthy gleaming nasty fancy annoying funny average
good dead gifted brave embarrassed fierce defeated bad agreeable blue-eyed
