vinyl genre soundtrack concerts editing chorus band soundtracks pizzicato sound
12:39 21:35 23:30 14:18 14:18 20:27 20:14 16:54 12:31 19:37
22:29 13:55 23:18 22:29 22:12 17:42 22:22 12:16 10:55 15:17
18:21 21:45 22:38 13:50 21:31 17:17 21:41 20:57 19:17 21:22
23:22 12:44 10:41 11:33 12:20 22:18 18:27 11:52 12:49 22:57
11:47 22:58 22:30 11:41 11:32 14:12 22:34 20:11 13:11 21:41
20:19 20:54 18:36 14:45 15:42 23:30 10:13 16:16 23:36 23:38
16:13 21:21 21:59 16:53 10:29 13:31 22:45 23:57 20:31 22:13
23:53 18:13 21:50 18:31 12:18 23:34 21:12 22:49 13:11 11:23
20:55 17:32 22:34 12:38 21:18 13:49 12:39 10:10 23:54 10:25
11:39 22:53 11:35 10:27 21:21 16:49 12:42 12:18 21:14 13:38
