offence offense transgression story massacre death muggings crisis illegal tort
White AntiqueWhite DarkKhaki Cornsilk Bisque Gray LightGoldenrodYellow RoyalBlue BlueViolet MediumAquamarine
SlateBlue MediumAquamarine GreenYellow Wheat MediumBlue LawnGreen FloralWhite Khaki Cornsilk DarkRed
Tomato Pink DarkTurquoise OrangeRed LemonChiffon MediumSlateBlue DeepSkyBlue MediumSpringGreen Moccasin LightSlateBlue
White MediumSeaGreen DarkRed DarkKhaki Peru OliveDrab DarkViolet PowderBlue Blue PeachPuff
SandyBrown Chartreuse Gold DarkOliveGreen Blue Crimson Firebrick Wheat HotPink LightSalmon
DarkGreen GreenYellow OldLace LightGreen PeachPuff BlanchedAlmond LightPink MediumBlue SteelBlue PaleGreen
Maroon Moccasin Blue Crimson LightGoldenrodYellow LavenderBlush Thistle DarkCyan ForestGreen AntiqueWhite
LightSlateBlue DarkViolet MediumBlue SlateGray DarkOliveGreen MediumSeaGreen Burlywood Plum DarkTurquoise PowderBlue
DarkGoldenrod Gainsboro MidnightBlue LightYellow NavajoWhite HotPink DarkOliveGreen OrangeRed IndianRed LightCyan
MediumAquamarine Blue Brown PeachPuff MediumSlateBlue Feldspar MediumAquamarine WhiteSmoke PaleVioletRed LightSeaGreen
PrimeNumber_139 PrimeNumber_353 PrimeNumber_151 PrimeNumber_293 PrimeNumber_7 PrimeNumber_41 PrimeNumber_113 PrimeNumber_31 PrimeNumber_211 PrimeNumber_421
PrimeNumber_457 PrimeNumber_491 PrimeNumber_5 PrimeNumber_421 PrimeNumber_457 PrimeNumber_373 PrimeNumber_3 PrimeNumber_499 PrimeNumber_311 PrimeNumber_547
PrimeNumber_457 PrimeNumber_5 PrimeNumber_211 PrimeNumber_137 PrimeNumber_383 PrimeNumber_367 PrimeNumber_467 PrimeNumber_167 PrimeNumber_239 PrimeNumber_251
PrimeNumber_379 PrimeNumber_107 PrimeNumber_383 PrimeNumber_181 PrimeNumber_5 PrimeNumber_199 PrimeNumber_263 PrimeNumber_283 PrimeNumber_109 PrimeNumber_113
PrimeNumber_241 PrimeNumber_41 PrimeNumber_2 PrimeNumber_241 PrimeNumber_31 PrimeNumber_23 PrimeNumber_211 PrimeNumber_311 PrimeNumber_487 PrimeNumber_433
PrimeNumber_233 PrimeNumber_19 PrimeNumber_241 PrimeNumber_167 PrimeNumber_109 PrimeNumber_379 PrimeNumber_263 PrimeNumber_479 PrimeNumber_41 PrimeNumber_157
PrimeNumber_317 PrimeNumber_467 PrimeNumber_191 PrimeNumber_163 PrimeNumber_509 PrimeNumber_233 PrimeNumber_461 PrimeNumber_439 PrimeNumber_281 PrimeNumber_521
PrimeNumber_139 PrimeNumber_523 PrimeNumber_443 PrimeNumber_2 PrimeNumber_83 PrimeNumber_197 PrimeNumber_521 PrimeNumber_277 PrimeNumber_131 PrimeNumber_479
PrimeNumber_547 PrimeNumber_59 PrimeNumber_241 PrimeNumber_547 PrimeNumber_541 PrimeNumber_43 PrimeNumber_71 PrimeNumber_193 PrimeNumber_107 PrimeNumber_71
PrimeNumber_547 PrimeNumber_307 PrimeNumber_43 PrimeNumber_29 PrimeNumber_431 PrimeNumber_41 PrimeNumber_199 PrimeNumber_547 PrimeNumber_491 PrimeNumber_409
PrimeNumber_241 PrimeNumber_269 PrimeNumber_421 PrimeNumber_541 PrimeNumber_461 PrimeNumber_251 PrimeNumber_449 PrimeNumber_269 PrimeNumber_83 PrimeNumber_29
BinaryNumber_0001110 BinaryNumber_0101101 BinaryNumber_1000000 BinaryNumber_1011011 BinaryNumber_0111000 BinaryNumber_0110011 BinaryNumber_0001000 BinaryNumber_0011010 BinaryNumber_0001010 BinaryNumber_1001001
BinaryNumber_0010100 BinaryNumber_0100111 BinaryNumber_0100100 BinaryNumber_0010001 BinaryNumber_0000100 BinaryNumber_0001001 BinaryNumber_1000001 BinaryNumber_0011100 BinaryNumber_0000010 BinaryNumber_1011000
BinaryNumber_0100110 BinaryNumber_0110011 BinaryNumber_0001000 BinaryNumber_1011001 BinaryNumber_0001101 BinaryNumber_1010000 BinaryNumber_0111100 BinaryNumber_0011100 BinaryNumber_1001000 BinaryNumber_0111001
BinaryNumber_0011100 BinaryNumber_1000101 BinaryNumber_0110100 BinaryNumber_0100100 BinaryNumber_0100100 BinaryNumber_0101000 BinaryNumber_0010101 BinaryNumber_0101110 BinaryNumber_0100000 BinaryNumber_0011001
BinaryNumber_0011111 BinaryNumber_0101110 BinaryNumber_1011110 BinaryNumber_0111010 BinaryNumber_0101111 BinaryNumber_0111100 BinaryNumber_0110100 BinaryNumber_1010010 BinaryNumber_0100110 BinaryNumber_1001011
BinaryNumber_0010110 BinaryNumber_0010010 BinaryNumber_0011001 BinaryNumber_1000110 BinaryNumber_1000111 BinaryNumber_1011101 BinaryNumber_0000101 BinaryNumber_0100110 BinaryNumber_1010100 BinaryNumber_0101110
BinaryNumber_1000001 BinaryNumber_0111000 BinaryNumber_0110101 BinaryNumber_0001101 BinaryNumber_1000010 BinaryNumber_0011101 BinaryNumber_1010011 BinaryNumber_1000001 BinaryNumber_0001011 BinaryNumber_1001011
BinaryNumber_0111001 BinaryNumber_0011100 BinaryNumber_1010001 BinaryNumber_0100110 BinaryNumber_1000011 BinaryNumber_0100111 BinaryNumber_1011000 BinaryNumber_0111011 BinaryNumber_1011000 BinaryNumber_0010110
BinaryNumber_0101111 BinaryNumber_1010111 BinaryNumber_0110010 BinaryNumber_0100100 BinaryNumber_0011000 BinaryNumber_1100011 BinaryNumber_0001000 BinaryNumber_0000010 BinaryNumber_1011011 BinaryNumber_1100010
BinaryNumber_0110111 BinaryNumber_1000101 BinaryNumber_0111001 BinaryNumber_1011001 BinaryNumber_1001001 BinaryNumber_0010011 BinaryNumber_0000000 BinaryNumber_1010010 BinaryNumber_0001010 BinaryNumber_0001110
BinaryNumber_1001001 BinaryNumber_1010111 BinaryNumber_1001011 BinaryNumber_0110101 BinaryNumber_0100101 BinaryNumber_1001001 BinaryNumber_0011001 BinaryNumber_0001110 BinaryNumber_0011000 BinaryNumber_0001110
Canistel Quince Strawberry Abiu Cherry Sapote Durian Pineapple Redcurrant Huckleberry
Tangelo Jambul Pomelo Gooseberry Orange Papaya Kumquat Durian Cantaloupe Marionberry
Breadfruit Blackcurrant Kiwifruit Tangelo Lulo Jackfruit Plantain Lulo Rambutan  Elderberry
Canistel Blackberry Cempedak Coconut Lulo Lime Açaí Pineapple Satsuma Peach
Huckleberry Jackfruit Prune Avocado Cantaloupe Orange Cantaloupe Cashew Jujube Pineberry
Strawberry Breadfruit Persimmon Watermelon Sapodilla Redcurrant Cherimoya Breadfruit Loquat Boysenberry
Pineapple Plantain Grapefruit Nance Coconut Grape Huckleberry Acerola Blueberry Blackberry
Pineapple Kumquat Huckleberry Date Pineberry Satsuma Peach Apricot Tangerine Salak
Satsuma Rambutan  Kiwifruit Mandarine Longan Breadfruit Tamarillo Raisin Coconut Pomegranate
Huckleberry Guava Coconut Pawpaw Kumquat Jambul Cloudberry Rambutan  Redcurrant Loquat
Nectarine Honeyberry Blueberry Tamarillo Cherry Grapefruit Orange Grapefruit Redcurrant Lulo
Bladder Scrotum Middleear Lips Spleen Iris Placenta Heart Cranialnerves Uterus
Vagina Bladder Sensoryorgans Capillaries Tendons Hypothalamus Vagina Teeth Thalamus Innerear
Ciliarybody Iris Ganglia Veins Tendons Tongue Cerebrum Thalamus Lens Vagina
Vulva Thalamus Interstitium Ear Vulva Lungs Bronchi Ileum Bone  Vagina
skeleton Muscle Ureter Larynx Mesentery Penis Outerear Placenta Ureter Lips
Retina Ganglia Larynx Lips Cerebellum Bronchi Sensoryorgans Pancreas Lens Ganglia
Teeth Tonsils Tendons Cerebrum skeleton Veins Retina Tendons Largeintestine Cerebellum
Thymus Penis Ureter Veins Scrotum Ganglia Urethra Kidneys Gallbladder Lips
Smallintestine Uterus Tongue Esophagus Ganglia Pancreas Spleen Tonsils Cerebrum Retina
Tongue Lungs Lips Analcanal Ileum Lungs Bladder Iris Hypothalamus Kidneys
Interstitium Bronchi Veins Lungs Urethra Bronchi Veins Analcanal Thalamus Teeth
