rag action piano atmosphere phone voices sounds bassline media noise
important good filthy frail cheerful crazy filthy muddy poor tame
lovely light wild drab vivacious joyous glorious dull filthy mushy
annoyed uptight spotless frail lonely troubled important tense famous funny
shy tender dead handsome frightened stormy arrogant naughty cautious impossible
awful frantic tired glamorous fragile encouraging gifted enthusiastic sparkling bright
sore cautious tender clumsy uptight bright stormy anxious grieving friendly
naughty outrageous long tame fragile awful bewildered delightful joyous important
DarkRed MediumVioletRed Gold SlateBlue DarkFuchsia DeepPink OliveDrab LightGoldenrod LightSkyBlue CornflowerBlue
SteelBlue Sienna CornflowerBlue RosyBrown Cornsilk Azure Moccasin BlanchedAlmond SlateGray CadetBlue
Khaki Plum PaleGreen Khaki BlanchedAlmond Chartreuse HotPink Yellow DarkSeaGreen CornflowerBlue
LightSeaGreen Teal DarkSlateBlue Purple PaleGoldenrod Goldenrod DeepSkyBlue Olive Crimson MediumAquamarine
Teal PaleGoldenrod IndianRed BlueViolet Bisque White BlanchedAlmond LightBlue DarkSlateBlue LightSlateGray
MediumOrchid Orchid MediumSpringGreen DarkSalmon BlanchedAlmond LightSteelBlue Fuchsia LightGray Crimson PapayaWhip
LightPink LightSalmon MediumBlue Silver PeachPuff Firebrick LightPink DarkTurquoise DarkGoldenrod Orange
Khaki DarkSlateGray Crimson DarkOliveGreen DarkKhaki Yellow MistyRose Burlywood Bisque PapayaWhip
Yellow Gray Turquoise DarkSlateBlue Linen Bisque NavajoWhite LightSlateGray MidnightBlue PaleTurquoise
Wheat Pink PaleGoldenrod SkyBlue Yellow LightSteelBlue MediumPurple DarkTurquoise DarkSlateGray LightGreen
Aquamarine CadetBlue PaleTurquoise Maroon PowderBlue LightYellow Purple MistyRose Snow SlateGray
temperature__40c temperature__108c temperature__136c temperature__8c temperature__148c temperature__64c temperature__24c temperature__87c temperature__120c temperature__46c
temperature__130c temperature__40c temperature__8c temperature__88c temperature__57c temperature__136c temperature__17c temperature__85c temperature__74c temperature__0c
temperature__131c temperature__82c temperature__26c temperature__33c temperature__141c temperature__71c temperature__51c temperature__59c temperature__11c temperature__124c
temperature__42c temperature__41c temperature__147c temperature__123c temperature__105c temperature__111c temperature__49c temperature__131c temperature__69c temperature__140c
temperature__44c temperature__26c temperature__105c temperature__24c temperature__105c temperature__146c temperature__50c temperature__0c temperature__74c temperature__10c
temperature__71c temperature__8c temperature__84c temperature__109c temperature__79c temperature__22c temperature__59c temperature__65c temperature__21c temperature__53c
temperature__71c temperature__77c temperature__23c temperature__58c temperature__11c temperature__95c temperature__14c temperature__65c temperature__52c temperature__51c
temperature__141c temperature__30c temperature__136c temperature__131c temperature__10c temperature__59c temperature__69c temperature__132c temperature__61c temperature__58c
temperature__65c temperature__49c temperature__123c temperature__78c temperature__36c temperature__87c temperature__126c temperature__105c temperature__139c temperature__58c
temperature__77c temperature__148c temperature__106c temperature__111c temperature__4c temperature__47c temperature__35c temperature__124c temperature__54c temperature__26c
temperature__26c temperature__6c temperature__86c temperature__35c temperature__136c temperature__112c temperature__91c temperature__63c temperature__5c temperature__24c
