fragile clever wide-eyed victorious average courageous splendid handsome helpless horrible
PrimeNumber_311 PrimeNumber_509 PrimeNumber_211 PrimeNumber_239 PrimeNumber_397 PrimeNumber_337 PrimeNumber_179 PrimeNumber_241 PrimeNumber_31 PrimeNumber_439
18:52 12:11 16:20 16:55 17:55 19:36 12:10 14:37 21:45 21:57
23:39 18:29 19:24 23:55 19:45 21:57 11:46 10:10 13:22 21:50
22:37 13:14 14:11 20:20 23:43 10:38 23:44 10:35 18:21 19:10
11:32 13:34 10:55 13:25 17:33 21:44 12:37 23:51 17:27 11:56
11:36 23:29 14:39 21:50 11:54 12:11 19:16 10:46 23:38 22:13
10:12 10:28 17:43 20:45 13:34 10:38 14:47 22:11 15:37 18:25
12:47 21:19 10:28 22:31 20:55 18:16 23:43 22:19 11:41 22:53
12:38 22:37 11:44 22:42 20:41 13:12 12:57 19:55 17:37 20:27
11:58 16:29 19:11 16:59 21:56 14:47 13:59 11:59 22:52 16:30
21:51 13:47 23:23 11:27 14:41 18:46 10:15 15:15 12:16 10:29
15:55 18:11 20:15 11:10 22:17 22:55 15:50 20:23 18:40 19:49
BinaryNumber_0100111 BinaryNumber_1011111 BinaryNumber_0100110 BinaryNumber_0000011 BinaryNumber_0101101 BinaryNumber_0101000 BinaryNumber_0111010 BinaryNumber_0001000 BinaryNumber_0011010 BinaryNumber_0011101
BinaryNumber_0101000 BinaryNumber_0010101 BinaryNumber_1010101 BinaryNumber_1010011 BinaryNumber_0111011 BinaryNumber_0010000 BinaryNumber_0011001 BinaryNumber_0011111 BinaryNumber_0110111 BinaryNumber_0110000
BinaryNumber_0010100 BinaryNumber_0111100 BinaryNumber_0001110 BinaryNumber_0011000 BinaryNumber_0101110 BinaryNumber_1001100 BinaryNumber_0011111 BinaryNumber_0101101 BinaryNumber_1011000 BinaryNumber_0001101
BinaryNumber_0010001 BinaryNumber_0010010 BinaryNumber_0111010 BinaryNumber_0001001 BinaryNumber_0001010 BinaryNumber_1010000 BinaryNumber_1000101 BinaryNumber_1010100 BinaryNumber_0100000 BinaryNumber_0010101
BinaryNumber_0000001 BinaryNumber_0000100 BinaryNumber_1011100 BinaryNumber_0001010 BinaryNumber_1100011 BinaryNumber_0000101 BinaryNumber_1000010 BinaryNumber_0000000 BinaryNumber_0010000 BinaryNumber_0100110
BinaryNumber_1011000 BinaryNumber_0100010 BinaryNumber_1010001 BinaryNumber_0101000 BinaryNumber_0110110 BinaryNumber_0111101 BinaryNumber_1011101 BinaryNumber_0100101 BinaryNumber_1011101 BinaryNumber_1001100
BinaryNumber_0011000 BinaryNumber_1011000 BinaryNumber_0110010 BinaryNumber_1001010 BinaryNumber_0001111 BinaryNumber_1001111 BinaryNumber_0001010 BinaryNumber_0110001 BinaryNumber_1010100 BinaryNumber_0011001
BinaryNumber_0110011 BinaryNumber_0100100 BinaryNumber_0100000 BinaryNumber_0011101 BinaryNumber_0001110 BinaryNumber_1000000 BinaryNumber_0010001 BinaryNumber_1011111 BinaryNumber_0011111 BinaryNumber_0101011
BinaryNumber_0000001 BinaryNumber_0100010 BinaryNumber_0011101 BinaryNumber_1000001 BinaryNumber_0010011 BinaryNumber_0001101 BinaryNumber_0111110 BinaryNumber_0110011 BinaryNumber_1010100 BinaryNumber_0001001
BinaryNumber_1010101 BinaryNumber_0010101 BinaryNumber_0000011 BinaryNumber_1001110 BinaryNumber_0101110 BinaryNumber_0001010 BinaryNumber_0110001 BinaryNumber_0101010 BinaryNumber_1011010 BinaryNumber_1010011
BinaryNumber_0111100 BinaryNumber_0100011 BinaryNumber_1010100 BinaryNumber_0000100 BinaryNumber_1010101 BinaryNumber_0111001 BinaryNumber_1001010 BinaryNumber_1001010 BinaryNumber_1000111 BinaryNumber_1010111
