fragile rich perfect tense faithful dizzy unsightly plain hurt witty
machinecode proprietary centralprocessing unit keyboard internet daw incompatible proprietary software mainframe
router antivirus digitalcommunication phone computerscience hardware bit phone laptop cpu
RosyBrown DarkViolet DarkSlateBlue MediumTurquoise Honeydew SkyBlue LightBlue Tan DarkSlateBlue GreenYellow
MidnightBlue LightCyan MistyRose LightGreen Brown LightCoral VioletRed LightBlue WhiteSmoke OliveDrab
DarkSlateBlue Honeydew Azure Cornsilk DarkFuchsia Cornsilk HotPink Feldspar RosyBrown Blue
SaddleBrown MediumSeaGreen DarkOrange Black DarkFuchsia DimGray Teal SeaGreen MediumSpringGreen DarkTurquoise
Crimson OldLace MediumAquamarine SandyBrown FloralWhite Crimson DarkSalmon Tan PowderBlue Azure
PaleGreen Black Firebrick DarkOliveGreen Coral SaddleBrown Honeydew Indigo Plum Maroon
RosyBrown DarkSeaGreen PowderBlue LightCyan MediumVioletRed Thistle Seashell MediumBlue Ivory SandyBrown
Cornsilk RoyalBlue Green Chocolate Silver Plum LightGreen Lime Teal DarkKhaki
Navy VioletRed PaleTurquoise FloralWhite DarkGreen DarkRed AliceBlue Pink Beige Violet
DeepSkyBlue Coral GreenYellow Ivory DodgerBlue Bisque DarkGray PaleVioletRed MidnightBlue WhiteSmoke
Burlywood Green Tomato Honeydew Seashell PaleGreen Bisque Moccasin Bisque MediumVioletRed
