Cornsilk LightSteelBlue SlateGray SpringGreen DarkOliveGreen BlueViolet DarkFuchsia LightGreen MediumAquamarine RoyalBlue
BinaryNumber_1100011 BinaryNumber_0010001 BinaryNumber_0000111 BinaryNumber_1000111 BinaryNumber_0101000 BinaryNumber_0001100 BinaryNumber_0100011 BinaryNumber_0001110 BinaryNumber_1000000 BinaryNumber_1001010
BinaryNumber_0000101 BinaryNumber_0001010 BinaryNumber_1011101 BinaryNumber_0101001 BinaryNumber_0101010 BinaryNumber_1010111 BinaryNumber_1100001 BinaryNumber_0000000 BinaryNumber_1001110 BinaryNumber_0000100
BinaryNumber_0000000 BinaryNumber_1000101 BinaryNumber_1011011 BinaryNumber_0101001 BinaryNumber_0111001 BinaryNumber_0011111 BinaryNumber_0100100 BinaryNumber_0110101 BinaryNumber_0110001 BinaryNumber_0000010
BinaryNumber_0001011 BinaryNumber_0011111 BinaryNumber_0100001 BinaryNumber_1010000 BinaryNumber_0001010 BinaryNumber_0101011 BinaryNumber_0001100 BinaryNumber_0101100 BinaryNumber_0010010 BinaryNumber_0100101
BinaryNumber_0100000 BinaryNumber_0011101 BinaryNumber_0100110 BinaryNumber_1011010 BinaryNumber_0000011 BinaryNumber_0100001 BinaryNumber_0011111 BinaryNumber_1010100 BinaryNumber_0100001 BinaryNumber_0101010
BinaryNumber_1100000 BinaryNumber_0000111 BinaryNumber_0100000 BinaryNumber_1100001 BinaryNumber_0011011 BinaryNumber_1010011 BinaryNumber_0100100 BinaryNumber_1010001 BinaryNumber_0100000 BinaryNumber_1010100
BinaryNumber_0001100 BinaryNumber_0100111 BinaryNumber_0111001 BinaryNumber_0110011 BinaryNumber_0101001 BinaryNumber_0001100 BinaryNumber_1001011 BinaryNumber_1010011 BinaryNumber_0000101 BinaryNumber_1010010
CubeNumber_46656 CubeNumber_474552 CubeNumber_6859 CubeNumber_157464 CubeNumber_9261 CubeNumber_3375 CubeNumber_195112 CubeNumber_343000 CubeNumber_125 CubeNumber_21952
CubeNumber_681472 CubeNumber_884736 CubeNumber_729000 CubeNumber_300763 CubeNumber_35937 CubeNumber_405224 CubeNumber_39304 CubeNumber_148877 CubeNumber_1000 CubeNumber_405224
CubeNumber_166375 CubeNumber_125 CubeNumber_91125 CubeNumber_512000 CubeNumber_117649 CubeNumber_59319 CubeNumber_729 CubeNumber_132651 CubeNumber_262144 CubeNumber_27000
CubeNumber_216000 CubeNumber_1000 CubeNumber_79507 CubeNumber_54872 CubeNumber_185193 CubeNumber_405224 CubeNumber_157464 CubeNumber_27 CubeNumber_3375 CubeNumber_1728
CubeNumber_405224 CubeNumber_97336 CubeNumber_830584 CubeNumber_27000 CubeNumber_17576 CubeNumber_21952 CubeNumber_27000 CubeNumber_110592 CubeNumber_175616 CubeNumber_314432
CubeNumber_729000 CubeNumber_216000 CubeNumber_493039 CubeNumber_405224 CubeNumber_1000 CubeNumber_456533 CubeNumber_343000 CubeNumber_32768 CubeNumber_658503 CubeNumber_39304
CubeNumber_64 CubeNumber_531441 CubeNumber_35937 CubeNumber_531441 CubeNumber_64 CubeNumber_8000 CubeNumber_238328 CubeNumber_614125 CubeNumber_614125 CubeNumber_17576
CubeNumber_300763 CubeNumber_571787 CubeNumber_29791 CubeNumber_2197 CubeNumber_250047 CubeNumber_1331 CubeNumber_15625 CubeNumber_4913 CubeNumber_50653 CubeNumber_54872
CubeNumber_1331 CubeNumber_91125 CubeNumber_941192 CubeNumber_85184 CubeNumber_103823 CubeNumber_804357 CubeNumber_493039 CubeNumber_117649 CubeNumber_753571 CubeNumber_357911
CubeNumber_1000 CubeNumber_658503 CubeNumber_15625 CubeNumber_658503 CubeNumber_125000 CubeNumber_132651 CubeNumber_592704 CubeNumber_110592 CubeNumber_205379 CubeNumber_175616
CubeNumber_614125 CubeNumber_54872 CubeNumber_4096 CubeNumber_103823 CubeNumber_68921 CubeNumber_54872 CubeNumber_804357 CubeNumber_64 CubeNumber_157464 CubeNumber_884736
grotesque tired grieving troubled happy crazy zealous tough impossible courageous
long unusual wrong misty sleepy helpful clean shiny outstanding stupid
fantastic wicked precious outrageous jittery magnificent worried ugliest doubtful putrid
beautiful defiant pleasant bloody confused magnificent hurt stormy vivacious dull
crazy shiny embarrassed excited witty different sparkling defiant precious relieved
enthusiastic odd upset helpful tense thoughtful impossible clear selfish gentle
energetic jealous homely better wide-eyed mysterious creepy poised different vast
colorful friendly grieving alert lonely vast dark important super aggressive
prickly important bloody muddy wild happy shy unusual helpless elegant
annoyed wild victorious confused cooperative clear naughty attractive tame combative
gorgeous easy witty proud ugly odd tame blue wicked annoying
