proprietary dataconverter floppydisk microcomputer phone smartphone router escapekey server microprocessor
temperature__59c temperature__78c temperature__17c temperature__5c temperature__93c temperature__112c temperature__49c temperature__148c temperature__49c temperature__108c
temperature__42c temperature__69c temperature__8c temperature__44c temperature__17c temperature__46c temperature__82c temperature__61c temperature__145c temperature__77c
temperature__11c temperature__112c temperature__59c temperature__124c temperature__70c temperature__105c temperature__26c temperature__90c temperature__69c temperature__112c
temperature__64c temperature__123c temperature__93c temperature__130c temperature__50c temperature__131c temperature__41c temperature__31c temperature__126c temperature__3c
temperature__59c temperature__56c temperature__53c temperature__77c temperature__28c temperature__6c temperature__64c temperature__141c temperature__122c temperature__105c
temperature__91c temperature__112c temperature__30c temperature__119c temperature__26c temperature__46c temperature__126c temperature__26c temperature__86c temperature__39c
temperature__92c temperature__36c temperature__85c temperature__39c temperature__50c temperature__49c temperature__68c temperature__69c temperature__40c temperature__24c
temperature__91c temperature__39c temperature__31c temperature__84c temperature__57c temperature__69c temperature__146c temperature__44c temperature__36c temperature__4c
PowderBlue PaleGoldenrod Yellow DarkSlateGray MediumTurquoise LightGoldenrodYellow DarkRed SpringGreen DarkOliveGreen SeaGreen
DarkSeaGreen LightSlateGray Peru LawnGreen Gold Azure PaleTurquoise WhiteSmoke PaleGreen BlanchedAlmond
MidnightBlue Orange LightYellow DarkSeaGreen Burlywood DeepSkyBlue LavenderBlush MediumVioletRed DarkFuchsia RoyalBlue
FloralWhite DeepSkyBlue Silver Moccasin SpringGreen Bisque LightSteelBlue LightSeaGreen MidnightBlue LightCoral
Bisque Thistle GhostWhite DarkSalmon Gold IndianRed SaddleBrown MintCream OliveDrab VioletRed
Seashell Ivory SkyBlue LightGoldenrodYellow Azure LightPink Orchid RoyalBlue Linen SkyBlue
Tan DodgerBlue MidnightBlue Navy Coral Beige SandyBrown NavajoWhite White SkyBlue
Linen Yellow Sienna CadetBlue HotPink PaleGoldenrod Gold Cornsilk DarkCyan MediumPurple
DarkCyan DarkSlateBlue DeepPink SlateBlue CadetBlue Gold Violet Gainsboro DarkBlue ForestGreen
LightGreen LightGray GhostWhite Snow LightGreen SandyBrown PaleGreen MediumSeaGreen Orchid SlateGray
MintCream MediumTurquoise PapayaWhip SlateBlue PaleVioletRed AliceBlue Thistle SandyBrown DarkFuchsia Lavender
Stomach Cerebrum Bone  Cornea Lips Bone  Penis Retina Brain Capillaries
Bladder Capillaries Interstitium Cranialnerves Ciliarybody Pharynx Uterus Spinalnerves Larynx Ureter
Scrotum Capillaries Pancreas Eye Ossicles Cornea Iris Smallintestine Interstitium Teeth
Clitoris Fallopiantubes Lens Ovaries Bronchi Ganglia Lungs Larynx Lungs Liver
Urethra Innerear Gallbladder Jejunum Larynx Heart Cervix Brain Ureter Cervix
Ileum Pharynx skeleton Cerebellum Cerebellum Ureter skeleton Tastebuds Heart Interstitium
Tendons Analcanal Vagina Cochlea Tonsils Cervix Cornea Middleear Teeth Veins
Joints Esophagus Eye Pharynx Pharynx Iris Eardrum Vulva Muscle Pons
Ureter Cerebrum Eardrum Brain Heart Middleear Arteries Pancreas Eardrum Spleen
Ciliarybody Analcanal Urethra Heart Ligaments Iris Placenta Cecum Ovaries Cornea
Tongue Tendons Middleear Penis Trachea Midbrain Mouth Eye Cranialnerves Midbrain
Date Peach Kiwano Jackfruit Araza Cloudberry Loquat Persimmon Strawberry Cantaloupe
Jackfruit Papaya Honeyberry Currant Salak Cherimoya Honeyberry Passionfruit Lime Cashew
Marionberry Lychee Jostaberry Redcurrant Blackcurrant Persimmon Redcurrant Date Date Huckleberry
Currant Jostaberry Blackberry Clementine Pineberry Tamarillo Apple Quince Araza Nance
Cherry Gooseberry Orange Grapefruit Plantain Damson Persimmon Raisin Mulberry Lulo
Banana Acerola Kumquat Canistel Date Breadfruit Ximenia Melon Açaí Satsuma
Gooseberry Watermelon Gooseberry Salmonberry Avocado Tayberry Damson Nance Pomegranate Boysenberry
Acerola Abiu Currant Jackfruit Tangerine Tamarind Canistel Pear Cantaloupe Mangosteen
Boysenberry Salmonberry Cherimoya Mangosteen Salak Blackcurrant Honeydew Elderberry Persimmon Passionfruit
Papaya Salak Canistel Açaí Plum Cloudberry Raisin Kiwifruit Huckleberry Marionberry
Salmonberry Currant Mangosteen Blackcurrant Coconut Sapodilla Cantaloupe Pineapple Rambutan  Satsuma
BinaryNumber_0101001 BinaryNumber_0100010 BinaryNumber_1001110 BinaryNumber_1001101 BinaryNumber_0111101 BinaryNumber_1000111 BinaryNumber_1100001 BinaryNumber_0010101 BinaryNumber_0100010 BinaryNumber_1000000
BinaryNumber_1001110 BinaryNumber_0100111 BinaryNumber_0001110 BinaryNumber_0000000 BinaryNumber_0011011 BinaryNumber_0011011 BinaryNumber_0111111 BinaryNumber_0110000 BinaryNumber_0110110 BinaryNumber_0100111
BinaryNumber_0110101 BinaryNumber_0110110 BinaryNumber_0010010 BinaryNumber_0110100 BinaryNumber_1000110 BinaryNumber_0110010 BinaryNumber_1100000 BinaryNumber_1011000 BinaryNumber_1001001 BinaryNumber_0110001
BinaryNumber_0000111 BinaryNumber_0101011 BinaryNumber_0100101 BinaryNumber_0100010 BinaryNumber_1010101 BinaryNumber_0010001 BinaryNumber_0011100 BinaryNumber_0000111 BinaryNumber_0110000 BinaryNumber_0110110
BinaryNumber_0001100 BinaryNumber_0110000 BinaryNumber_1001101 BinaryNumber_0110111 BinaryNumber_0101100 BinaryNumber_0001010 BinaryNumber_0001110 BinaryNumber_0101000 BinaryNumber_1001110 BinaryNumber_0000110
BinaryNumber_0010110 BinaryNumber_1011110 BinaryNumber_0010100 BinaryNumber_1000111 BinaryNumber_1001001 BinaryNumber_1000011 BinaryNumber_0101000 BinaryNumber_0100101 BinaryNumber_1000001 BinaryNumber_0011000
BinaryNumber_1000000 BinaryNumber_0110100 BinaryNumber_0010100 BinaryNumber_1011111 BinaryNumber_0111110 BinaryNumber_0010101 BinaryNumber_1011010 BinaryNumber_1010100 BinaryNumber_0010000 BinaryNumber_0111011
BinaryNumber_1100010 BinaryNumber_0001101 BinaryNumber_1000000 BinaryNumber_1011000 BinaryNumber_0110100 BinaryNumber_0111100 BinaryNumber_0010010 BinaryNumber_0110101 BinaryNumber_1000010 BinaryNumber_1010100
BinaryNumber_0011010 BinaryNumber_1011100 BinaryNumber_0101100 BinaryNumber_0000000 BinaryNumber_1010111 BinaryNumber_0000100 BinaryNumber_0001000 BinaryNumber_0000011 BinaryNumber_1010000 BinaryNumber_0111110
BinaryNumber_1010010 BinaryNumber_1011101 BinaryNumber_0101011 BinaryNumber_1010110 BinaryNumber_0010110 BinaryNumber_0100001 BinaryNumber_0011111 BinaryNumber_1000011 BinaryNumber_1000011 BinaryNumber_0101111
BinaryNumber_0001110 BinaryNumber_0011111 BinaryNumber_0011100 BinaryNumber_1010111 BinaryNumber_0101010 BinaryNumber_0111111 BinaryNumber_0100001 BinaryNumber_0111011 BinaryNumber_1010011 BinaryNumber_1010111
PrimeNumber_13 PrimeNumber_61 PrimeNumber_23 PrimeNumber_211 PrimeNumber_367 PrimeNumber_19 PrimeNumber_313 PrimeNumber_463 PrimeNumber_397 PrimeNumber_313
PrimeNumber_101 PrimeNumber_71 PrimeNumber_523 PrimeNumber_193 PrimeNumber_331 PrimeNumber_241 PrimeNumber_419 PrimeNumber_313 PrimeNumber_337 PrimeNumber_379
PrimeNumber_491 PrimeNumber_5 PrimeNumber_2 PrimeNumber_173 PrimeNumber_23 PrimeNumber_307 PrimeNumber_41 PrimeNumber_43 PrimeNumber_11 PrimeNumber_211
PrimeNumber_229 PrimeNumber_349 PrimeNumber_67 PrimeNumber_11 PrimeNumber_29 PrimeNumber_13 PrimeNumber_421 PrimeNumber_383 PrimeNumber_109 PrimeNumber_131
PrimeNumber_163 PrimeNumber_179 PrimeNumber_421 PrimeNumber_349 PrimeNumber_487 PrimeNumber_547 PrimeNumber_433 PrimeNumber_223 PrimeNumber_269 PrimeNumber_359
PrimeNumber_263 PrimeNumber_367 PrimeNumber_41 PrimeNumber_11 PrimeNumber_463 PrimeNumber_193 PrimeNumber_257 PrimeNumber_167 PrimeNumber_521 PrimeNumber_349
PrimeNumber_193 PrimeNumber_61 PrimeNumber_233 PrimeNumber_281 PrimeNumber_317 PrimeNumber_79 PrimeNumber_29 PrimeNumber_173 PrimeNumber_233 PrimeNumber_439
PrimeNumber_457 PrimeNumber_271 PrimeNumber_67 PrimeNumber_421 PrimeNumber_509 PrimeNumber_29 PrimeNumber_3 PrimeNumber_467 PrimeNumber_109 PrimeNumber_241
PrimeNumber_103 PrimeNumber_523 PrimeNumber_521 PrimeNumber_521 PrimeNumber_521 PrimeNumber_107 PrimeNumber_521 PrimeNumber_421 PrimeNumber_263 PrimeNumber_499
PrimeNumber_479 PrimeNumber_311 PrimeNumber_199 PrimeNumber_419 PrimeNumber_193 PrimeNumber_241 PrimeNumber_7 PrimeNumber_199 PrimeNumber_151 PrimeNumber_79
PrimeNumber_523 PrimeNumber_263 PrimeNumber_419 PrimeNumber_41 PrimeNumber_271 PrimeNumber_431 PrimeNumber_197 PrimeNumber_367 PrimeNumber_347 PrimeNumber_349
