outrageous blue poor elated misty helpless wide-eyed wicked successful hurt
BinaryNumber_0010010 BinaryNumber_0110110 BinaryNumber_1100000 BinaryNumber_0111011 BinaryNumber_0000100 BinaryNumber_1000001 BinaryNumber_0100001 BinaryNumber_0011000 BinaryNumber_1000111 BinaryNumber_1010010
BinaryNumber_1000010 BinaryNumber_0111010 BinaryNumber_1001100 BinaryNumber_0110010 BinaryNumber_0101010 BinaryNumber_1000111 BinaryNumber_0101010 BinaryNumber_1011111 BinaryNumber_0101110 BinaryNumber_0011111
BinaryNumber_1000111 BinaryNumber_1000111 BinaryNumber_1100000 BinaryNumber_0100011 BinaryNumber_1000101 BinaryNumber_0110110 BinaryNumber_1010010 BinaryNumber_0000110 BinaryNumber_0101111 BinaryNumber_1000011
Marionberry Plumcot Persimmon Papaya Cranberry Lulo Avocado Mango Mangosteen Currant
Plumcot Pomegranate Mulberry Cashew Honeydew Apple Cempedak Akebi Tamarillo Bilberry
Pear Tangelo Tangerine Cranberry Loquat Orange Quince Breadfruit Marionberry Honeydew
Jackfruit Kiwano Plumcot Jackfruit Raspberry Mango Akebi Nectarine Banana Cherry
Feijoa Lemon Strawberry Marionberry Bilberry Coconut Raisin Ximenia Salak Lychee
Tamarillo Acerola Yuzu Redcurrant Cantaloupe Mulberry Banana Cantaloupe Persimmon Sapodilla
Grapefruit Blueberry Plum Cantaloupe Raspberry Tamarind Coconut Elderberry Fig Breadfruit
Sapodilla Açaí Melon Blackcurrant Peach Akebi Huckleberry Tamarillo Cloudberry Redcurrant
Huckleberry Abiu Akebi Akebi Tangelo Peach Longan Apple Clementine Grape
Mulberry Strawberry Honeydew Breadfruit Kumquat Açaí Boysenberry Cantaloupe Satsuma Lychee
Currant Blackcurrant Mulberry Jostaberry Pomegranate Pineapple Pomelo Cranberry Pineberry Raisin
temperature__33c temperature__50c temperature__34c temperature__27c temperature__44c temperature__112c temperature__30c temperature__30c temperature__51c temperature__69c
temperature__61c temperature__51c temperature__73c temperature__144c temperature__27c temperature__132c temperature__87c temperature__57c temperature__57c temperature__12c
temperature__22c temperature__130c temperature__142c temperature__7c temperature__79c temperature__95c temperature__142c temperature__71c temperature__61c temperature__144c
temperature__86c temperature__47c temperature__78c temperature__77c temperature__54c temperature__3c temperature__57c temperature__106c temperature__0c temperature__146c
temperature__112c temperature__46c temperature__44c temperature__116c temperature__28c temperature__27c temperature__49c temperature__40c temperature__52c temperature__22c
temperature__58c temperature__4c temperature__44c temperature__6c temperature__49c temperature__69c temperature__100c temperature__33c temperature__119c temperature__49c
temperature__145c temperature__108c temperature__0c temperature__4c temperature__87c temperature__61c temperature__36c temperature__131c temperature__14c temperature__85c
temperature__28c temperature__64c temperature__31c temperature__68c temperature__148c temperature__30c temperature__82c temperature__2c temperature__78c temperature__70c
temperature__11c temperature__148c temperature__40c temperature__139c temperature__118c temperature__33c temperature__131c temperature__17c temperature__68c temperature__42c
temperature__8c temperature__92c temperature__119c temperature__70c temperature__82c temperature__6c temperature__136c temperature__79c temperature__23c temperature__53c
temperature__91c temperature__40c temperature__46c temperature__130c temperature__12c temperature__136c temperature__36c temperature__144c temperature__57c temperature__147c
