bewildered eager annoyed wrong blushing uninterested putrid selfish joyous concerned
SkyBlue Green ForestGreen LightGoldenrodYellow LightYellow RoyalBlue Linen SandyBrown Goldenrod Crimson
PaleVioletRed Blue LavenderBlush MediumSpringGreen Olive SteelBlue Chartreuse LightGray MediumTurquoise DarkOrchid
DarkSeaGreen LightSlateGray Beige Thistle Aquamarine SteelBlue PaleTurquoise Sienna Brown LightYellow
Gainsboro Violet Silver LightSteelBlue FloralWhite Peru LemonChiffon Chartreuse DarkSlateBlue LemonChiffon
SlateBlue Yellow Yellow Lime PaleTurquoise MediumOrchid LightYellow LightSalmon Snow MediumSpringGreen
MediumAquamarine LightSlateBlue White Seashell MintCream LightCoral Navy LightSkyBlue Coral Lime
Honeydew Lime Cornsilk PaleGreen MediumSeaGreen DarkKhaki MediumPurple Firebrick PaleVioletRed MistyRose
SlateBlue DarkGray RoyalBlue LightCyan LightSlateBlue Ivory SteelBlue LightSeaGreen Olive DarkKhaki
DarkSlateGray SpringGreen LightCoral Seashell DarkSlateGray Sienna MediumBlue Violet DarkSalmon DarkSalmon
PeachPuff DarkSlateGray Ivory SpringGreen LightCoral VioletRed DarkViolet Tan Salmon AliceBlue
Chocolate Khaki DarkSlateBlue Yellow DarkFuchsia DimGray MintCream AntiqueWhite Aquamarine AliceBlue
BinaryNumber_0000100 BinaryNumber_0100001 BinaryNumber_0110010 BinaryNumber_0110110 BinaryNumber_0011111 BinaryNumber_1001110 BinaryNumber_0101101 BinaryNumber_0011110 BinaryNumber_0011110 BinaryNumber_0001010
BinaryNumber_1011001 BinaryNumber_0000000 BinaryNumber_0001100 BinaryNumber_0100110 BinaryNumber_0110000 BinaryNumber_0010001 BinaryNumber_1000100 BinaryNumber_1000011 BinaryNumber_1001110 BinaryNumber_0011001
BinaryNumber_0110101 BinaryNumber_1001111 BinaryNumber_0010101 BinaryNumber_0011111 BinaryNumber_0111000 BinaryNumber_0101100 BinaryNumber_0100100 BinaryNumber_0101110 BinaryNumber_0101011 BinaryNumber_1000001
BinaryNumber_0100111 BinaryNumber_0110100 BinaryNumber_1011001 BinaryNumber_1011101 BinaryNumber_0001110 BinaryNumber_1000000 BinaryNumber_0101011 BinaryNumber_0010100 BinaryNumber_0000101 BinaryNumber_0100110
BinaryNumber_0010001 BinaryNumber_0101001 BinaryNumber_1100000 BinaryNumber_1001000 BinaryNumber_1000111 BinaryNumber_0100100 BinaryNumber_0100010 BinaryNumber_0010001 BinaryNumber_0111001 BinaryNumber_0010111
BinaryNumber_1000100 BinaryNumber_1010000 BinaryNumber_1001101 BinaryNumber_0011000 BinaryNumber_0111011 BinaryNumber_0010110 BinaryNumber_1011000 BinaryNumber_0101001 BinaryNumber_0110101 BinaryNumber_0010101
BinaryNumber_0111000 BinaryNumber_0010000 BinaryNumber_1000000 BinaryNumber_0001101 BinaryNumber_0110101 BinaryNumber_1010100 BinaryNumber_0100111 BinaryNumber_1000011 BinaryNumber_0000100 BinaryNumber_1001000
BinaryNumber_1100011 BinaryNumber_0101011 BinaryNumber_0101000 BinaryNumber_0001010 BinaryNumber_1000001 BinaryNumber_1010110 BinaryNumber_0011111 BinaryNumber_1000110 BinaryNumber_0011100 BinaryNumber_0111001
BinaryNumber_0010000 BinaryNumber_0111100 BinaryNumber_0110001 BinaryNumber_0111001 BinaryNumber_1000111 BinaryNumber_0001111 BinaryNumber_1000001 BinaryNumber_0011111 BinaryNumber_0100000 BinaryNumber_1001000
BinaryNumber_1100000 BinaryNumber_1010001 BinaryNumber_1011000 BinaryNumber_1001011 BinaryNumber_0111100 BinaryNumber_1011010 BinaryNumber_1001101 BinaryNumber_1001011 BinaryNumber_1001011 BinaryNumber_0111010
BinaryNumber_0010000 BinaryNumber_1011000 BinaryNumber_1010000 BinaryNumber_0100010 BinaryNumber_0001010 BinaryNumber_0000000 BinaryNumber_0000011 BinaryNumber_0010111 BinaryNumber_1010010 BinaryNumber_0011011
meat sushi edible meat meal sushi rice pasta chicken nutrition
plant nourishment meals nourishment soup edible rice plant animal milk
milk fruit pasta fruits vegetables animal pasta cooking sushi cooking victuals
pasta vegetable rice meals provender cheese rice vegetable fruits vegetables nourishment
drinks meal eat restaurant soup meal animal beef cheese cereal
meal victuals pasta pasta eat vegetable cooking provender rice edible
victuals nourishment rice seafood chicken meal beef chicken nourishment meals
soup fruit cereal edible soup nourishment plant victuals chicken milk
nourishment fruit meal nutrition pasta meat rice milk cooking beef
vegetable fruits vegetables fruit drinks meat rice plant nutrient nourishment meal
chicken animal chicken nourishment cooking milk plant vegetable beef drinks
Ossicles Ileum Ovaries Capillaries Cervix Interstitium Cochlea Placenta Pharynx Kidneys
Lips Cornea Thymus skeleton Teeth Mouth Fallopiantubes Largeintestine Liver Clitoris
Spinalnerves Ligaments Esophagus Cecum Stomach Vagina Ciliarybody Vulva Tendons Analcanal
Lymphaticvessel Ligaments Brain Hypothalamus Ovaries Tonsils Capillaries Capillaries Thymus Ligaments
Tastebuds Smallintestine Cecum Largeintestine Sensoryorgans Iris Spinalnerves Spleen Lungs Smallintestine
Innerear Vagina Retina Ganglia Pancreas Mesentery Innerear Tonsils Cranialnerves Bone 
Analcanal Spinalnerves Hypothalamus Heart Pancreas Rectum Thymus Analcanal Trachea Ossicles
Ciliarybody Lens Ovaries Tendons Trachea Ossicles Largeintestine Clitoris Mouth Tastebuds
Cornea Trachea Lens Capillaries Lungs Cranialnerves Gallbladder Ligaments Bronchi Heart
Ossicles Gallbladder Vulva Clitoris Uterus Uterus Spleen Lungs Smallintestine Cranialnerves
Jejunum Bladder Pharynx Cranialnerves Bladder Thymus Interstitium Pancreas Urethra Muscle
legislature incarceration drug war genocide arsons victim criminals justice crime
bloodshed drama criminality shootings legal crime homicides sin criminal suspense
jurisdiction justice punitive brutality robbery slay homicides psychological assault muggings
abuse prostitution threats murders conspiracy noir victim prison homelessness criminals
murders threats tort gangster fraud trafficking prostitution offense forensic illegal
corrupt felony blackmail drama shoplift guilty fraud slayings rape lift
heist police blackmail massacre criminality muggings robbery criminality dark criminals
sin shoplift snitching misdemeanour action robbery human victim detective crisis
threats smuggle massacre slay law-breaking offenses supernatural shoplift offenses gang
human dark assault mob massacre heist homicides dark offense mafia
serial punishment shootings safety jurisdiction psychological evidence victim sentence threats
