integratedcircuit phone diskette vacuumtube programmer electronics machinecode desktop game turingmachine
temperature__30c temperature__136c temperature__3c temperature__146c temperature__58c temperature__95c temperature__68c temperature__98c temperature__123c temperature__130c
temperature__24c temperature__126c temperature__95c temperature__130c temperature__40c temperature__40c temperature__139c temperature__120c temperature__137c temperature__31c
temperature__34c temperature__30c temperature__57c temperature__105c temperature__49c temperature__123c temperature__4c temperature__22c temperature__0c temperature__126c
temperature__82c temperature__148c temperature__50c temperature__3c temperature__49c temperature__77c temperature__100c temperature__3c temperature__82c temperature__3c
temperature__106c temperature__116c temperature__28c temperature__69c temperature__108c temperature__120c temperature__21c temperature__42c temperature__78c temperature__17c
temperature__35c temperature__52c temperature__88c temperature__137c temperature__12c temperature__16c temperature__27c temperature__111c temperature__31c temperature__33c
temperature__4c temperature__79c temperature__82c temperature__139c temperature__2c temperature__54c temperature__44c temperature__4c temperature__123c temperature__98c
CubeNumber_64000 CubeNumber_474552 CubeNumber_125000 CubeNumber_91125 CubeNumber_884736 CubeNumber_91125 CubeNumber_884736 CubeNumber_614125 CubeNumber_8 CubeNumber_205379
CubeNumber_804357 CubeNumber_74088 CubeNumber_17576 CubeNumber_474552 CubeNumber_185193 CubeNumber_13824 CubeNumber_10648 CubeNumber_456533 CubeNumber_17576 CubeNumber_681472
CubeNumber_551368 CubeNumber_5832 CubeNumber_10648 CubeNumber_912673 CubeNumber_592704 CubeNumber_117649 CubeNumber_729 CubeNumber_729000 CubeNumber_103823 CubeNumber_10648
CubeNumber_438976 CubeNumber_27000 CubeNumber_39304 CubeNumber_50653 CubeNumber_27000 CubeNumber_658503 CubeNumber_9261 CubeNumber_405224 CubeNumber_29791 CubeNumber_85184
CubeNumber_804357 CubeNumber_46656 CubeNumber_4096 CubeNumber_287496 CubeNumber_85184 CubeNumber_166375 CubeNumber_250047 CubeNumber_1728 CubeNumber_64000 CubeNumber_125000
CubeNumber_12167 CubeNumber_614125 CubeNumber_343 CubeNumber_592704 CubeNumber_357911 CubeNumber_19683 CubeNumber_729 CubeNumber_2744 CubeNumber_39304 CubeNumber_8000
CubeNumber_2744 CubeNumber_13824 CubeNumber_185193 CubeNumber_9261 CubeNumber_79507 CubeNumber_85184 CubeNumber_64 CubeNumber_512000 CubeNumber_300763 CubeNumber_636056
CubeNumber_42875 CubeNumber_39304 CubeNumber_4096 CubeNumber_50653 CubeNumber_830584 CubeNumber_50653 CubeNumber_1331 CubeNumber_704969 CubeNumber_3375 CubeNumber_1728
CubeNumber_830584 CubeNumber_74088 CubeNumber_571787 CubeNumber_389017 CubeNumber_830584 CubeNumber_531441 CubeNumber_830584 CubeNumber_493039 CubeNumber_46656 CubeNumber_35937
CubeNumber_117649 CubeNumber_1331 CubeNumber_166375 CubeNumber_753571 CubeNumber_941192 CubeNumber_636056 CubeNumber_274625 CubeNumber_27 CubeNumber_216 CubeNumber_79507
CubeNumber_1331 CubeNumber_216 CubeNumber_54872 CubeNumber_614125 CubeNumber_250047 CubeNumber_1728 CubeNumber_185193 CubeNumber_753571 CubeNumber_1728 CubeNumber_2744
BinaryNumber_0111010 BinaryNumber_0000001 BinaryNumber_1001000 BinaryNumber_0010111 BinaryNumber_0001100 BinaryNumber_1010101 BinaryNumber_1001111 BinaryNumber_0111000 BinaryNumber_1000010 BinaryNumber_1000100
BinaryNumber_1010011 BinaryNumber_0001110 BinaryNumber_1011011 BinaryNumber_0000011 BinaryNumber_0111001 BinaryNumber_1010101 BinaryNumber_1010100 BinaryNumber_1011101 BinaryNumber_0101110 BinaryNumber_0010001
BinaryNumber_1011111 BinaryNumber_0011101 BinaryNumber_0011000 BinaryNumber_1000100 BinaryNumber_1000000 BinaryNumber_0001111 BinaryNumber_0101010 BinaryNumber_0000010 BinaryNumber_0101100 BinaryNumber_0010110
BinaryNumber_1010000 BinaryNumber_0100100 BinaryNumber_0100010 BinaryNumber_1011110 BinaryNumber_0011010 BinaryNumber_1001000 BinaryNumber_1001100 BinaryNumber_0110000 BinaryNumber_0100100 BinaryNumber_0100101
BinaryNumber_0011111 BinaryNumber_1001111 BinaryNumber_0010000 BinaryNumber_0101000 BinaryNumber_0010111 BinaryNumber_1000110 BinaryNumber_0001000 BinaryNumber_0101110 BinaryNumber_0101101 BinaryNumber_1000101
BinaryNumber_1001110 BinaryNumber_0101111 BinaryNumber_0000001 BinaryNumber_1000100 BinaryNumber_1010111 BinaryNumber_1011110 BinaryNumber_0101010 BinaryNumber_1001001 BinaryNumber_0111111 BinaryNumber_1011101
BinaryNumber_0010100 BinaryNumber_1011010 BinaryNumber_1011001 BinaryNumber_0101111 BinaryNumber_1001001 BinaryNumber_1001011 BinaryNumber_0010010 BinaryNumber_1000001 BinaryNumber_0000011 BinaryNumber_1000001
BinaryNumber_1010110 BinaryNumber_1010110 BinaryNumber_1010101 BinaryNumber_1000111 BinaryNumber_1010111 BinaryNumber_0101010 BinaryNumber_0101100 BinaryNumber_0001000 BinaryNumber_1010001 BinaryNumber_1001101
BinaryNumber_0010000 BinaryNumber_0100010 BinaryNumber_1001110 BinaryNumber_0110011 BinaryNumber_0011011 BinaryNumber_1000001 BinaryNumber_0111110 BinaryNumber_0101100 BinaryNumber_0000110 BinaryNumber_1000110
BinaryNumber_0110101 BinaryNumber_0101101 BinaryNumber_0000001 BinaryNumber_0000001 BinaryNumber_0000000 BinaryNumber_1000000 BinaryNumber_1010011 BinaryNumber_0110001 BinaryNumber_0011010 BinaryNumber_0111100
BinaryNumber_1100010 BinaryNumber_0000111 BinaryNumber_0000100 BinaryNumber_0000011 BinaryNumber_0011000 BinaryNumber_0010010 BinaryNumber_0100111 BinaryNumber_1000110 BinaryNumber_1000011 BinaryNumber_0010010
