Avocado Jambul Jujube Persimmon Araza Peach Coconut Sapodilla Cloudberry Kiwifruit
SquareNumber_1369 SquareNumber_4624 SquareNumber_3136 SquareNumber_2500 SquareNumber_1444 SquareNumber_6561 SquareNumber_400 SquareNumber_2025 SquareNumber_4225 SquareNumber_1089
SquareNumber_2116 SquareNumber_121 SquareNumber_9 SquareNumber_2500 SquareNumber_2116 SquareNumber_4489 SquareNumber_2601 SquareNumber_3364 SquareNumber_8836 SquareNumber_4225
SquareNumber_9216 SquareNumber_4624 SquareNumber_676 SquareNumber_7225 SquareNumber_324 SquareNumber_784 SquareNumber_7744 SquareNumber_1369 SquareNumber_1296 SquareNumber_4489
SquareNumber_4096 SquareNumber_841 SquareNumber_2209 SquareNumber_7396 SquareNumber_676 SquareNumber_1521 SquareNumber_1296 SquareNumber_16 SquareNumber_3136 SquareNumber_7396
SquareNumber_576 SquareNumber_36 SquareNumber_100 SquareNumber_144 SquareNumber_900 SquareNumber_1089 SquareNumber_9 SquareNumber_7056 SquareNumber_361 SquareNumber_1521
proud vivacious disgusted mushy vivacious wrong jealous itchy hilarious sleepy
black panicky light annoyed uptight happy creepy helpful concerned shy
breakable friendly energetic motionless selfish funny tender poised hungry faithful
poised doubtful doubtful worrisome witty adorable old-fashioned bored blue-eyed jolly
inexpensive zany powerful brave easy eager super uninterested ugly outrageous
silly creepy bewildered misty thoughtless filthy easy dark good important
sore blushing fair lucky panicky nutty comfortable real light dark
dizzy blue misty uptight jealous famous powerful nice exuberant black
doubtful inquisitive determined defeated perfect troubled open panicky ugliest dizzy
energetic enchanting helpful super terrible enchanting splendid black confused alert
victorious old-fashioned graceful expensive pleasant tame poor awful confused silly
BinaryNumber_1100001 BinaryNumber_0010010 BinaryNumber_0111111 BinaryNumber_0111011 BinaryNumber_0001001 BinaryNumber_0011111 BinaryNumber_1001111 BinaryNumber_0101100 BinaryNumber_0010001 BinaryNumber_0110011
BinaryNumber_0110101 BinaryNumber_0000000 BinaryNumber_0000100 BinaryNumber_0100100 BinaryNumber_0010110 BinaryNumber_0000101 BinaryNumber_1000000 BinaryNumber_0010011 BinaryNumber_1011100 BinaryNumber_0000101
BinaryNumber_0010011 BinaryNumber_0011110 BinaryNumber_1001010 BinaryNumber_1100010 BinaryNumber_0100111 BinaryNumber_1010000 BinaryNumber_0101010 BinaryNumber_0111111 BinaryNumber_1011010 BinaryNumber_0001001
BinaryNumber_0101110 BinaryNumber_1000100 BinaryNumber_1001111 BinaryNumber_0111111 BinaryNumber_0011000 BinaryNumber_0000100 BinaryNumber_1010111 BinaryNumber_0110001 BinaryNumber_0000000 BinaryNumber_1011000
BinaryNumber_1100000 BinaryNumber_0001111 BinaryNumber_0010011 BinaryNumber_0110011 BinaryNumber_0011001 BinaryNumber_0100110 BinaryNumber_0000001 BinaryNumber_1000100 BinaryNumber_1000010 BinaryNumber_0011101
BinaryNumber_1011011 BinaryNumber_1001100 BinaryNumber_0001111 BinaryNumber_0011000 BinaryNumber_0101111 BinaryNumber_0010001 BinaryNumber_0100111 BinaryNumber_0001001 BinaryNumber_0000011 BinaryNumber_1000110
BinaryNumber_1011111 BinaryNumber_0001000 BinaryNumber_0010011 BinaryNumber_0011011 BinaryNumber_0000110 BinaryNumber_1011100 BinaryNumber_0101010 BinaryNumber_1010111 BinaryNumber_1001111 BinaryNumber_0010110
BinaryNumber_0011111 BinaryNumber_0010100 BinaryNumber_1001001 BinaryNumber_0100111 BinaryNumber_0111110 BinaryNumber_0101111 BinaryNumber_0110000 BinaryNumber_0000110 BinaryNumber_1001010 BinaryNumber_0010101
BinaryNumber_0110101 BinaryNumber_1010011 BinaryNumber_1011011 BinaryNumber_0000001 BinaryNumber_0110010 BinaryNumber_1001011 BinaryNumber_0110011 BinaryNumber_0000011 BinaryNumber_0111101 BinaryNumber_0100111
BinaryNumber_0001000 BinaryNumber_1011100 BinaryNumber_0010000 BinaryNumber_0100110 BinaryNumber_0110110 BinaryNumber_1001111 BinaryNumber_0100111 BinaryNumber_0110011 BinaryNumber_1000011 BinaryNumber_0001111
BinaryNumber_0011110 BinaryNumber_0001000 BinaryNumber_1011010 BinaryNumber_0100110 BinaryNumber_0000011 BinaryNumber_0111001 BinaryNumber_0000100 BinaryNumber_1100010 BinaryNumber_1011010 BinaryNumber_1001100
