bewildered cheerful aggressive comfortable real attractive outrageous grieving delightful poor
BinaryNumber_0011010 BinaryNumber_1001010 BinaryNumber_0110001 BinaryNumber_0110101 BinaryNumber_0100101 BinaryNumber_0100110 BinaryNumber_1000000 BinaryNumber_1000101 BinaryNumber_0100101 BinaryNumber_0010100
BinaryNumber_0011101 BinaryNumber_1000111 BinaryNumber_0000001 BinaryNumber_1011001 BinaryNumber_1001011 BinaryNumber_0001111 BinaryNumber_1100001 BinaryNumber_0100010 BinaryNumber_0111110 BinaryNumber_1000001
BinaryNumber_0111101 BinaryNumber_1100010 BinaryNumber_0011110 BinaryNumber_0111110 BinaryNumber_1010000 BinaryNumber_0111000 BinaryNumber_0101010 BinaryNumber_0000011 BinaryNumber_0110101 BinaryNumber_0001111
BinaryNumber_0110011 BinaryNumber_0111111 BinaryNumber_0111111 BinaryNumber_0000011 BinaryNumber_0110101 BinaryNumber_0010100 BinaryNumber_0101101 BinaryNumber_0110100 BinaryNumber_0110001 BinaryNumber_0110101
CubeNumber_262144 CubeNumber_9261 CubeNumber_343000 CubeNumber_753571 CubeNumber_941192 CubeNumber_512 CubeNumber_5832 CubeNumber_531441 CubeNumber_571787 CubeNumber_753571
CubeNumber_54872 CubeNumber_117649 CubeNumber_148877 CubeNumber_884736 CubeNumber_250047 CubeNumber_512 CubeNumber_85184 CubeNumber_12167 CubeNumber_614125 CubeNumber_216
CubeNumber_91125 CubeNumber_125 CubeNumber_551368 CubeNumber_551368 CubeNumber_24389 CubeNumber_5832 CubeNumber_17576 CubeNumber_103823 CubeNumber_140608 CubeNumber_166375
CubeNumber_39304 CubeNumber_140608 CubeNumber_117649 CubeNumber_117649 CubeNumber_614125 CubeNumber_132651 CubeNumber_125 CubeNumber_729 CubeNumber_132651 CubeNumber_314432
CubeNumber_132651 CubeNumber_343 CubeNumber_2197 CubeNumber_185193 CubeNumber_13824 CubeNumber_15625 CubeNumber_50653 CubeNumber_778688 CubeNumber_250047 CubeNumber_42875
CubeNumber_68921 CubeNumber_175616 CubeNumber_17576 CubeNumber_830584 CubeNumber_85184 CubeNumber_729 CubeNumber_39304 CubeNumber_658503 CubeNumber_27000 CubeNumber_19683
CubeNumber_175616 CubeNumber_512 CubeNumber_32768 CubeNumber_3375 CubeNumber_857375 CubeNumber_857375 CubeNumber_300763 CubeNumber_729 CubeNumber_704969 CubeNumber_216
CubeNumber_238328 CubeNumber_636056 CubeNumber_46656 CubeNumber_10648 CubeNumber_328509 CubeNumber_216 CubeNumber_19683 CubeNumber_941192 CubeNumber_343000 CubeNumber_19683
CubeNumber_13824 CubeNumber_636056 CubeNumber_512000 CubeNumber_8000 CubeNumber_29791 CubeNumber_704969 CubeNumber_35937 CubeNumber_39304 CubeNumber_13824 CubeNumber_132651
CubeNumber_592704 CubeNumber_636056 CubeNumber_405224 CubeNumber_571787 CubeNumber_1728 CubeNumber_804357 CubeNumber_32768 CubeNumber_103823 CubeNumber_103823 CubeNumber_681472
CubeNumber_729000 CubeNumber_29791 CubeNumber_12167 CubeNumber_512000 CubeNumber_658503 CubeNumber_79507 CubeNumber_1728 CubeNumber_438976 CubeNumber_405224 CubeNumber_12167
