Cornea Ovaries Urethra Larynx Analcanal Lens Rectum Tongue Nerves Lips
MidnightBlue DarkKhaki PaleGoldenrod Lavender Indigo PapayaWhip Blue MediumSlateBlue DarkKhaki Orchid
Red DarkOliveGreen MintCream PeachPuff DodgerBlue Lavender Tomato Goldenrod PapayaWhip LightSteelBlue
MediumSpringGreen LawnGreen PaleTurquoise SlateGray DarkOliveGreen LightCyan MediumSlateBlue Tomato Crimson Tan
OliveDrab LightCoral LightSlateBlue DarkBlue AliceBlue VioletRed Feldspar Tan Brown GreenYellow
LawnGreen MediumSeaGreen PapayaWhip Brown GreenYellow Beige SteelBlue PaleVioletRed Tomato SteelBlue
LightSeaGreen DarkCyan DarkFuchsia DarkGoldenrod PaleTurquoise DarkKhaki SpringGreen LightGreen Lime DeepPink
VioletRed LightCyan OrangeRed Aquamarine PaleGoldenrod Pink Blue OliveDrab Crimson Plum
MediumSeaGreen Firebrick Linen LemonChiffon Gainsboro Aquamarine Azure OrangeRed LightSteelBlue Wheat
LightSalmon SlateGray SlateBlue LightSlateBlue Thistle PaleVioletRed LightCyan LightSlateBlue Gainsboro LemonChiffon
SaddleBrown SteelBlue Linen DarkSlateBlue Thistle MistyRose Maroon Navy Khaki MediumSpringGreen
