dinosaur carnivore hourse vertebrate metazoan monster scavenger exoticanimals invertebrate puppy
BinaryNumber_0100100 BinaryNumber_1010001 BinaryNumber_0101101 BinaryNumber_0111000 BinaryNumber_0000001 BinaryNumber_0000000 BinaryNumber_0101110 BinaryNumber_1100010 BinaryNumber_0100000 BinaryNumber_1000111
BinaryNumber_0101100 BinaryNumber_1011000 BinaryNumber_0010100 BinaryNumber_1100010 BinaryNumber_0101000 BinaryNumber_1000101 BinaryNumber_0110111 BinaryNumber_0110010 BinaryNumber_0000001 BinaryNumber_1001001
BinaryNumber_1010110 BinaryNumber_0010110 BinaryNumber_0100111 BinaryNumber_0000110 BinaryNumber_0110101 BinaryNumber_1000111 BinaryNumber_0001110 BinaryNumber_0001100 BinaryNumber_1000001 BinaryNumber_0010000
temperature__52c temperature__138c temperature__41c temperature__16c temperature__74c temperature__116c temperature__90c temperature__30c temperature__77c temperature__65c
temperature__64c temperature__122c temperature__5c temperature__36c temperature__24c temperature__65c temperature__146c temperature__30c temperature__12c temperature__146c
temperature__23c temperature__47c temperature__106c temperature__61c temperature__112c temperature__119c temperature__105c temperature__146c temperature__131c temperature__59c
temperature__111c temperature__139c temperature__46c temperature__106c temperature__64c temperature__132c temperature__146c temperature__5c temperature__87c temperature__88c
temperature__57c temperature__138c temperature__11c temperature__148c temperature__118c temperature__112c temperature__82c temperature__52c temperature__58c temperature__119c
temperature__137c temperature__47c temperature__139c temperature__3c temperature__36c temperature__22c temperature__130c temperature__21c temperature__4c temperature__116c
temperature__35c temperature__36c temperature__26c temperature__12c temperature__92c temperature__140c temperature__24c temperature__136c temperature__11c temperature__109c
temperature__73c temperature__109c temperature__57c temperature__24c temperature__88c temperature__116c temperature__42c temperature__132c temperature__40c temperature__4c
temperature__92c temperature__39c temperature__68c temperature__41c temperature__58c temperature__118c temperature__141c temperature__77c temperature__63c temperature__90c
temperature__5c temperature__78c temperature__47c temperature__88c temperature__0c temperature__116c temperature__124c temperature__73c temperature__95c temperature__51c
temperature__106c temperature__34c temperature__34c temperature__141c temperature__3c temperature__77c temperature__4c temperature__78c temperature__0c temperature__78c
