subtonic metre sound language classical fermata film lyric singers culture
BinaryNumber_0101000 BinaryNumber_0101100 BinaryNumber_0010110 BinaryNumber_0001101 BinaryNumber_0101000 BinaryNumber_0111110 BinaryNumber_1001011 BinaryNumber_0100011 BinaryNumber_0110111 BinaryNumber_1000000
BinaryNumber_1011001 BinaryNumber_1100000 BinaryNumber_1000111 BinaryNumber_1001100 BinaryNumber_1001010 BinaryNumber_0010011 BinaryNumber_0101001 BinaryNumber_0001000 BinaryNumber_0001000 BinaryNumber_0111010
BinaryNumber_1000111 BinaryNumber_0000001 BinaryNumber_1100010 BinaryNumber_0111001 BinaryNumber_0110111 BinaryNumber_1010110 BinaryNumber_0011101 BinaryNumber_1001001 BinaryNumber_0100010 BinaryNumber_0000000
BinaryNumber_1000110 BinaryNumber_0000101 BinaryNumber_0110100 BinaryNumber_0110000 BinaryNumber_1000110 BinaryNumber_0101001 BinaryNumber_0100011 BinaryNumber_1011010 BinaryNumber_1001110 BinaryNumber_0100110
BinaryNumber_0010010 BinaryNumber_0001000 BinaryNumber_1011000 BinaryNumber_0111100 BinaryNumber_0010000 BinaryNumber_0010110 BinaryNumber_1001110 BinaryNumber_0101111 BinaryNumber_1000101 BinaryNumber_0011001
BinaryNumber_0000001 BinaryNumber_1011111 BinaryNumber_0111100 BinaryNumber_0010001 BinaryNumber_0100101 BinaryNumber_0010010 BinaryNumber_0001001 BinaryNumber_0010000 BinaryNumber_1001111 BinaryNumber_0100000
Kidneys Eardrum Nerves Liver Eye Rectum Pharynx Ileum Eye Vulva
Ciliarybody Mesentery Cecum Trachea Tongue Cerebrum Teeth Cranialnerves Scrotum Pancreas
Tongue Pancreas Urethra Bone  Gallbladder Muscle Ossicles Penis Cerebellum Eye
Retina Bladder Bone  Tonsils Spleen Pons Cerebrum Placenta Trachea Iris
Bladder Cerebrum Fallopiantubes Cervix Gallbladder Ganglia Heart Ganglia Spleen Bladder
Ganglia Pharynx Brain Duodenum Spinalnerves Heart Larynx Smallintestine Mesentery Vulva
Eardrum Trachea skeleton Middleear Eardrum Arteries Iris Duodenum Cecum Cerebrum
Mouth Arteries Cornea Spinalnerves Tendons Interstitium Gallbladder Outerear Smallintestine Ear
Thalamus Rectum Outerear Cochlea Fallopiantubes Penis Retina Stomach Largeintestine Tongue
Retina Cochlea Vagina Arteries Brain Fallopiantubes Midbrain Cornea Cranialnerves Brain
Veins Lips Cerebrum Bladder Cerebrum Tendons Bone  Eye Ossicles Tastebuds
PrimeNumber_263 PrimeNumber_389 PrimeNumber_7 PrimeNumber_13 PrimeNumber_439 PrimeNumber_353 PrimeNumber_479 PrimeNumber_263 PrimeNumber_97 PrimeNumber_277
PrimeNumber_541 PrimeNumber_181 PrimeNumber_163 PrimeNumber_277 PrimeNumber_373 PrimeNumber_109 PrimeNumber_97 PrimeNumber_3 PrimeNumber_521 PrimeNumber_349
PrimeNumber_521 PrimeNumber_349 PrimeNumber_431 PrimeNumber_281 PrimeNumber_439 PrimeNumber_5 PrimeNumber_251 PrimeNumber_47 PrimeNumber_89 PrimeNumber_107
PrimeNumber_401 PrimeNumber_2 PrimeNumber_193 PrimeNumber_521 PrimeNumber_181 PrimeNumber_139 PrimeNumber_47 PrimeNumber_521 PrimeNumber_547 PrimeNumber_97
PrimeNumber_37 PrimeNumber_281 PrimeNumber_439 PrimeNumber_311 PrimeNumber_443 PrimeNumber_181 PrimeNumber_61 PrimeNumber_89 PrimeNumber_89 PrimeNumber_547
PrimeNumber_347 PrimeNumber_89 PrimeNumber_233 PrimeNumber_17 PrimeNumber_523 PrimeNumber_509 PrimeNumber_283 PrimeNumber_479 PrimeNumber_239 PrimeNumber_509
PrimeNumber_7 PrimeNumber_439 PrimeNumber_37 PrimeNumber_311 PrimeNumber_367 PrimeNumber_59 PrimeNumber_229 PrimeNumber_137 PrimeNumber_109 PrimeNumber_389
PrimeNumber_73 PrimeNumber_373 PrimeNumber_47 PrimeNumber_173 PrimeNumber_199 PrimeNumber_223 PrimeNumber_41 PrimeNumber_127 PrimeNumber_181 PrimeNumber_373
PrimeNumber_79 PrimeNumber_389 PrimeNumber_53 PrimeNumber_271 PrimeNumber_257 PrimeNumber_37 PrimeNumber_3 PrimeNumber_131 PrimeNumber_419 PrimeNumber_41
PrimeNumber_211 PrimeNumber_181 PrimeNumber_11 PrimeNumber_293 PrimeNumber_269 PrimeNumber_233 PrimeNumber_379 PrimeNumber_443 PrimeNumber_227 PrimeNumber_281
PrimeNumber_263 PrimeNumber_373 PrimeNumber_229 PrimeNumber_97 PrimeNumber_2 PrimeNumber_173 PrimeNumber_461 PrimeNumber_241 PrimeNumber_311 PrimeNumber_347
SquareNumber_4489 SquareNumber_256 SquareNumber_4761 SquareNumber_576 SquareNumber_1225 SquareNumber_961 SquareNumber_1225 SquareNumber_5329 SquareNumber_5929 SquareNumber_2025
SquareNumber_2304 SquareNumber_841 SquareNumber_2500 SquareNumber_4096 SquareNumber_484 SquareNumber_16 SquareNumber_6889 SquareNumber_1600 SquareNumber_121 SquareNumber_1600
SquareNumber_10000 SquareNumber_100 SquareNumber_2500 SquareNumber_3364 SquareNumber_64 SquareNumber_9801 SquareNumber_3364 SquareNumber_2116 SquareNumber_3364 SquareNumber_1521
SquareNumber_3025 SquareNumber_7569 SquareNumber_576 SquareNumber_49 SquareNumber_1225 SquareNumber_1225 SquareNumber_8649 SquareNumber_3364 SquareNumber_2601 SquareNumber_1681
SquareNumber_196 SquareNumber_2916 SquareNumber_1521 SquareNumber_5625 SquareNumber_16 SquareNumber_1296 SquareNumber_3364 SquareNumber_8464 SquareNumber_3600 SquareNumber_4900
SquareNumber_3249 SquareNumber_81 SquareNumber_5329 SquareNumber_256 SquareNumber_3249 SquareNumber_4356 SquareNumber_6561 SquareNumber_484 SquareNumber_2025 SquareNumber_49
SquareNumber_5329 SquareNumber_289 SquareNumber_7225 SquareNumber_2809 SquareNumber_8281 SquareNumber_64 SquareNumber_1521 SquareNumber_841 SquareNumber_4 SquareNumber_576
SquareNumber_5929 SquareNumber_9801 SquareNumber_324 SquareNumber_2304 SquareNumber_196 SquareNumber_4356 SquareNumber_2500 SquareNumber_3844 SquareNumber_676 SquareNumber_4
SquareNumber_1024 SquareNumber_2304 SquareNumber_4900 SquareNumber_4356 SquareNumber_625 SquareNumber_4096 SquareNumber_10000 SquareNumber_5041 SquareNumber_1600 SquareNumber_3249
SquareNumber_3969 SquareNumber_2809 SquareNumber_8281 SquareNumber_256 SquareNumber_7744 SquareNumber_16 SquareNumber_9409 SquareNumber_256 SquareNumber_4096 SquareNumber_1024
SquareNumber_3969 SquareNumber_9216 SquareNumber_6724 SquareNumber_256 SquareNumber_3721 SquareNumber_7056 SquareNumber_5041 SquareNumber_6084 SquareNumber_676 SquareNumber_144
