obedient dead plain filthy repulsive glorious courageous arrogant poor charming
SquareNumber_1849 SquareNumber_6561 SquareNumber_1089 SquareNumber_1089 SquareNumber_2809 SquareNumber_361 SquareNumber_784 SquareNumber_5776 SquareNumber_8100 SquareNumber_1681
SquareNumber_1849 SquareNumber_2401 SquareNumber_8649 SquareNumber_10000 SquareNumber_1444 SquareNumber_8464 SquareNumber_3969 SquareNumber_8281 SquareNumber_256 SquareNumber_5625
SquareNumber_4900 SquareNumber_6400 SquareNumber_5625 SquareNumber_3364 SquareNumber_1369 SquareNumber_4489 SquareNumber_3844 SquareNumber_10000 SquareNumber_225 SquareNumber_1369
SquareNumber_4225 SquareNumber_8100 SquareNumber_4356 SquareNumber_4 SquareNumber_9 SquareNumber_1444 SquareNumber_7569 SquareNumber_100 SquareNumber_2401 SquareNumber_36
Passionfruit Fig Tangerine Cranberry Tangelo Tangerine Blueberry Cantaloupe Date Tamarind
Salmonberry Gooseberry Jostaberry Damson Loquat Raspberry Blackcurrant Salmonberry Soursop Clementine
Honeydew Breadfruit Elderberry Strawberry Redcurrant Cantaloupe Melon Jambul Rambutan  Cherimoya
Huckleberry Persimmon Pear Canistel Abiu Breadfruit Mulberry Quince Durian Honeydew
Grapefruit Salmonberry Raspberry Nectarine Mandarine Mango Watermelon Akebi Honeydew Rambutan 
Blueberry Blueberry Coconut Loquat Bilberry Pawpaw Tamarillo Quince Sapodilla Honeydew
Quince Banana Mulberry Pineapple Mandarine Pear Lime Melon Grapefruit Melon
Orange Date Breadfruit Plumcot Açaí Huckleberry Boysenberry Rambutan  Damson Loquat
Lemon Açaí Lulo Pineberry Cantaloupe Kumquat Elderberry Prune Pineberry Banana
Redcurrant Plantain Strawberry Araza Salak Kiwano Kumquat Gooseberry Plantain Boysenberry
Araza Quince Fig Kiwano Marionberry Cranberry Honeydew Honeydew Tamarind Salmonberry
BinaryNumber_1000010 BinaryNumber_1010010 BinaryNumber_0000000 BinaryNumber_1001001 BinaryNumber_0010111 BinaryNumber_0010011 BinaryNumber_0100001 BinaryNumber_1010100 BinaryNumber_0101011 BinaryNumber_0001011
BinaryNumber_0001111 BinaryNumber_0010011 BinaryNumber_0101111 BinaryNumber_0110010 BinaryNumber_0110110 BinaryNumber_1011100 BinaryNumber_1100000 BinaryNumber_1010101 BinaryNumber_0000100 BinaryNumber_0111001
BinaryNumber_0011100 BinaryNumber_1010100 BinaryNumber_1011110 BinaryNumber_1000011 BinaryNumber_1011001 BinaryNumber_0101000 BinaryNumber_0010000 BinaryNumber_1001110 BinaryNumber_0001110 BinaryNumber_1010110
BinaryNumber_1011100 BinaryNumber_1010100 BinaryNumber_0010111 BinaryNumber_0110010 BinaryNumber_0011000 BinaryNumber_0110010 BinaryNumber_0100101 BinaryNumber_0010000 BinaryNumber_1100011 BinaryNumber_1011100
BinaryNumber_1011011 BinaryNumber_1010000 BinaryNumber_1000001 BinaryNumber_1100010 BinaryNumber_1000010 BinaryNumber_0000100 BinaryNumber_0010001 BinaryNumber_1011001 BinaryNumber_1010111 BinaryNumber_0011010
BinaryNumber_0110110 BinaryNumber_0001011 BinaryNumber_1000110 BinaryNumber_0010111 BinaryNumber_0111001 BinaryNumber_0101001 BinaryNumber_1001001 BinaryNumber_0001000 BinaryNumber_1000010 BinaryNumber_0000011
BinaryNumber_0111110 BinaryNumber_0110111 BinaryNumber_0111101 BinaryNumber_0110111 BinaryNumber_0101110 BinaryNumber_1011100 BinaryNumber_1011011 BinaryNumber_0110111 BinaryNumber_0111110 BinaryNumber_1010111
BinaryNumber_0010101 BinaryNumber_0110001 BinaryNumber_1001000 BinaryNumber_0101101 BinaryNumber_0010000 BinaryNumber_0000100 BinaryNumber_0111010 BinaryNumber_0000011 BinaryNumber_0010110 BinaryNumber_0010000
BinaryNumber_1001100 BinaryNumber_1010110 BinaryNumber_1001100 BinaryNumber_0011001 BinaryNumber_1011011 BinaryNumber_0001001 BinaryNumber_1011100 BinaryNumber_0111100 BinaryNumber_0011101 BinaryNumber_1011011
BinaryNumber_1010100 BinaryNumber_0011111 BinaryNumber_0010000 BinaryNumber_0010001 BinaryNumber_0100100 BinaryNumber_0001110 BinaryNumber_0111111 BinaryNumber_1001011 BinaryNumber_0110001 BinaryNumber_1001001
BinaryNumber_0001010 BinaryNumber_1010110 BinaryNumber_0100110 BinaryNumber_1011111 BinaryNumber_0111001 BinaryNumber_1010101 BinaryNumber_0111000 BinaryNumber_1100000 BinaryNumber_0010111 BinaryNumber_0100110
antivirus peripheral digital personalcomputer abacus smartphone inputdevice xbox machine escapekey
game cybertechnology digitalaudioplayer digitalcomputer cyber expansionslot abacus expansionslot floppydisk algorithm
machines proprietary programmer automation computerprogram cpu programmer desktop device visualdisplayunit
daw desktopcomputer escapekey machine tablet automation analogcomputer social console arithmetic
personalcomputer monitor antivirus floppydisk cybertechnology transistor computerprogramming expansionslot sliderule machines
digitalaudioplayer electronics antivirus homecomputer peripheral computerprogram smartphone programmer cyber camera
electromechanical vacuumtube imac hardware floppydisk mainframe cell smartphone software cyber
vacuumtube abacus data transistor virtualreality imac cybertechnology cybertechnology bit spyware
camera downloader von neumann machine phone computercircuit pornographicimages dataconverter xbox electronics centralprocessing unit
cybertechnology astrolabe floppydisk phone personalcomputer algorithm downloader desktop diskette spyware
proprietary digitalcommunication tablet computerhardware microprocessor desktop information pornographicimages expansionslot internet
Esophagus Vagina Pons Spleen Clitoris Tongue Vulva Midbrain Duodenum Ossicles
Bladder Urethra Stomach Innerear Kidneys Fallopiantubes Pharynx Spinalnerves Innerear Ileum
Arteries Pancreas Clitoris Tonsils Lymphaticvessel Veins Urethra Stomach Uterus Capillaries
Trachea Eardrum Lips Vulva Tongue Pons Innerear Ear Stomach Rectum
Trachea Largeintestine Ureter Ciliarybody Pancreas Teeth Pancreas Nerves Urethra Trachea
Smallintestine Pharynx Middleear Cornea Lips Arteries Lymphaticvessel Stomach Scrotum Middleear
Mesentery Ganglia Mesentery Tongue Gallbladder Bronchi Pons Ossicles Larynx Thymus
Larynx Cervix Earlobe Retina Duodenum Liver Cochlea Kidneys Spinalnerves Muscle
Lymphaticvessel Lips Placenta Uterus Mouth Heart Cervix Thalamus Fallopiantubes Tongue
Cochlea Fallopiantubes Capillaries Tendons Mesentery Innerear Spinalnerves Lips Heart Midbrain
Sensoryorgans Bone  Mouth Pharynx Spleen Mesentery Liver Spinalnerves Pharynx Lymphaticvessel
temperature__49c temperature__53c temperature__98c temperature__139c temperature__88c temperature__132c temperature__5c temperature__40c temperature__54c temperature__47c
temperature__5c temperature__65c temperature__16c temperature__65c temperature__136c temperature__126c temperature__74c temperature__53c temperature__56c temperature__68c
temperature__6c temperature__122c temperature__14c temperature__105c temperature__70c temperature__119c temperature__44c temperature__61c temperature__88c temperature__11c
temperature__14c temperature__44c temperature__46c temperature__4c temperature__35c temperature__57c temperature__49c temperature__92c temperature__44c temperature__120c
temperature__146c temperature__119c temperature__95c temperature__57c temperature__108c temperature__130c temperature__17c temperature__144c temperature__138c temperature__49c
temperature__116c temperature__73c temperature__4c temperature__105c temperature__92c temperature__27c temperature__28c temperature__16c temperature__139c temperature__141c
temperature__123c temperature__138c temperature__61c temperature__0c temperature__3c temperature__78c temperature__111c temperature__40c temperature__105c temperature__58c
temperature__28c temperature__42c temperature__73c temperature__91c temperature__87c temperature__2c temperature__6c temperature__105c temperature__27c temperature__108c
temperature__141c temperature__39c temperature__144c temperature__40c temperature__106c temperature__40c temperature__33c temperature__26c temperature__108c temperature__120c
temperature__145c temperature__6c temperature__95c temperature__23c temperature__82c temperature__78c temperature__5c temperature__17c temperature__74c temperature__50c
temperature__87c temperature__85c temperature__148c temperature__108c temperature__146c temperature__59c temperature__132c temperature__116c temperature__148c temperature__147c
