DarkSalmon SpringGreen Bisque Goldenrod Cornsilk DeepPink DarkOrchid Maroon OliveDrab LightPink
BinaryNumber_0101000 BinaryNumber_0001010 BinaryNumber_1011100 BinaryNumber_0100111 BinaryNumber_1001011 BinaryNumber_0111110 BinaryNumber_1100000 BinaryNumber_0100101 BinaryNumber_1000001 BinaryNumber_1010100
BinaryNumber_0000110 BinaryNumber_1010101 BinaryNumber_1010001 BinaryNumber_0010100 BinaryNumber_1011001 BinaryNumber_0011000 BinaryNumber_1100001 BinaryNumber_0110110 BinaryNumber_1011101 BinaryNumber_1010010
BinaryNumber_0111000 BinaryNumber_1001110 BinaryNumber_0100001 BinaryNumber_0010001 BinaryNumber_1001011 BinaryNumber_1001100 BinaryNumber_1011010 BinaryNumber_0011010 BinaryNumber_0011110 BinaryNumber_0001010
BinaryNumber_1011010 BinaryNumber_1001001 BinaryNumber_0001100 BinaryNumber_0000110 BinaryNumber_0101110 BinaryNumber_1100001 BinaryNumber_0001110 BinaryNumber_0111011 BinaryNumber_0000000 BinaryNumber_0110101
BinaryNumber_0001000 BinaryNumber_1100011 BinaryNumber_0011000 BinaryNumber_0110100 BinaryNumber_1011100 BinaryNumber_0111100 BinaryNumber_1011101 BinaryNumber_0011100 BinaryNumber_0111100 BinaryNumber_1010011
BinaryNumber_1001110 BinaryNumber_0100101 BinaryNumber_1100010 BinaryNumber_0110110 BinaryNumber_0001010 BinaryNumber_0010000 BinaryNumber_1100010 BinaryNumber_0110000 BinaryNumber_0111001 BinaryNumber_0001110
BinaryNumber_0111010 BinaryNumber_0011111 BinaryNumber_0001000 BinaryNumber_0000101 BinaryNumber_1011000 BinaryNumber_0110000 BinaryNumber_1000110 BinaryNumber_1011111 BinaryNumber_0100001 BinaryNumber_0100111
BinaryNumber_0100000 BinaryNumber_0010100 BinaryNumber_0110101 BinaryNumber_1001110 BinaryNumber_0101001 BinaryNumber_0011001 BinaryNumber_0010111 BinaryNumber_0110010 BinaryNumber_0001110 BinaryNumber_0001101
SquareNumber_1156 SquareNumber_441 SquareNumber_5625 SquareNumber_5329 SquareNumber_484 SquareNumber_121 SquareNumber_4 SquareNumber_1024 SquareNumber_4096 SquareNumber_3249
SquareNumber_5625 SquareNumber_5929 SquareNumber_9409 SquareNumber_1024 SquareNumber_6400 SquareNumber_529 SquareNumber_2601 SquareNumber_9025 SquareNumber_1849 SquareNumber_9
SquareNumber_441 SquareNumber_4 SquareNumber_256 SquareNumber_4624 SquareNumber_6241 SquareNumber_400 SquareNumber_9409 SquareNumber_4489 SquareNumber_169 SquareNumber_2304
SquareNumber_4489 SquareNumber_4096 SquareNumber_3025 SquareNumber_2500 SquareNumber_7744 SquareNumber_7744 SquareNumber_1024 SquareNumber_4096 SquareNumber_1444 SquareNumber_3481
SquareNumber_4096 SquareNumber_1296 SquareNumber_529 SquareNumber_8281 SquareNumber_2025 SquareNumber_256 SquareNumber_2500 SquareNumber_676 SquareNumber_2025 SquareNumber_5929
SquareNumber_7396 SquareNumber_4225 SquareNumber_4900 SquareNumber_7569 SquareNumber_36 SquareNumber_8464 SquareNumber_289 SquareNumber_8836 SquareNumber_1681 SquareNumber_1936
SquareNumber_784 SquareNumber_4356 SquareNumber_1225 SquareNumber_8464 SquareNumber_900 SquareNumber_900 SquareNumber_529 SquareNumber_1369 SquareNumber_2601 SquareNumber_4096
SquareNumber_841 SquareNumber_2809 SquareNumber_4624 SquareNumber_7396 SquareNumber_289 SquareNumber_6889 SquareNumber_144 SquareNumber_6400 SquareNumber_4489 SquareNumber_1225
SquareNumber_4900 SquareNumber_121 SquareNumber_900 SquareNumber_3721 SquareNumber_324 SquareNumber_7921 SquareNumber_676 SquareNumber_9025 SquareNumber_289 SquareNumber_10000
SquareNumber_1444 SquareNumber_256 SquareNumber_10000 SquareNumber_6889 SquareNumber_5184 SquareNumber_9025 SquareNumber_225 SquareNumber_4096 SquareNumber_841 SquareNumber_1600
SquareNumber_8464 SquareNumber_1521 SquareNumber_3249 SquareNumber_1936 SquareNumber_4489 SquareNumber_49 SquareNumber_1521 SquareNumber_6724 SquareNumber_7744 SquareNumber_841
PrimeNumber_73 PrimeNumber_293 PrimeNumber_293 PrimeNumber_227 PrimeNumber_61 PrimeNumber_13 PrimeNumber_239 PrimeNumber_83 PrimeNumber_181 PrimeNumber_191
PrimeNumber_347 PrimeNumber_479 PrimeNumber_379 PrimeNumber_313 PrimeNumber_313 PrimeNumber_337 PrimeNumber_541 PrimeNumber_17 PrimeNumber_419 PrimeNumber_7
PrimeNumber_157 PrimeNumber_233 PrimeNumber_389 PrimeNumber_307 PrimeNumber_461 PrimeNumber_379 PrimeNumber_199 PrimeNumber_113 PrimeNumber_421 PrimeNumber_193
PrimeNumber_2 PrimeNumber_487 PrimeNumber_179 PrimeNumber_13 PrimeNumber_269 PrimeNumber_17 PrimeNumber_151 PrimeNumber_307 PrimeNumber_547 PrimeNumber_307
PrimeNumber_5 PrimeNumber_181 PrimeNumber_233 PrimeNumber_173 PrimeNumber_73 PrimeNumber_419 PrimeNumber_467 PrimeNumber_359 PrimeNumber_3 PrimeNumber_421
PrimeNumber_3 PrimeNumber_5 PrimeNumber_109 PrimeNumber_307 PrimeNumber_139 PrimeNumber_283 PrimeNumber_389 PrimeNumber_463 PrimeNumber_53 PrimeNumber_379
PrimeNumber_491 PrimeNumber_71 PrimeNumber_283 PrimeNumber_383 PrimeNumber_383 PrimeNumber_47 PrimeNumber_547 PrimeNumber_41 PrimeNumber_331 PrimeNumber_181
PrimeNumber_11 PrimeNumber_283 PrimeNumber_503 PrimeNumber_419 PrimeNumber_251 PrimeNumber_5 PrimeNumber_233 PrimeNumber_97 PrimeNumber_523 PrimeNumber_467
PrimeNumber_353 PrimeNumber_331 PrimeNumber_431 PrimeNumber_467 PrimeNumber_311 PrimeNumber_107 PrimeNumber_509 PrimeNumber_101 PrimeNumber_541 PrimeNumber_113
PrimeNumber_179 PrimeNumber_313 PrimeNumber_157 PrimeNumber_491 PrimeNumber_41 PrimeNumber_199 PrimeNumber_281 PrimeNumber_23 PrimeNumber_107 PrimeNumber_53
PrimeNumber_53 PrimeNumber_47 PrimeNumber_7 PrimeNumber_179 PrimeNumber_433 PrimeNumber_523 PrimeNumber_181 PrimeNumber_397 PrimeNumber_281 PrimeNumber_79
Raspberry Passionfruit Fig Lemon Lemon Plum Satsuma Loganberry Pawpaw Lulo
Watermelon Blackberry Elderberry Bilberry Mango Araza Jambul Passionfruit Salak Currant
Orange Jackfruit Plumcot Breadfruit Huckleberry Tamarillo Cranberry Boysenberry Cantaloupe Jostaberry
Cashew Tamarillo Coconut Açaí Jambul Mulberry Tamarillo Kumquat Tangelo Honeyberry
Nance Jujube Bilberry Mulberry Sapote Guava Nance Abiu Huckleberry Redcurrant
Grapefruit Strawberry Watermelon Lychee Sapodilla Cloudberry Peach Blackberry Mandarine Damson
Feijoa Blueberry Apricot Cantaloupe Redcurrant Pomegranate Breadfruit Elderberry Mango Acerola
Blueberry Kiwifruit Rambutan  Elderberry Lime Cloudberry Abiu Jujube Yuzu Papaya
Akebi Durian Avocado Cashew Coconut Cherimoya Jackfruit Jambul Pawpaw Kiwano
Pomelo Fig Tamarind Mulberry Acerola Pomegranate Apple Fig Mango Damson
Pear Yuzu Nance Yuzu Redcurrant Guava Araza Plum Kiwifruit Cherimoya
noir kill fraud homicides mob guilt human death thriller criminal
accident accident misdemeanour incarceration evidence thriller forensic country political guilty
supernatural corrupt structuralism guilty legislature sentence violence imprisonment gang mystery
slay misdemeanour snitching homicides criminal illegal spy barratry rape muggings
serial action offenses sin genocide mafia drugs highjack investigation noir
offenses blackmail sin trial brutality misdemeanour homicides mafia psychological prison
imprisonment muggings revenge abuse forensic suspense poverty gangsterism homicides robbery
corruption barratry guilt suspense corruption massacre transgression criminal pirate action
country sentence incarceration gangsterism poverty highjack crime dark suspense theft
robbery slay misdemeanour sentence arsons felony serial misdemeanour skyjack violence
murder murders robbery safety arrest guilty cop political theft shoplift
