MidnightBlue LightCyan Pink SaddleBrown Salmon Tan PaleVioletRed LightGreen Chartreuse SlateBlue
Interstitium Thalamus Tongue Iris Smallintestine Veins Thalamus Bronchi Duodenum Mouth
Pharynx Gallbladder Arteries Ureter Interstitium Largeintestine Nerves Cerebellum Ileum Hypothalamus
Penis Cervix Ear Arteries Middleear skeleton Pons Eye Ganglia Cervix
Largeintestine Fallopiantubes Ganglia Spinalnerves Veins Kidneys Capillaries Urethra Rectum Penis
Duodenum Cervix Sensoryorgans Veins Clitoris Interstitium Spleen Jejunum Brain Bladder
Cecum Rectum Pharynx Uterus Larynx Liver Penis Fallopiantubes Bladder Gallbladder
Pharynx Ciliarybody skeleton Bladder Stomach Larynx Ligaments Eye Teeth Eye
Smallintestine Ossicles Vagina Ciliarybody Largeintestine Scrotum Thalamus Cerebrum Smallintestine Cerebellum
Rectum Ganglia Rectum Lens Mesentery Arteries Sensoryorgans Heart Bone  Capillaries
Lips Smallintestine Duodenum Stomach Pharynx Ligaments Ureter Ligaments Penis Ciliarybody
Brain Innerear Cerebrum Pharynx Ossicles Lens Cervix Midbrain Bone  Tongue
