opportunist incident fray patronage tycoon illegal allegation beleaguer demagogue temptation
police smuggle jurisdiction assault cop supernatural muggings highjack mystery death
conspiracy psychological justice shoplift statutory homeless thrillers arsons prostitution statutory
arrest psychological barratry thriller legal guilt rape prostitution murders thriller
misdemeanour police serial vandalism spy poison gun blackmail dark shoplift
blackmail corruption drug highjack cybercrime vandalism murder safety liberty revenge
dark murders law-breaking criminal legal robbery felony offence cop mafia
imprisonment punishment crime detective gangsterism barratry misdemeanor action safety drug
punitive missing threats homicides suspense accident drug death blackmail misdemeanour
transgression theft blackmail punishment threats unsolved kill justice gun homicides
smuggle psychological prison death pirate abuse suspense homicide threats political
police drugs snitching noir political arsons genocide muggings illegal liberty
