country police homeless safety detective hijack criminality crime barratry arsons
BinaryNumber_1011001 BinaryNumber_0101000 BinaryNumber_0110011 BinaryNumber_1011010 BinaryNumber_0010000 BinaryNumber_1100000 BinaryNumber_0000001 BinaryNumber_0001111 BinaryNumber_0001100 BinaryNumber_0000000
BinaryNumber_1001111 BinaryNumber_0111000 BinaryNumber_1001100 BinaryNumber_1000111 BinaryNumber_1010100 BinaryNumber_0111001 BinaryNumber_1001011 BinaryNumber_1010100 BinaryNumber_0011001 BinaryNumber_1100000
BinaryNumber_0000101 BinaryNumber_0101100 BinaryNumber_0001111 BinaryNumber_0110001 BinaryNumber_1100011 BinaryNumber_0111110 BinaryNumber_0110111 BinaryNumber_1001100 BinaryNumber_1011001 BinaryNumber_0111010
BinaryNumber_1001001 BinaryNumber_0111010 BinaryNumber_1011000 BinaryNumber_0010000 BinaryNumber_1000111 BinaryNumber_0011111 BinaryNumber_0100100 BinaryNumber_1001110 BinaryNumber_0010011 BinaryNumber_1011011
SquareNumber_25 SquareNumber_9216 SquareNumber_1444 SquareNumber_9409 SquareNumber_169 SquareNumber_25 SquareNumber_100 SquareNumber_484 SquareNumber_2209 SquareNumber_8649
SquareNumber_361 SquareNumber_144 SquareNumber_8281 SquareNumber_1089 SquareNumber_1681 SquareNumber_1600 SquareNumber_4096 SquareNumber_9 SquareNumber_8836 SquareNumber_1444
SquareNumber_6400 SquareNumber_6084 SquareNumber_256 SquareNumber_1369 SquareNumber_3364 SquareNumber_625 SquareNumber_961 SquareNumber_3600 SquareNumber_7569 SquareNumber_2209
SquareNumber_841 SquareNumber_5625 SquareNumber_8464 SquareNumber_400 SquareNumber_289 SquareNumber_841 SquareNumber_9801 SquareNumber_1764 SquareNumber_6241 SquareNumber_2116
SquareNumber_1521 SquareNumber_2304 SquareNumber_100 SquareNumber_784 SquareNumber_16 SquareNumber_9 SquareNumber_1369 SquareNumber_3969 SquareNumber_5041 SquareNumber_400
SquareNumber_529 SquareNumber_256 SquareNumber_1849 SquareNumber_1849 SquareNumber_1849 SquareNumber_4624 SquareNumber_6561 SquareNumber_169 SquareNumber_1600 SquareNumber_4225
SquareNumber_64 SquareNumber_4489 SquareNumber_2401 SquareNumber_25 SquareNumber_2209 SquareNumber_8464 SquareNumber_6724 SquareNumber_6889 SquareNumber_4761 SquareNumber_6241
SquareNumber_9409 SquareNumber_6400 SquareNumber_900 SquareNumber_25 SquareNumber_10000 SquareNumber_576 SquareNumber_2116 SquareNumber_5929 SquareNumber_1369 SquareNumber_676
SquareNumber_169 SquareNumber_5776 SquareNumber_100 SquareNumber_7921 SquareNumber_64 SquareNumber_1296 SquareNumber_5184 SquareNumber_1296 SquareNumber_5329 SquareNumber_6241
SquareNumber_3481 SquareNumber_49 SquareNumber_676 SquareNumber_5625 SquareNumber_3481 SquareNumber_9801 SquareNumber_9604 SquareNumber_25 SquareNumber_1849 SquareNumber_100
SquareNumber_2116 SquareNumber_484 SquareNumber_625 SquareNumber_256 SquareNumber_961 SquareNumber_16 SquareNumber_2601 SquareNumber_8836 SquareNumber_144 SquareNumber_2209
14:14 19:29 15:45 16:20 19:41 15:12 19:31 19:55 10:28 10:50
16:54 12:45 13:43 22:27 10:17 21:16 23:56 19:59 11:13 23:37
20:36 11:19 13:20 13:48 15:56 15:37 14:39 13:57 12:18 17:16
10:22 19:20 11:45 12:57 22:32 18:16 16:20 14:45 19:30 12:14
13:57 21:13 11:48 19:41 12:53 15:17 10:57 18:51 16:12 21:58
20:19 18:15 17:23 18:25 14:25 23:57 15:36 11:18 13:36 17:36
10:52 19:46 23:44 21:46 12:25 11:49 11:12 16:54 22:10 14:29
12:29 10:17 20:32 18:56 21:19 23:27 16:56 10:33 15:52 22:17
11:40 14:48 18:46 20:26 15:56 22:54 20:13 22:43 10:33 20:46
12:23 13:15 16:14 20:20 22:24 23:10 18:22 16:46 11:38 14:11
21:32 13:56 13:57 23:55 16:55 21:32 11:36 14:39 21:36 13:36
