ForestGreen LightBlue DarkFuchsia Fuchsia LightCoral OldLace SaddleBrown MediumAquamarine LightGoldenrodYellow SlateGray
Mango Honeydew Banana Plantain Plumcot Tamarillo Mango Jostaberry Boysenberry Elderberry
Loganberry Satsuma Akebi Kiwifruit Prune Longan Tayberry Boysenberry Durian Bilberry
cute plain frail stormy ugliest jittery beautiful quaint bright repulsive
victorious nutty misty lonely disturbed stupid brainy obnoxious lazy stormy
aggressive fantastic famous disturbed prickly outrageous energetic dead wide-eyed unsightly
spotless dark stormy beautiful different thoughtful happy alive lucky joyous
silly disturbed clear dull delightful crowded charming magnificent dizzy foolish
alive clumsy plain cautious stupid adorable bloody cruel magnificent cautious
odd important open thoughtless concerned strange homely ashamed combative distinct
faithful bored grumpy disgusted muddy tasty better odd clever horrible
wide-eyed evil filthy concerned victorious old-fashioned evil odd adventurous clear
awful scary faithful anxious amused brainy crazy hurt selfish excited
dangerous vivacious homeless encouraging helpless clever confused exuberant jealous poised
